verse_id,score,text,verse_text,prediction,correction
Canticles 1.1 (AKJV),0.8713850975,"Ezekiel 11. 19, 20. micah 4. 5.","The song of songs, which is Solomons.",FALSE,C_Only
Canticles 1.1 (AKJV),0.8713847995,"Psalm 72. 8. 9, 10, 11.","The song of songs, which is Solomons.",FALSE,C_Only
Canticles 1.1 (AKJV),0.8713838458,"Ezekiel 5. 11, 14, 17.","The song of songs, which is Solomons.",FALSE,C_Only
1 Chronicles 1.27 (Geneva),0.8713822365,Acts 14. 11. 12. 15.,"Abram, which is Abraham.",FALSE,C_Only
Mark 6.15 (ODRV) - 3,0.8713802695,John 16. 8. 1. Tim. 4. 16.,"That it is a Prophet, as one of the Prophets.",FALSE,C_Only
Wisdom 1.2 (ODRV) - 1,0.8713786006,Philip. 2.12. John 9.4. & 12.35.,"and he appeareth to them, that have faith in him.",FALSE,C_Only
Jeremiah 52.9 (AKJV) - 1,0.8713758588,Mathew 8.11. & 25.34.,where he gaue iudgement vpon him.,FALSE,C_Only
Psalms 59.2 (ODRV),0.8713755608,"Tit. 2. 3, 4. Job 3. 2. 7. Gen, 49. Deuteronomy 32. Josh. 23. 1. Job 29. 15. Mathew 12. 35. & 13. 52. 1 Tim. 4. 7.","when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
John 11.30 (Tyndale) - 1,0.8713752627,"Mathew 15. 34, 35.",but was in the place where Martha met him.,FALSE,C_Only
Psalms 79.1 (Vulgate),0.8713741899,"Psalm 2 ▪ 9, 10 ▪","In finem, pro iis qui commutabuntur. Testimonium Asaph, psalmus.",FALSE,C_Only
Jeremiah 52.9 (AKJV) - 1,0.8713689446,Mathew 7.14. Lu: 24.26.,where he gaue iudgement vpon him.,FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8713664412,Hebrew 9.28. & 10.1. Col. 2.17.,"The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
John 13.31 (Tyndale) - 2,0.8713653088,"Rom. 2.27, 29. and 4.11.",And God is glorified by him.,FALSE,C_Only
Isaiah 29.12 (AKJV) - 1,0.871363461,Mathew 12.24. John 8.48.,"and he saith, I am not learned.",FALSE,C_Only
Nehemiah 10.6 (Vulgate); Nehemiah 10.6 (Douay-Rheims),0.8713616729,"Act, 12, 13. Exod, 8, 4, 17. Saiah, 5, 27.","Daniel, Genthon, Baruch,",FALSE,C_Only
Luke 7.16 (ODRV) - 2,0.8713612556,Isaiah 44. 26. 21. 28. & 45. 1.,"and, that God hath visited his people.",TRUE,C_Only
Genesis 37.13 (ODRV) - 2,0.8713598251,"John. 15. 1, 2, 3.","come, I wil send thee to them.",FALSE,C_Only
Isaiah 29.12 (AKJV) - 1,0.8713591695,John 17.12. & 18.9.,"and he saith, I am not learned.",FALSE,C_Only
1 Chronicles 6.3 (Douay-Rheims),0.8713570237,"Exod 35. 20, 21. etc.","The children of Amram: Aaron, Moses, and Mary. The sons of Aaron: Nadab and Abiu, Eleazar and Ithamar.",FALSE,C_Only
1 Corinthians 2.13 (ODRV) - 1,0.8713545799,"Rom. 8. 32. 1 Cor. 3. 20, 21.","but in the doctrine of the Spirit, comparing spiritual things to the spiritual.",FALSE,C_Only
Isaiah 48.16 (Douay-Rheims) - 2,0.8713523746,Isaiah 57.7. Ezekiel 18. John 6.37. Isaiah 55.6.,"from the time before it was done, I was there, and now the Lord God hath sent me, and his spirit.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8713522553,"Isaiah •4. 5, 6. 2. Reg 8.1. Amos 4.10.","when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",TRUE,C_Only
Psalms 79.1 (Vulgate),0.8713490367,Psalm 144. 10. Eccles 10. 20. Psalm 18. 50. & 21. 1. & 33. 16.,"In finem, pro iis qui commutabuntur. Testimonium Asaph, psalmus.",FALSE,C_Only
Psalms 33.1 (ODRV),0.8713480234,Job 31. 2• … Prou. 31.13.2,"To Dauid, when he changed his countenance before Abimelech, and he dismist him, and he went away. (1. Reg. 21.)",FALSE,C_Only
Nehemiah 10.27 (AKJV); Nehemiah 10.27 (Geneva),0.8713465333,Eccle. 8.5 Jeremiah 3.5.,"Malluch, Harim, Baanah.",FALSE,C_Only
1 Chronicles 1.27 (Geneva),0.8713449836,John 17.17. Gal. 2.20.,"Abram, which is Abraham.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8713420033,Job 1. 6. etc. 38. v. 7. 2 Sam. 14. 17. etc. 19. v. 27.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Psalms 79.1 (Vulgate),0.8713380694,"Psa. 147 8, 9, 16, 17.","In finem, pro iis qui commutabuntur. Testimonium Asaph, psalmus.",FALSE,C_Only
Psalms 61.1 (Vulgate),0.8713331819,"Luk. 1•. 18, 19.","In finem, pro Idithun. Psalmus David.",FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8713320494,"Verse, 7 Verse, 9","The ninth to Jesua, the tenth to Sechenia,",TRUE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8713307977,Psalm 89.25. 1. Kings. 19.12,"The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
2 Esdras 15.2 (AKJV) - 1,0.8713307977,Mathew 8.11. & 13.31.,for they are faithfull and true.,FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8713306785,"Deuteronomy 9.4, 5, 6. Psalm 44.3.","The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Canticles 1.1 (AKJV),0.8713281155,"Psalm 119.18, 34, 35.","The song of songs, which is Solomons.",FALSE,C_Only
Leviticus 10.1 (Douay-Rheims),0.8713279963,Exod 22. 8. & 21. 6.,"And Nadab and Abiu, the sons of Aaron, taking their censers, put fire therein, and incense on it, offering before the Lord strange fire: which was not commanded them.",FALSE,C_Only
Ezekiel 36.8 (Douay-Rheims) - 1,0.8713197112,Rom. 8. 25. 2 Tim. 3. 12.,for they are at hand to come.,FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.871319294,Nehemiah 9. 1. Psalm 35. 13. Jonah 3. 5.,"The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Mark 6.15 (ODRV) - 3,0.8713172078,"Hebrew 13.15, 16. Philip 4.18.","That it is a Prophet, as one of the Prophets.",FALSE,C_Only
Proverbs 31.1 (Douay-Rheims),0.8713160753,Nehemiah 13 23.24 25.,The words of king Lamuel. The vision wherewith his mother instructed him.,FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8713135123,"Joshua 4.7, 8, 9.","The ninth to Jesua, the tenth to Sechenia,",TRUE,C_Only
Ezekiel 36.8 (Douay-Rheims) - 1,0.8713122606,Luk. 12. 9. 2 Tim. 2. 12.,for they are at hand to come.,TRUE,C_Only
Ezekiel 36.8 (Douay-Rheims) - 1,0.8713122606,Luk. 12.9. 2 Tim. 2.12.,for they are at hand to come.,TRUE,C_Only
2 Samuel 23.19 (Douay-Rheims),0.87130934,Ephesians 5.8. 1 John 5.6. John 12.35.,"And the noblest of three, and was their chief, but to the three first he attained not.",FALSE,C_Only
1 John 5.6 (ODRV) - 1,0.8713081479,"Act. 3. 37, 38, 39.","not in water only, but in water and bloud.",FALSE,C_Only
Canticles 1.1 (AKJV),0.8713023067,"Psalm 23.2, 3, 4.","The song of songs, which is Solomons.",FALSE,C_Only
Psalms 79.1 (Vulgate),0.8713021278,"Psa. 132.3, 4, 5.","In finem, pro iis qui commutabuntur. Testimonium Asaph, psalmus.",FALSE,C_Only
Mark 14.17 (Tyndale),0.871301055,Matt. 12.32. Mark. 3.29.,And at even he came with the .xii.,FALSE,C_Only
1 Chronicles 2.14 (Douay-Rheims),0.8713001013,"Gen. 4.3, 4.5, 26. Hebrew 11.4.","The fourth, Nathanael, the fifth Raddai,",FALSE,C_Only
John 12.33 (ODRV),0.871299684,"John 21.6. Mathew 17. •7. Mathew 27.51, 52.","(And this he said, signifying what death he should die.)",TRUE,C_Only
Nehemiah 12.20 (AKJV),0.8712991476,Pro 28. 1. Hebrew 12. 4,"Of Sallai, Kallai: of Amok, Eber:",FALSE,C_Only
Psalms 59.2 (ODRV),0.8712986708,Isaiah 8.30. Mathew 11. 1 Cor. 1.15. Psalm 89.119. Isaiah 5.51.59. Wisdom 5. Dan. 7.12.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
John 16.11 (Vulgate),0.8712956905,Math. 6. 11 John 6. 32. Apocalypse 2. 17.,"De judicio autem, quia princeps hujus mundi jam judicatus est.",FALSE,C_Only
Psalms 33.1 (ODRV),0.8712940812,John 3.30. Reu. 18.2. etc. Gen. 41.32.,"To Dauid, when he changed his countenance before Abimelech, and he dismist him, and he went away. (1. Reg. 21.)",FALSE,C_Only
1 Chronicles 26.21 (Vulgate) - 1,0.871291399,"Mr Fox Acts, Mon. vol. 2. p. 87.","de Ledan principes familiarum Ledan, et Gersonni, Jehieli.",FALSE,C_Only
Ruth 4.10 (ODRV) - 1,0.8712908626,"Eccles. 11.1, 2. Luke 12.24.","You, I say are witnesses of this thing.",FALSE,C_Only
Nehemiah 10.23 (AKJV); Nehemiah 10.23 (Geneva),0.8712857366,Ezra 5. 1. Hag. 1. 1. Zechariah 1. 1. — 7. 1.,"Hoshea, Hananiah, Hashub,",FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8712825775,Acts 18. 24. 28. Jam. 4. 5.,"The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Mark 6.15 (ODRV) - 3,0.8712801337,Dan. 12.2.3. with John 5.28.29.,"That it is a Prophet, as one of the Prophets.",FALSE,C_Only
Ezekiel 36.8 (Douay-Rheims) - 1,0.871278286,Mathew 20.22. 2 Cor. 12.8.,for they are at hand to come.,FALSE,C_Only
Exodus 22.14 (Wycliffe) - 1,0.8712776899,Isaiah 54. 11. Psalm 80. 13. Math. 10. 16.,"that if the lord is in presence,",FALSE,C_Only
Nehemiah 10.27 (AKJV); Nehemiah 10.27 (Geneva),0.8712679744,Jer. 13. 19. Job. 42. 6.,"Malluch, Harim, Baanah.",FALSE,C_Only
2 Kings 10.17 (Douay-Rheims),0.8712668419,Matthew 10.24 John 13.16.,"And brought him into Samaria. And he slew all that were left of Achab in Samaria, to a man, according to the word of the Lord, which he spoke by Elias.",FALSE,C_Only
Luke 23.15 (Geneva) - 1,0.8712648153,"Acts iv. 18, 19.",for I sent you to him:,FALSE,C_Only
Psalms 91.8 (AKJV) - 1,0.8712622523,"Prou. 31. 2•, 29.",& see the reward of the wicked.,TRUE,C_Only
Psalms 79.1 (Vulgate),0.8712614775,Psalm 35.21.137.3 Mathew 27.43.,"In finem, pro iis qui commutabuntur. Testimonium Asaph, psalmus.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8712611198,Psalm 18.26. Prou. 1.28 34.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Mark 11.3 (AKJV) - 2,0.871260345,Mathew 20.25. with Luk. 22.25.,and straightway he will send him hither.,FALSE,C_Only
1 Corinthians 2.13 (ODRV) - 1,0.8712601662,"Rom. 2.15, 16. 1 Cor. 4.5.","but in the doctrine of the Spirit, comparing spiritual things to the spiritual.",FALSE,C_Only
Leviticus 10.1 (Douay-Rheims),0.8712581396,Exod 16.3. & 17.3.,"And Nadab and Abiu, the sons of Aaron, taking their censers, put fire therein, and incense on it, offering before the Lord strange fire: which was not commanded them.",TRUE,C_Only
1 Chronicles 1.27 (Geneva),0.8712556958,"Hebrew 9 9, 10.","Abram, which is Abraham.",FALSE,C_Only
Ruth 4.10 (ODRV) - 1,0.8712554574,Isaiah 1.5. 1 John 2.4.,"You, I say are witnesses of this thing.",TRUE,C_Only
Psalms 79.1 (Vulgate),0.8712544441,Rom. 11.9. Job 20.22. Psalm 106.15.,"In finem, pro iis qui commutabuntur. Testimonium Asaph, psalmus.",FALSE,C_Only
Canticles 1.1 (AKJV),0.8712538481,"Ezekiel 3.1, 2, 3.","The song of songs, which is Solomons.",FALSE,C_Only
2 Esdras 15.2 (AKJV) - 1,0.8712510467,"Mathew 22. 29, 31.",for they are faithfull and true.,FALSE,C_Only
Ezekiel 36.8 (Douay-Rheims) - 1,0.8712493181,Matthew 25.31 Rev. 5.11.,for they are at hand to come.,TRUE,C_Only
1 Corinthians 2.13 (ODRV) - 1,0.8712491393,"Hebrew 2.2, 3. 2 Cor. 3.9.","but in the doctrine of the Spirit, comparing spiritual things to the spiritual.",TRUE,C_Only
Psalms 59.2 (ODRV),0.8712490797,"Joel. 2.12, 15, etc. & Num. 25.6.","when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
2 Chronicles 24.27 (Douay-Rheims) - 1,0.8712477088,Ezekiel 18.31.32. Chap. 33.11.,they are written more diligently in the book of kings:,FALSE,C_Only
Jeremiah 52.9 (AKJV) - 1,0.8712466955,"Mathew 22.3, 5. Act. 13.46.",where he gaue iudgement vpon him.,FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8712461591,Matthew 10.1. Pet. 2. Matthew 21. Luke 2.,"The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
1 Chronicles 1.27 (Geneva),0.8712457418,John 3. 33. Rom. 7. 16,"Abram, which is Abraham.",FALSE,C_Only
1 Chronicles 1.27 (Geneva),0.871242106,Gen. 3.3. Levites 20.5.,"Abram, which is Abraham.",FALSE,C_Only
Acts 2.16 (AKJV),0.8712379336,Isaiah 63. 18. & 64. 2. Zach 1•. 8.,"But this is that which was spoken by the Prophet Ioel,",TRUE,C_Only
Psalms 41.1 (Vulgate),0.8712281585,Eccles. 4. 9. Mathew 18. 20.,In finem. Intellectus filiis Core.,FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8712261319,Hosea 13.9. Luk. 19.22.,"The ninth to Jesua, the tenth to Sechenia,",TRUE,C_Only
Proverbs 15.33 (Douay-Rheims),0.871224463,"Mathew 5. 25, 26.",The fear of the Lord is the lesson of wisdom: and humility goeth before glory.,FALSE,C_Only
Psalms 48.1 (Vulgate); Psalms 84.1 (Vulgate),0.8712240458,Prou. xxv ▪ xv.,"In finem, filiis Core. Psalmus.",FALSE,C_Only
Psalms 33.1 (ODRV),0.8712211251,Exod 22. 27. Act. 23. 5. Ecclesiastes 10. 20,"To Dauid, when he changed his countenance before Abimelech, and he dismist him, and he went away. (1. Reg. 21.)",FALSE,C_Only
Psalms 54.6 (AKJV),0.8712211251,"Matthew 23. 27, 28.",I will freely sacrifice vnto thee; I will praise thy name (O Lord:) for it is good.,FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8712175488,"Ephesians 4.3. John 17.21, 221","The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Canticles 1.1 (AKJV),0.8712155819,"Numb. 14.23. Psalm 2.10, 11, 12.","The song of songs, which is Solomons.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8712131977,Gen. 37.35.1 Kings 2.6. Psalm 89.43. Palm. 6 5. Isaiah 38.18.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Canticles 1.1 (AKJV),0.8712108731,"Psalm 91. 3, 6, 7.","The song of songs, which is Solomons.",FALSE,C_Only
Revelation 21.6 (ODRV),0.871209383,Mathew 4. 1. to the 12.,"And he said to me: It is done, I am Alpha and Omega: the beginning and the end. To him that thirsteth I wil giue of the fountaine of the water of life, gratis.",FALSE,C_Only
Nehemiah 10.27 (AKJV); Nehemiah 10.27 (Geneva),0.8712088466,Gen. 45. 7. Job 1. 2. Sam. 16. 11.,"Malluch, Harim, Baanah.",FALSE,C_Only
Jeremiah 26.15 (Douay-Rheims) - 1,0.8712060452,Ephesians 2. 8. 1 Cor. 1. 9. John 6. 96.,"For in truth the Lord sent me to you, to speak all these words in your hearing.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8712046742,"Math. 15. 22, 23.. Basil. Sel. Homily. 19.","when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Tobit 9.7 (Douay-Rheims) - 1,0.8711997271,"Matt. 17.4.26, 37. Mark 5.37.",and made him come with him to the wedding.,FALSE,C_Only
John 13.31 (Tyndale) - 2,0.8711933494,John 14.30. 2 Cor. 4.4.,And God is glorified by him.,TRUE,C_Only
Psalms 59.2 (ODRV),0.8711926341,Gen 12. Ge. 17 Gen. 18.17.18.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Jeremiah 9.13 (AKJV),0.871190846,Jeremiah 14.14. etc. 23.21.,"And the Lord saith; Because they haue forsaken my law, which I set before them, and haue not obeyed my voyce, neither walked therein;",TRUE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8711897731,Mathew 12. 25 Gen. 18. 17. Hebrew 11. 7.,"The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8711854815,"Psalm 87.7. 1 John 1.5. Chap. 4.8, 16.","The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Matthew 15.29 (ODRV) - 1,0.8711811304,"Mathew 24. 24. & v. 21, 22.","& ascending into the mountaine, sate there.",FALSE,C_Only
Jeremiah 52.9 (AKJV) - 1,0.8711799979,"Lu. 11. 20 Mathew 12, 28.",where he gaue iudgement vpon him.,FALSE,C_Only
Psalms 59.2 (ODRV),0.8711755276,Exod 16.16. 1. King. 18.41 Numb. 25.11. Gen. 19 22.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Ruth 4.10 (ODRV) - 1,0.871173501,Exod 15. 1. Isaiah 31. 1. — 3.,"You, I say are witnesses of this thing.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8711727858,Mathew 20. 1. Iud. 20. Ephesians 6. Mar. 13. 37. Mathew 20. 6.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Malachi 1.1 (AKJV),0.8711708188,Isaiah 2.4. Mic. 4.4.,The burden of the word of &thorn; Lord to Israel by Malachi.,FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.87117064,Isaiah 9.6. Hebrew 2.10. Ephesians: 6.16.,"The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
1 Chronicles 1.27 (Geneva),0.8711696267,John 15. 13. Rom. 5. 10.,"Abram, which is Abraham.",FALSE,C_Only
1 Chronicles 1.27 (Geneva),0.8711695075,John 15.13. Rom. 5.10.,"Abram, which is Abraham.",FALSE,C_Only
Jeremiah 15.2 (AKJV) - 2,0.8711676598,"Isaiah 1.2, 3. Jer. 3.1.","Thus saith the Lord, Such as are for death to death;",TRUE,C_Only
Numbers 13.17 (Douay-Rheims) - 1,0.87116611,Deuteronomy 31. 8. Josh. 1. 5. Hebrew 13. 5.,"and he called Osee the son of Nun, Josue.",FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8711649179,Ephesians 3.9. Ephesians 5.32.,"The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Ezekiel 36.8 (Douay-Rheims) - 1,0.8711633682,Mathew 8.21. Luk. 9.59.,for they are at hand to come.,FALSE,C_Only
1 Chronicles 1.27 (Geneva),0.8711601496,Rom. 8. 15. 1 John 4. 18.,"Abram, which is Abraham.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8711588979,Gen. 19.36. Gen. 9.21. Gen. 20.12. 2. Sam. 11.4. Mathew 26.24. 1. Cor. 10.12.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
2 Samuel 7.25 (Douay-Rheims) - 1,0.871158123,"Isaiah 9.6. Rev. 1.8, 17.","and do as thou hast spoken,",FALSE,C_Only
Psalms 59.2 (ODRV),0.8711544871,"Hebrew 1•. ••, 3•, &, 4.","when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
2 Timothy 4.11 (AKJV),0.8711519241,Hebrew 1.1. Mathew 23.32,Onely Luke is with me. Take Marke and bring him with thee: for he is profitable to me for the ministerie.,FALSE,C_Only
Canticles 1.1 (AKJV),0.8711491227,"Psalm 42. 1, 2 ▪","The song of songs, which is Solomons.",FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8711461425,Rom. 4.19. Hebrew 11.12.,"The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
John 11.30 (Tyndale) - 1,0.8711435199,"Mathew 25.35, 36. V. 40. etc.",but was in the place where Martha met him.,FALSE,C_Only
Romans 10.8 (ODRV),0.8711428642,"John 13, 12, 13.","But what saith the Scripture? The word is nigh, in thy mouth, and in they hart. This is the word of faith which we preach.",FALSE,C_Only
1 Chronicles 1.27 (Geneva),0.87114048,Exod 19.13. Hebrew 12.20.,"Abram, which is Abraham.",FALSE,C_Only
Ruth 4.10 (ODRV) - 1,0.8711400628,John 1.16. 2 Tim. 2.1.,"You, I say are witnesses of this thing.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8711362481,"Gen. 18. 1•. Joshua 24.15, Isaiah 38 19. Ephes 6.4.","when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Psalms 41.1 (Vulgate),0.8711329103,Tit. 1. 9. —. Ver. 11..,In finem. Intellectus filiis Core.,FALSE,C_Only
2 Chronicles 7.6 (Douay-Rheims) - 2,0.8711307645,Isaiah 58.1 Mar. 6.20. Psalm 141.5,"because his mercy endureth for ever, singing the hymns of David by their ministry:",FALSE,C_Only
Psalms 59.2 (ODRV),0.8711261749,Rom 7. 20. 1. Chro 21. 1. 2. Sam. 24. 10.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Psalms 33.1 (ODRV),0.8711171746,Ps. 32.3. Job 20.11. Job. 6.12.,"To Dauid, when he changed his countenance before Abimelech, and he dismist him, and he went away. (1. Reg. 21.)",FALSE,C_Only
Jeremiah 23.31 (Douay-Rheims),0.8711135387,"Isaiah 22.12 13, 14.","Behold I am against the prophets, saith the Lord: who use their tongues, and say: The Lord saith it.",TRUE,C_Only
Canticles 1.1 (AKJV),0.8711128235,"Matthew 6.24. 1 John 2.15, 16.","The song of songs, which is Solomons.",FALSE,C_Only
1 Chronicles 2.15 (Douay-Rheims),0.8711104989,Isaiah 1. 4. 5. 6.,"The sixth Asom, the seventh David.",FALSE,C_Only
Revelation 7.4 (Tyndale),0.8711102009,Mark. x. Mathew. xxviii,And I herde the nombre of them which were sealed and there were sealed an C. and xliiii. M.,FALSE,C_Only
Psalms 51.1 (Vulgate),0.8711096048,Act. 16. p. 2. Rom. 16.4 Gal. 1.2.,"In finem. Intellectus David,",FALSE,C_Only
1 Chronicles 2.15 (Douay-Rheims),0.8711074591,"Psalm 83.6, 7, 8.","The sixth Asom, the seventh David.",TRUE,C_Only
1 Chronicles 1.27 (Geneva),0.8711056113,Rom. 8.17. James 2.5.,"Abram, which is Abraham.",FALSE,C_Only
Isaiah 29.12 (AKJV) - 1,0.8711043,"Luke 18. 2, 3, 4.","and he saith, I am not learned.",TRUE,C_Only
Ezekiel 36.8 (Douay-Rheims) - 1,0.8711024523,Rom 12.1. 2 Cor. 9.7.,for they are at hand to come.,FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8711006641,"Act. 8.1.4. Act. 11.19, 20.","The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Joshua 12.24 (Geneva),0.8710999489,Hebrew 1.2. Hebrew 11.3.,"The King of Tirzah, one. all the Kings were thirtie and one.",FALSE,C_Only
Psalms 118.4 (ODRV),0.8710983396,Num. 25.7 Psalm 106.30.31.,Thou hast very much commanded thy commandmentes to be kept.,FALSE,C_Only
Canticles 1.1 (AKJV),0.8710973263,"Psalm 19. 1, 2, 3.","The song of songs, which is Solomons.",FALSE,C_Only
Canticles 1.1 (AKJV),0.8710973263,"Psalm 19.1, 2, 3.","The song of songs, which is Solomons.",FALSE,C_Only
Jeremiah 52.9 (AKJV) - 1,0.8710965514,Mathew 10. 17. Mathew 10. 28.,where he gaue iudgement vpon him.,FALSE,C_Only
Job 37.14 (Douay-Rheims),0.8710912466,"Isaiah 42, 43, 44.","Hearken to these things, Job: Stand, and consider the wondrous works of God.",FALSE,C_Only
Revelation 12.6 (Tyndale),0.8710910082,"John XXI. 18, 19.",And the woman fleed into wyldernes where she had a place prepared of god that they shulde fede her there a M. .ii .C and lx. dayes.,FALSE,C_Only
Mark 6.15 (ODRV) - 3,0.8710869551,John 1.7. 1 Pet. 5.8.,"That it is a Prophet, as one of the Prophets.",FALSE,C_Only
Jeremiah 23.31 (Douay-Rheims),0.871085465,"Luk 12 13, 14.","Behold I am against the prophets, saith the Lord: who use their tongues, and say: The Lord saith it.",TRUE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8710820675,Luke 12.50.22.15. Col. 1.20.,"The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Psalms 59.2 (ODRV),0.8710802794,Obadiah vers. 21 2. Cor. 10.3.5 2. Cor. 2.16,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Malachi 1.1 (AKJV),0.8710802197,Jeremiah 31.20. Hos. 11.8.,The burden of the word of &thorn; Lord to Israel by Malachi.,FALSE,C_Only
Psalms 59.2 (ODRV),0.8710795641,Psalm. 96. b. 8. &. 102 worser. 20. & 148. a. 2. Daniel 3. c. 58. &. 7. c. 10. Mathew •6 c. 55 Coloss. 1. b 16. Hebrew 1. b. 4. c. 14. Apoc 19. b. 10. Gen. 2. c. 17. Gen. 1. worser. 28.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
John 12.33 (ODRV),0.8710795641,Luke 1. 53 ▪ Matthew 11. 28. Hos. 14. 3.,"(And this he said, signifying what death he should die.)",FALSE,C_Only
Mark 14.17 (Tyndale),0.871078074,Math. vi. Luke. xi.,And at even he came with the .xii.,FALSE,C_Only
