ESV,text,Parallel,version,verse_text,toCheck
Exodus 26.8,"The length of each curtain shall be thirty cubits, and the breadth of each curtain four cubits. The eleven curtains shall be the same size.",Exodus 26.8,Wycliffe,"Exodus 26.8 the lengthe of o say schal haue thretti cubitis, and the breed schal haue foure cubitis; euene mesure schal be of alle saies.",False
Exodus 26.11,"""You shall make fifty clasps of bronze, and put the clasps into the loops, and couple the tent together that it may be a single whole.",Exodus 26.11,Wycliffe,"Exodus 26.11 thou schalt make fifti fastnyngis of bras, bi whiche the handles schulen be ioyned to gidere, that oon hylyng be maad of alle.",False
Exodus 26.12,"And the part that remains of the curtains of the tent, the half curtain that remains, shall hang over the back of the tabernacle.",Exodus 26.12,Wycliffe,"Exodus 26.12 Sotheli that that is residue in the saies, that ben maad redi to the hilyng, that is, o sai whych is more, of the myddis therof thou schalt hile the hyndrere part of the tabernacle; and a cubit schal hange on o part,",False
Exodus 26.16,"Ten cubits shall be the length of a frame, and a cubit and a half the breadth of each frame.",Exodus 26.16,Wycliffe,"Exodus 26.16 whiche tablis schulen haue ech bi hem silf ten cubitis in lengthe, and in brede a cubit and half.",False
Exodus 26.18,You shall make the frames for the tabernacle: twenty frames for the south side;,Exodus 26.18,Wycliffe,"Exodus 26.18 Of whiche tablis twenti schulen be in the myddai side, that goith to the south;",False
Exodus 26.20,"and for the second side of the tabernacle, on the north side twenty frames,",Exodus 26.20,Wycliffe,"Exodus 26.20 In the secounde side of the tabernacle, that goith to the north, schulen be twenti tablis, hauynge fourti silueren foundementis; twei foundementis schulen be set vndir ech table.",False
Exodus 26.22,And for the rear of the tabernacle westward you shall make six frames.,Exodus 26.22,Wycliffe,"Exodus 26.22 and eft thou schalt make tweine othere tablis,",False
Exodus 26.23,And you shall make two frames for corners of the tabernacle in the rear;,Exodus 26.23,Wycliffe,Exodus 26.23 that schulen be reisid in the corneris bihynde the bak of the taberancle;,False
Exodus 26.25,"And there shall be eight frames, with their bases of silver, sixteen bases; two bases under one frame, and two bases under another frame.",Exodus 26.25,Wycliffe,"Exodus 26.25 and tho schulen be eiyte tablis to gidere; the siluerne foundementis of tho schulen be sixtene, while twei foundementis ben rikenyd bi o table.",False
Exodus 26.29,"You shall overlay the frames with gold and shall make their rings of gold for holders for the bars, and you shall overlay the bars with gold.",Exodus 26.29,Wycliffe,"Exodus 26.29 And thou schalt ouergilde tho tablis, and thou schalt yete goldun ryngis in tho, bi whiche ryngis, the barris schulen holde togidere the werk of tablis, whyche barris thou schalt hile with goldun platis.",False
Exodus 26.32,"And you shall hang it on four pillars of acacia overlaid with gold, with hooks of gold, on four bases of silver.",Exodus 26.32,Wycliffe,"Exodus 26.32 which veil thou schalt hange bifor foure pileris of the trees of Sechym; and sotheli tho pileris schulen be ouergildid; and tho schulen haue goldun heedis, but foundementis of siluer.",False
Exodus 26.33,"And you shall hang the veil from the clasps, and bring the ark of the testimony in there within the veil. And the veil shall separate for you the Holy Place from the Most Holy.",Exodus 26.33,Wycliffe,"Exodus 26.33 Forsothe the veil schal be set in bi the cerclis, with ynne which veil thou schalt sette the arke of witnessyng, wherbi the seyntuarye and the seyntuaries of seyntuarie schulen be departid.",False
Exodus 26.37,"And you shall make for the screen five pillars of acacia, and overlay them with gold. Their hooks shall be of gold, and you shall cast five bases of bronze for them.",Exodus 26.37,Wycliffe,"Exodus 26.37 And thou schalt ouergilde fyue pileris of trees of Sechym, bifor whiche pileris the tente schal be led, of whiche pileris the heedis schulen be of gold, and the foundementis of bras.",False
Exodus 27.5,And you shall set it under the ledge of the altar so that the net extends halfway down the altar.,Exodus 27.5,Wycliffe,Exodus 27.5 whiche thou schalt putte vndur the yrun panne of the auter; and the gridele schal be til to the myddis of the auter.,False
Exodus 27.6,"And you shall make poles for the altar, poles of acacia wood, and overlay them with bronze.",Exodus 27.6,Wycliffe,"Exodus 27.6 And thou schalt make twey barris of the auter, of the trees of Sechym, whiche barris thou schalt hile with platis of bras;",False
Exodus 27.7,"And the poles shall be put through the rings, so that the poles are on the two sides of the altar when it is carried.",Exodus 27.7,Wycliffe,"Exodus 27.7 and thou schalt lede yn the barris bi the cerclis, and tho schulen be on euer eithir side of the auter, to bere.",False
Exodus 27.14,"The hangings for the one side of the gate shall be fifteen cubits, with their three pillars and three bases.",Exodus 27.14,Wycliffe,"Exodus 27.14 in whiche the tentis of fiftene cubitis schulen be assigned to o side, and thre pileris, and so many foundementis;",False
Exodus 28.18,"and the second row an emerald, a sapphire, and a diamond;",Exodus 28.18,Wycliffe,"Exodus 28.18 in the secunde ordre schal be charbuncle, safir, and iaspis; in the thridde ordre schal be ligurie,",False
Exodus 28.26,"You shall make two rings of gold, and put them at the two ends of the breastpiece, on its inside edge next to the ephod.",Exodus 28.26,Wycliffe,"Exodus 28.26 And thou schalt make twei goldun ryngis, whiche thou schalt sette in the hiynesses of the racional, and in the hemmes of the cloth on the schuldur, that ben euene ayens, and biholden the lattere thingis therof.",False
Exodus 28.33,"On its hem you shall make pomegranates of blue and purple and scarlet yarns, around its hem, with bells of gold between them,",Exodus 28.33,Wycliffe,"Exodus 28.33 Forsothe bynethe at the feet of the same coote, bi cumpas, thou schalt make as piyn applis, of iacynt, and purpur, of reed selk twies died, and of biis foldid ayen; while smale bellis ben medlid in the myddis,",False
Exodus 28.34,"a golden bell and a pomegranate, a golden bell and a pomegranate, around the hem of the robe.",Exodus 28.34,Wycliffe,"Exodus 28.34 so that a litil belle of gold be and a piyn appil, and eft another litel belle of gold and a pyn appil.",False
Exodus 29.27,"And you shall consecrate the breast of the wave offering that is waved and the thigh of the priests' portion that is contributed from the ram of ordination, from what was Aaron's and his sons.",Exodus 29.27,Wycliffe,"Exodus 29.27 And thou schalt halewe also the brest sacrid, and the schuldur which thou departidist fro the ram,",False
Exodus 29.28,"It shall be for Aaron and his sons as a perpetual due from the people of Israel, for it is a contribution. It shall be a contribution from the people of Israel from their peace offerings, their contribution to the LORD.",Exodus 29.28,Wycliffe,"Exodus 29.28 bi which Aaron was halewid, and hise sones; and tho schulen turne in to the part of Aaron, and of hise sones, bi euerlastinge riyt, of the sones of Israel; for tho ben the firste thingis, and the bigynnyngis of the pesible sacrifices of hem, whiche thei offren to the Lord.",False
Exodus 29.33,"They shall eat those things with which atonement was made at their ordination and consecration, but an outsider shall not eat of them, because they are holy.",Exodus 29.33,Wycliffe,"Exodus 29.33 that it be a pleasaunt sacrifice, and that the hondis of the offreris be halewid. An alien schal not ete of tho, for tho ben hooli.",False
Exodus 29.39,"One lamb you shall offer in the morning, and the other lamb you shall offer at twilight.",Exodus 29.39,Wycliffe,"Exodus 29.39 o lomb in the morewtid, and the tothir in the euentid;",False
Exodus 29.40,"And with the first lamb a tenth seah of fine flour mingled with a fourth of a hin of beaten oil, and a fourth of a hin of wine for a drink offering.",Exodus 29.40,Wycliffe,"Exodus 29.40 thou schalt do in o lomb the tenthe part of flour spreynt with oyle, powned, that schal haue a mesure, the fourthe part of hyn, and wyn of the same mesure, to make sacrifice.",False
Exodus 29.41,"The other lamb you shall offer at twilight, and shall offer with it a grain offering and its drink offering, as in the morning, for a pleasing aroma, a food offering to the LORD.",Exodus 29.41,Wycliffe,"Exodus 29.41 Sotheli thou schalt offre the tother lomb at euentid, bi the custom of the offryng at the morewtid, and bi tho thingis, whiche we seiden, in to the odour of swetnesse;",False
Exodus 30.2,"A cubit shall be its length, and a cubit its breadth. It shall be square, and two cubits shall be its height. Its horns shall be of one piece with it.",Exodus 30.2,Wycliffe,"Exodus 30.2 and the auter schal haue a cubit of lengthe, and another cubit of brede, that is foure cornerid, and twei cubitis in heiythe; corneris schulen come forth of the auter.",False
Exodus 30.4,"And you shall make two golden rings for it. Under its molding on two opposite sides of it you shall make them, and they shall be holders for poles with which to carry it.",Exodus 30.4,Wycliffe,"Exodus 30.4 bi cumpas, and twei goldun serclis vndur the coroun by alle sidis, that barris be put in to the serclis, and the auter be borun.",False
Exodus 30.5,You shall make the poles of acacia wood and overlay them with gold.,Exodus 30.5,Wycliffe,"Exodus 30.5 Also thou schalt make tho barris of the trees of Sechym, and thou schalt ouergilde;",False
Exodus 30.11,"The LORD said to Moses,",Exodus 30.11,Wycliffe,"Exodus 30.11 And the Lord spak to Moises,",False
Exodus 30.17,"The LORD said to Moses,",Exodus 30.17,Wycliffe,"Exodus 30.17 And the Lord spak to Moises,",False
Exodus 30.22,"The LORD said to Moses,",Exodus 30.22,Wycliffe,"Exodus 30.22 And the Lord spak to Moises,",False
Exodus 30.27,"and the table and all its utensils, and the lampstand and its utensils, and the altar of incense,",Exodus 30.27,Wycliffe,"Exodus 30.27 the candilstike, and the purtenaunces therof, the auteris of encense,",False
Exodus 30.28,and the altar of burnt offering with all its utensils and the basin and its stand.,Exodus 30.28,Wycliffe,"Exodus 30.28 and of brent sacrifice, and al the purtenaunce, that perteyneth to the ournyng of tho.",False
Exodus 30.29,"You shall consecrate them, that they may be most holy. Whatever touches them will become holy.",Exodus 30.29,Wycliffe,"Exodus 30.29 And thou schalt halewe alle thingis, and tho schulen be the hooli of holi thingis; he that schal touche tho, schal be halewid.",False
Exodus 30.35,"and make an incense blended as by the perfumer, seasoned with salt, pure and holy.",Exodus 30.35,Wycliffe,"Exodus 30.35 And thou schal make encence, maad by werk of oynement makere, meddlid diligentli, and pure, and moost worthi of halewyng.",False
Exodus 31.1,"The LORD said to Moses,",Exodus 31.1,Wycliffe,"Exodus 31.1 And the Lord spak to Moyses, and seide, Lo!",False
Exodus 31.12,"And the LORD said to Moses,",Exodus 31.12,Wycliffe,"Exodus 31.12 And the Lord spak to Moises, and seide, Speke thou to the sones of Israel,",False
Exodus 32.3,So all the people took off the rings of gold that were in their ears and brought them to Aaron.,Exodus 32.3,Wycliffe,"Exodus 32.3 The puple dide tho thingis, that he comaundide, and brouyte eere ryngis to Aaron;",False
Exodus 32.25,"And when Moses saw that the people had broken loose (for Aaron had let them break loose, to the derision of their enemies),",Exodus 32.25,Wycliffe,"Exodus 32.25 Therfor Moyses siy the puple, that it was maad bare; for Aaron hadde spuylid it for the schenschip of filthe, and hadde maad the puple nakid among enemyes.",False
Exodus 32.30,"The next day Moses said to the people, ""You have sinned a great sin. And now I will go up to the LORD; perhaps I can make atonement for your sin.""",Exodus 32.30,Wycliffe,"Exodus 32.30 Sotheli whanne the tother day was maad, Moises spak to the puple, Ye han synned the moost synne; Y schal stie to the Lord, if in ony maner Y schal mowe biseche hym for youre felony.",False
Exodus 33.5,"For the LORD had said to Moses, ""Say to the people of Israel, 'You are a stiff-necked people; if for asingle moment I should go up among you, I would consume you. So now take off your ornaments, that I may know what to do with you.'""",Exodus 33.5,Wycliffe,"Exodus 33.5 And the Lord seide to Moises, Spek thou to the sones of Israel, Thou art a puple of hard nol; onys Y schal stie in the myddis of thee, and Y schal do awey thee; riyt now putte awei thin ournyng, that Y wite, what Y schal do to thee.",False
Exodus 33.14,"And he said, ""My presence will go with you, and I will give you rest.""",Exodus 33.14,Wycliffe,"Exodus 33.14 And God seide, My face schal go bifor thee, and Y schal yyue reste to thee.",False
Exodus 35.8,"oil for the light, spices for the anointing oil and for the fragrant incense,",Exodus 35.8,Wycliffe,"Exodus 35.8 trees of Sechym, and oile to liytis to be ordeyned, and that the oynement be maad, and encense moost swete,",False
Exodus 35.13,"the table with its poles and all its utensils, and the bread of the Presence;",Exodus 35.13,Wycliffe,"Exodus 35.13 the bord with barris, and vesselis, and with looues of settyng forth;",False
Exodus 35.17,"the hangings of the court, its pillars and its bases, and the screen for the gate of the court;",Exodus 35.17,Wycliffe,"Exodus 35.17 the curteyns of the large street, with pileris and foundementis; the tente in the doris of the porche;",False
Exodus 35.20,Then all the congregation of the people of Israel departed from the presence of Moses.,Exodus 35.20,Wycliffe,"Exodus 35.20 And al the multitude of the sones of Israel yede out of the siyt of Moises,",False
Exodus 35.22,"So they came, both men and women. All who were of a willing heart brought brooches and earrings and signet rings and armlets, all sorts of gold objects, every man dedicating an offering of gold to the LORD.",Exodus 35.22,Wycliffe,"Exodus 35.22 Men and wymmen yauen bies of the armes, and eeryngis, ryngis, and ournementis of the arm niy the hond; ech goldun vessel was departid in to the yiftis of the Lord.",False
Exodus 35.27,"And the leaders brought onyx stones and stones to be set, for the ephod and for the breastpiece,",Exodus 35.27,Wycliffe,"Exodus 35.27 Forsothe princes offeriden stoonys of onychyn and iemmes, to the cloth on the schuldris, and to the racional, and swete smellynge spiceries,",False
Exodus 36.2,"And Moses called Bezalel and Oholiab and every craftsman in whose mind the LORD had put skill, everyone whose heart stirred him up to come to do the work.",Exodus 36.2,Wycliffe,"Exodus 36.2 And whanne Moises hadde clepid hem, and ech lerned man, to whom the Lord hadde youe wisdom and kunnyng, and whiche profriden hem bi her wille to make werk,",False
Exodus 36.3,"And they received from Moses all the contribution that the people of Israel had brought for doing the work on the sanctuary. They still kept bringing him freewill offerings every morning,",Exodus 36.3,Wycliffe,"Exodus 36.3 he bitook to hem alle the yiftis of the sones of Israel. And whanne thei weren bisi in the werk ech dai, the puple offride auowis eerli.",False
Exodus 36.12,"He made fifty loops on the one curtain, and he made fifty loops on the edge of the curtain that was in the second set. The loops were opposite one another.",Exodus 36.12,Wycliffe,"Exodus 36.12 and in lijk maner in the hemme of the tother curteyn, that the handlis schulen comen to gidere ayens hem silf, and schulen be ioyned togider;",False
Exodus 36.13,"And he made fifty clasps of gold, and coupled the curtains one to the other with clasps. So the tabernacle was a single whole.",Exodus 36.13,Wycliffe,"Exodus 36.13 wherfor he yettide also fifti goldun serclis, that schulen bite the handlis of curteyns; and o tabernacle was maad.",False
Exodus 36.15,"The length of each curtain was thirty cubits, and the breadth of each curtain four cubits. The eleven curtains were the same size.",Exodus 36.15,Wycliffe,"Exodus 36.15 o saie hadde thretti cubitis in lengthe, foure cubitis in breede; alle the saies weren of o mesure;",False
Exodus 36.24,"And he made forty bases of silver under the twenty frames, two bases under one frame for its two tenons, and two bases under the next frame for its two tenons.",Exodus 36.24,Wycliffe,"Exodus 36.24 with fourti foundementis of siluer; twey foundementis weren set vndur o table on euer either side of the corneris, where the dentyngis of the sidis weren endid in the corneris.",False
Exodus 36.30,"There were eight frames with their bases of silver: sixteen bases, under every frame two bases.",Exodus 36.30,Wycliffe,"Exodus 36.30 that tho weren eiyte tablis to gidere, and hadden sixtene foundementis of siluer, that is, twei foundementis vndur ech table.",False
Exodus 36.34,"And he overlaid the frames with gold, and made their rings of gold for holders for the bars, and overlaid the bars with gold.",Exodus 36.34,Wycliffe,"Exodus 36.34 Forsothe he ouergildide tho wallis of tablis, and yetide the siluerne foundementis of tho, and he made the goldun serclis of tho, bi whiche the barris myyten be brouyt in, and be hilide the same barris with goldun platis.",False
Exodus 36.36,"And for it he made four pillars of acacia and overlaid them with gold. Their hooks were of gold, and he cast for them four bases of silver.",Exodus 36.36,Wycliffe,"Exodus 36.36 He made also foure pileris of the trees of Sechym, whyche pileris with the heedis he ouergildide, and yetide the siluerne foundementis of tho.",False
Exodus 37.14,"Close to the frame were the rings, as holders for the poles to carry the table.",Exodus 37.14,Wycliffe,"Exodus 37.14 bi alle the feet of the boord ayens the coroun, and he puttide barris in to the serclis, that the boord may be borun.",False
Exodus 37.18,"And there were six branches going out of its sides, three branches of the lampstand out of one side of it and three branches of the lampstand out of the other side of it;",Exodus 37.18,Wycliffe,"Exodus 37.18 sixe in euer eithir side, thre yerdis on o side, and thre on the tother side; thre cuppis in the maner of a note bi ech yerde, and litle rundels to gidere, and lilies;",False
Exodus 37.19,"three cups made like almond blossoms, each with calyx and flower, on one branch, and three cups made like almond blossoms, each with calyx and flower, on the other branch- so for the six branches going out of the lampstand.",Exodus 37.19,Wycliffe,"Exodus 37.19 and thre cuppis at the licnesse of a note in the tother yerde, and litle rundels to gidere, and lilies; forsothe the werk of sixe schaftis, that camen forth of the stok of the candilstike, was euene.",False
Exodus 37.25,"He made the altar of incense of acacia wood. Its length was a cubit, and its breadth was a cubit. It was square, and two cubits was its height. Its horns were of one piece with it.",Exodus 37.25,Wycliffe,"Exodus 37.25 He made also the auter of encense, of trees of Sechym, hauynge a cubit bi square, and twei cubitis in heiythe, of whos corneris camen forth hornes.",False
Exodus 37.28,And he made the poles of acacia wood and overlaid them with gold.,Exodus 37.28,Wycliffe,"Exodus 37.28 Forsothe he made tho barris of the trees of Sechym, and hilide with goldun platis.",False
Exodus 38.1,"He made the altar of burnt offering of acacia wood. Five cubits was its length, and five cubits its breadth. It was square, and three cubits was its height.",Exodus 38.1,Wycliffe,"Exodus 38.1 He made also the auter of brent sacrifice of the trees of Sechym, of fyue cubitis bi square, and of thre cubitis in heiythe;",False
Exodus 38.5,He cast four rings on the four corners of the bronze grating as holders for the poles.,Exodus 38.5,Wycliffe,"Exodus 38.5 And he yetide foure ryngis, by so many endis of the gridile, to putte in the barris to bere;",False
Exodus 38.11,"And for the north side there were hangings of a hundred cubits, their twenty pillars, their twenty bases were of bronze, but the hooks of the pillars and their fillets were of silver.",Exodus 38.11,Wycliffe,"Exodus 38.11 euenli at the north coost the tentis, pilers, and foundementis and heedis of pilers, weren of the same mesure, and werk, and metal.",False
Exodus 38.15,"And so for the other side. On both sides of the gate of the court were hangings of fifteen cubits, with their three pillars and their three bases.",Exodus 38.15,Wycliffe,"Exodus 38.15 for he made the entryng of the tabernacle bitwixe euer either, weren tentis euenli of fiftene cubitis, thre pilers, and so many foundementis.",False
Exodus 38.16,All the hangings around the court were of fine twined linen.,Exodus 38.16,Wycliffe,Exodus 38.16 Bijs foldid ayen hilide alle the tentis of the greet street.,False
Exodus 38.20,And all the pegs for the tabernacle and for the court all around were of bronze.,Exodus 38.20,Wycliffe,"Exodus 38.20 and he made brasun stakis of the tabernacle, and of the greet street, bi cumpas.",False
Exodus 38.25,"The silver from those of the congregation who were recorded was a hundred talents and 1,775 shekels, by the shekel of the sanctuary:",Exodus 38.25,Wycliffe,"Exodus 38.25 Forsothe it was offrid of hem that passiden to noumbre fro twenti yeer and aboue, of sixe hundrid and thre thousand, and fyue hundrid and fifty of armed men.",False
Exodus 38.26,"a beka a head (that is, half a shekel, by the shekel of the sanctuary), for everyone who was listed in the records, from twenty years old and upward, for 603,550 men.",Exodus 38.26,Wycliffe,"Exodus 38.26 Ferthermore, an hundrid talentis of siluer weren, of whiche the foundementis of the seyntuarie weren yotun togidere, and of the entryng, where the veil hangith;",False
Exodus 39.3,"And they hammered out gold leaf, and he cut it into threads to work into the blue and purple and the scarlet yarns, and into the fine twined linen, in skilled design.",Exodus 39.3,Wycliffe,"Exodus 39.3 and of bijs foldid ayen, bi werk of broiderie; also he kittide thinne goldun platis, and made thinne in to threedis, that tho moun be foldid ayen, with the warp of the formere colouris;",False
Exodus 39.9,"It was square. They made the breastpiece doubled, a span its length and a span its breadth when doubled.",Exodus 39.9,Wycliffe,"Exodus 39.9 double, of the mesure of foure fyngris.",False
Exodus 39.12,"and the third row, a jacinth, an agate, and an amethyst;",Exodus 39.12,Wycliffe,"Exodus 39.12 in the thridde ordre was ligurie, achates, ametiste;",False
Exodus 39.19,"Then they made two rings of gold, and put them at the two ends of the breastpiece, on its inside edge next to the ephod.",Exodus 39.19,Wycliffe,"Exodus 39.19 weren knyt togidere, fastned to the girdil, and couplid ful strongli with ryngis, whiche ryngis a lace of iacynt ioynede togidere, lest tho weren loose, and fletiden doun, and weren moued ech from other, as the Lord comaundide to Moises.",False
Exodus 39.20,"And they made two rings of gold, and attached them in front to the lower part of the two shoulder pieces of the ephod, at its seam above the skillfully woven band of the ephod.",Exodus 39.20,Wycliffe,"Exodus 39.20 Thei maden also a coote on the schuldris, al of iacynt;",False
Exodus 39.21,"And they bound the breastpiece by its rings to the rings of the ephod with a lace of blue, so that it should lie on the skillfully woven band of the ephod, and that the breastpiece should not come loose from the ephod, as the LORD had commanded Moses.",Exodus 39.21,Wycliffe,"Exodus 39.21 and the hood in the hiyere part, aboute the myddis, and a wouun hemme, bi the cumpas of the hood;",False
Exodus 39.22,"He also made the robe of the ephod woven all of blue,",Exodus 39.22,Wycliffe,"Exodus 39.22 forsothe bynethe at the feet piyn applis of iacynt, and purpur, and vermyloun, and biys foldid ayen;",False
Exodus 39.25,"They also made bells of pure gold, and put the bells between the pomegranates all around the hem of the robe, between the pomegranates",Exodus 39.25,Wycliffe,"Exodus 39.25 Thei maden also cootis of bijs, bi wouun werk, to Aaron and to hise sones,",False
Exodus 39.27,"They also made the coats, woven of fine linen, for Aaron and his sons,",Exodus 39.27,Wycliffe,Exodus 39.27 and lynnun clothis of bijs;,False
Exodus 39.28,"and the turban of fine linen, and the caps of fine linen, and the linen undergarments of fine twined linen,",Exodus 39.28,Wycliffe,"Exodus 39.28 forsothe a girdil of bijs foldid ayen, of iacynt, purpur, and vermyloun, departid bi craft of broyderie, as the Lord comaundide to Moises.",False
Exodus 39.29,"and the sash of fine twined linen and of blue and purple and scarlet yarns, embroidered with needlework, as the LORD had commanded Moses.",Exodus 39.29,Wycliffe,"Exodus 39.29 Thei maden also a plate of hooli worschipyng, of pureste gold, and thei writeden therynne bi werk of a worchere in iemmes, The hooli of the Lord.",False
Exodus 39.30,"They made the plate of the holy crown of pure gold, and wrote on it an inscription, like the engraving of a signet, ""Holy to the LORD.""",Exodus 39.30,Wycliffe,"Exodus 39.30 And thei bounden it with the mytre bi a lace of iacynt, as the Lord comaundide to Moises.",False
Exodus 39.35,the ark of the testimony with its poles and the mercy seat;,Exodus 39.35,Wycliffe,"Exodus 39.35 the boord with vessels, and with the looues of settyng forth;",False
Exodus 39.36,"the table with all its utensils, and the bread of the Presence;",Exodus 39.36,Wycliffe,"Exodus 39.36 the candilstike, lanternes, and the purtenauncis of tho, with oile;",False
Exodus 39.37,"the lampstand of pure gold and its lamps with the lamps set and all its utensils, and the oil for the light;",Exodus 39.37,Wycliffe,"Exodus 39.37 the goldun auter, and oynement, and encense of swete smellynge spiceries;",False
Exodus 39.38,"the golden altar, the anointing oil and the fragrant incense, and the screen for the entrance of the tent;",Exodus 39.38,Wycliffe,Exodus 39.38 and the tente in the entryng of the tabernacle;,False
Exodus 39.39,"the bronze altar, and its grating of bronze, its poles, and all its utensils; the basin and its stand;",Exodus 39.39,Wycliffe,"Exodus 39.39 the brasun auter, gridile, barris, and alle vessels therof; the greet waischyng vessel, with his foundement; the tentis of the greet street, and the pilers with her foundementis;",False
Exodus 39.42,"According to all that the LORD had commanded Moses, so the people of Israel had done all the work.",Exodus 39.42,Wycliffe,Exodus 39.42 as the Lord comaundide.,False
Exodus 39.43,"And Moses saw all the work, and behold, they had done it; as the LORD had commanded, so had they done it. Then Moses blessed them.",Exodus 39.43,Wycliffe,"Exodus 39.43 And aftir that Moises siy alle tho thingis fillid, he blesside hem.",False
Exodus 40.1,"The LORD spoke to Moses, saying,",Exodus 40.1,Wycliffe,"Exodus 40.1 And the Lord spak to Moises, and seide,",False
Exodus 40.10,"You shall also anoint the altar of burnt offering and all its utensils, and consecrate the altar, so that the altar may become most holy.",Exodus 40.10,Wycliffe,"Exodus 40.10 the auter of brent sacrifice, and alle vessels ther of; the waischyng vessel,",False
Exodus 40.13,"and put on Aaron the holy garments. And you shall anoint him and consecrate him, that he may serve me as priest.",Exodus 40.13,Wycliffe,"Exodus 40.13 and, whanne thei ben waischid in water, thou schalt clothe hem with hooli clothis, that thei mynystre to me, and that the anoyntyng of hem profite in to euerlastynge preesthod.",False
Exodus 40.18,"Moses erected the tabernacle. He laid its bases, and set up its frames, and put in its poles, and raised up its pillars.",Exodus 40.18,Wycliffe,"Exodus 40.18 He puttide also the witnessyng in the arke, and he settide barris with ynne, and Goddis answeryng place aboue.",False
Exodus 40.20,"He took the testimony and put it into the ark, and put the poles on the ark and set the mercy seat above on the ark.",Exodus 40.20,Wycliffe,"Exodus 40.20 He settide also the boord in the tabernacle of witnessyng, at the north coost, without the veil,",False
Exodus 40.23,"and arranged the bread on it before the LORD, as the LORD had commanded Moses.",Exodus 40.23,Wycliffe,"Exodus 40.23 in the south side, and settide lanternes bi ordre, bi the comaundement of the Lord.",False
Exodus 40.25,"and set up the lamps before the LORD, as the LORD had commanded Moses.",Exodus 40.25,Wycliffe,"Exodus 40.25 ayens the veil, and he brente theronne encense of swete smellynge spiceries, as the Lord comaundide to Moises.",False
Exodus 40.27,"and burned fragrant incense on it, as the LORD had commanded Moses.",Exodus 40.27,Wycliffe,"Exodus 40.27 and the auter of brent sacrifice in the porche of the witnessyng, and he offride therynne brent sacrifice, and sacrifices, as the Lord comaundide.",False
Exodus 40.28,He put in place the screen for the door of the tabernacle.,Exodus 40.28,Wycliffe,"Exodus 40.28 Also he ordeynede the waischyng vessel, bitwixe the tabernacle of witnessyng and the auter, and fillide it with watir.",False
Exodus 40.30,"He set the basin between the tent of meeting and the altar, and put water in it for washing,",Exodus 40.30,Wycliffe,"Exodus 40.30 whanne thei entriden into the roof of boond of pees, and neiyeden to the auter, as the Lord comaundide to Moises.",False
Exodus 40.33,"And he erected the court around the tabernacle and the altar, and set up the screen of the gate of the court. So Moses finished the work.",Exodus 40.33,Wycliffe,"Exodus 40.33 nether Moyses myyte entre in to the tabernacle of the boond of pees, while the cloude hilide alle thingis, and the maieste of the Lord schynede, for the cloude hilide alle thingis.",False
Exodus 40.36,"Throughout all their journeys, whenever the cloud was taken up from over the tabernacle, the people of Israel would set out.",Exodus 40.36,Wycliffe,"Exodus 40.36 for the cloude of the Lord restide on the tabernacle bi dai, and fier in the nyyt, in the siyt of the puplis of Israel, bi alle her dwellyngis.",False
Leviticus 1.6,"Then he shall flay the burnt offering and cut it into pieces,",Leviticus 1.6,Wycliffe,"Leviticus 1.6 And whanne the skyn of the sacrifice is drawun awei, thei schulen kitte the membris in to gobetis;",False
Leviticus 1.7,and the sons of Aaron the priest shall put fire on the altar and arrange wood on the fire.,Leviticus 1.7,Wycliffe,"Leviticus 1.7 and thei schulen put vndur in the auter fier, and thei schulen make an heep of wode bifore; and thei schulen ordeyne aboue",False
Leviticus 1.8,"And Aaron's sons the priests shall arrange the pieces, the head, and the fat, on the wood that is on the fire on the altar;",Leviticus 1.8,Wycliffe,"Leviticus 1.8 the trees tho thingis that ben kit, that is, the heed, and alle thingis that cleuen to the mawe,",False
Leviticus 1.9,"but its entrails and its legs he shall wash with water. And the priest shall burn all of it on the altar, as a burnt offering, a food offering with a pleasing aroma to the LORD.",Leviticus 1.9,Wycliffe,"Leviticus 1.9 whanne the entrailis and feet ben waischid with watir; and the preest schal brenne tho on the auter, in to brent sacrifice, and swete odour to the Lord.",False
Leviticus 1.12,"And he shall cut it into pieces, with its head and its fat, and the priest shall arrange them on the wood that is on the fire on the altar,",Leviticus 1.12,Wycliffe,"Leviticus 1.12 and thei schulen departe the membris, the heed, and alle thingis that cleuen to the mawe, and thei schulen putte on the trees, vndur whiche the fier schal be set;",False
Leviticus 1.14,"""If his offering to the LORD is a burnt offering of birds, then he shall bring his offering of turtledoves or pigeons.",Leviticus 1.14,Wycliffe,"Leviticus 1.14 Forsothe if the offryng of brent sacrifice to the Lord is of briddis, of turtlis, and of culuer briddis,",False
Leviticus 1.16,"He shall remove its crop with its contents and cast it beside the altar on the east side, in the place for ashes.",Leviticus 1.16,Wycliffe,"Leviticus 1.16 Sotheli he schal caste forth the litil bladdir of the throte, and fetheris bisidis the auter, at the eest coost, in the place in which the aischis ben wont to be sched out;",False
Leviticus 3.4,"and the two kidneys with the fat that is on them at the loins, and the long lobe of the liver that he shall remove with the kidneys.",Leviticus 3.4,Wycliffe,"Leviticus 3.4 thei schulen offre twey kydeneris, with the fatnesse bi which the guttis clepid ylyon ben hilid, and the calle of the lyuer with the litle reynes.",False
