verse_id,text,verse_text,prediction,DS_prediction,match,correction,length_disparity
Romans 9.25 (ODRV),"And again in the 40 Psalme and 15 verse he saith,","as in Osee he saith: I wil cal that which is not my people, my people; & her that was not beloued, beloued: & her that hath not obteined mercie, hauing obteined mercie.",TRUE,FALSE,FALSE,FALSE,TRUE
Mark 8.12 (ODRV) - 0,"And again in the 40 Psalme and 15 verse he saith,","And groning in Spirit, he saith:",TRUE,FALSE,FALSE,FALSE,FALSE
Mark 14.38 (ODRV) - 1,because the flesh euer lusteth against the Spirit,"The spirit in deed is prompt, but the flesh infirme.",TRUE,FALSE,FALSE,TRUE,FALSE
Romans 8.7 (AKJV) - 0,because the flesh euer lusteth against the Spirit,Because the carnall minde is enmitie against God:,TRUE,FALSE,FALSE,FALSE,FALSE
Matthew 26.41 (ODRV) - 1,because the flesh euer lusteth against the Spirit,"The Spirit in deed is prompt, but the flesh weak.",TRUE,FALSE,FALSE,TRUE,FALSE
Romans 8.7 (Geneva) - 0,because the flesh euer lusteth against the Spirit,Because the wisedome of the flesh is enimitie against God:,TRUE,FALSE,FALSE,FALSE,FALSE
Romans 8.7 (ODRV) - 0,because the flesh euer lusteth against the Spirit,"Because the wisedom of the flesh, is an enemie to God:",TRUE,FALSE,FALSE,FALSE,FALSE
Ephesians 2.20 (ODRV),The church builded vppon the confession of Peter,"built vpon the foundation of the Apostles and Prophets, IESVS Christ himself being the highest corner-stone:",TRUE,FALSE,FALSE,FALSE,FALSE
Psalms 44.1 (Vulgate) - 0; Psalms 68.1 (Vulgate) - 0; Psalms 79.1 (Vulgate) - 0,"1 Cor 12. 31. Omne Datum, as well as Omne Da•um.","In finem, pro iis qui commutabuntur.",FALSE,FALSE,TRUE,,FALSE
Acts 4.33 (ODRV) - 0,The church builded vppon the confession of Peter,And with great power did the Apostles giue testimonie of the resurrection of IESVS CHRIST our Lord:,TRUE,FALSE,FALSE,FALSE,FALSE
James 2.22 (ODRV),The church builded vppon the confession of Peter,Seest thou that faith did worke with his workes: and by the workes the faith was consummate?,FALSE,FALSE,TRUE,,FALSE
Luke 6.48 (Geneva) - 2,The church builded vppon the confession of Peter,for it was grounded vpon a rocke.,TRUE,FALSE,FALSE,FALSE,FALSE
Romans 10.8 (Tyndale) - 2,The church builded vppon the confession of Peter,This worde is the worde of fayth which we preache.,TRUE,FALSE,FALSE,FALSE,FALSE
Esther 6.9 (Douay-Rheims) - 1,"1 Cor 12. 31. Omne Datum, as well as Omne Da•um.","Thus shall he be honoured, whom the king hath a mind to honour.",FALSE,FALSE,TRUE,,FALSE
Luke 14.22 (ODRV) - 1,"1 Cor 12. 31. Omne Datum, as well as Omne Da•um.","Lord, it is done as thou didst command, and yet there is place.",FALSE,FALSE,TRUE,,FALSE
Ecclesiasticus 20.10 (Vulgate),"1 Cor 12. 31. Omne Datum, as well as Omne Da•um.","Est datum quod non est utile, et est datum cujus retributio duplex.",FALSE,FALSE,TRUE,,FALSE
Esther 6.11 (Douay-Rheims) - 1,"1 Cor 12. 31. Omne Datum, as well as Omne Da•um.","This honour is he worthy of, whom the king hath a mind to honour.",FALSE,FALSE,TRUE,,FALSE
Exodus 35.22 (Vulgate) - 1,"1 Cor 12. 31. Omne Datum, as well as Omne Da•um.",omne vas aureum in donaria Domini separatum est.,TRUE,FALSE,FALSE,FALSE,FALSE
Matthew 19.11 (Vulgate) - 1,"1 Cor 12. 31. Omne Datum, as well as Omne Da•um.","Non omnes capiunt verbum istud, sed quibus datum est.",TRUE,FALSE,FALSE,FALSE,FALSE
Luke 6.48 (AKJV) - 2,The church builded vppon the confession of Peter,for it was founded vpon a rocke.,TRUE,FALSE,FALSE,FALSE,FALSE
2 Timothy 3.15 (ODRV),The church builded vppon the confession of Peter,"& because from thine infancie thou hast knowen the holy Scriptures, which can instruct thee to saluation, by the faith that is in Christ IESVS.",FALSE,FALSE,TRUE,,TRUE
2 Esdras 7.65 (AKJV),"1 Cor 12. 31. Omne Datum, as well as Omne Da•um.","And that he is bountifull, for hee is ready to giue where it needeth,",TRUE,FALSE,FALSE,FALSE,FALSE
Ecclesiasticus 20.10 (Douay-Rheims) - 1,"1 Cor 12. 31. Omne Datum, as well as Omne Da•um.","and there is a gift, the recompense of which is double.",TRUE,FALSE,FALSE,FALSE,FALSE
Ecclesiasticus 20.10 (AKJV) - 1,"1 Cor 12. 31. Omne Datum, as well as Omne Da•um.",and there is a gift whose recompence is double.,TRUE,FALSE,FALSE,FALSE,FALSE
Ezekiel 16.44 (Douay-Rheims) - 1,"Abraham faithfull, the mother like 1 Pet. 3.6.","As the mother was, so also is her daughter.",TRUE,FALSE,FALSE,FALSE,FALSE
Ezekiel 19.10 (Douay-Rheims) - 0,"Abraham faithfull, the mother like 1 Pet. 3.6.",Thy mother is like a vine in thy blood planted by the water:,TRUE,FALSE,FALSE,FALSE,FALSE
Ecclesiasticus 44.19 (AKJV) - 0,"Abraham faithfull, the mother like 1 Pet. 3.6.",Abraham was a great father of many people:,TRUE,FALSE,FALSE,FALSE,FALSE
2 Corinthians 12.14 (Tyndale) - 4,"Abraham faithfull, the mother like 1 Pet. 3.6.",but the fathers and mothers for the children.,FALSE,FALSE,TRUE,,FALSE
Mark 6.15 (ODRV) - 3,"Abraham faithfull, the mother like 1 Pet. 3.6.","That it is a Prophet, as one of the Prophets.",FALSE,FALSE,TRUE,,FALSE
Tobit 4.12 (AKJV) - 1,"Abraham faithfull, the mother like 1 Pet. 3.6.","for we are the children of the Prophets, Noe, Abraham, Isaak, and Iacob:",TRUE,FALSE,FALSE,FALSE,FALSE
Ecclesiasticus 3.3 (Douay-Rheims) - 0,"Abraham faithfull, the mother like 1 Pet. 3.6.",For God hath made the father honourable to the children:,TRUE,FALSE,FALSE,FALSE,FALSE
Tobit 5.18 (AKJV) - 1,"Abraham faithfull, the mother like 1 Pet. 3.6.",but let it bee as refuse in respect of our childe.,FALSE,FALSE,TRUE,,FALSE
Hosea 10.1 (Douay-Rheims) - 0,"Abraham faithfull, the mother like 1 Pet. 3.6.","Israel a vine full of branches, the fruit is agreeable to it:",FALSE,FALSE,TRUE,,FALSE
Genesis 44.30 (AKJV) - 1,"Abraham faithfull, the mother like 1 Pet. 3.6.",(seeing that his life is bound vp in the lads life.,FALSE,FALSE,TRUE,,FALSE
Job 32.3 (AKJV) - 1,So they answere againe. We are not consumed.,"because they had found no answere, and yet had condemned Iob.",TRUE,FALSE,FALSE,FALSE,FALSE
Psalms 92.7 (AKJV) - 1,So they answere againe. We are not consumed.,it is that they shall be destroyed for euer.,FALSE,FALSE,TRUE,,FALSE
Psalms 35.25 (AKJV) - 1,So they answere againe. We are not consumed.,"let them not say, We haue swallowed him vp.",FALSE,FALSE,TRUE,,FALSE
Psalms 43.10 (ODRV) - 0,So they answere againe. We are not consumed.,But now thou hast repelled and confounded vs:,FALSE,FALSE,TRUE,,FALSE
Letter of Jeremiah 1.42 (AKJV),So they answere againe. We are not consumed.,"Yet they cannot vnderstand this themselues, and leaue them: for they haue no knowledge.",FALSE,FALSE,TRUE,,FALSE
2 Corinthians 4.9 (ODRV) - 1,So they answere againe. We are not consumed.,"we are cast downe, but we perish not:",TRUE,FALSE,FALSE,FALSE,FALSE
Jeremiah 14.21 (Geneva),So they answere againe. We are not consumed.,Doe not abhorre vs: for thy Names sake cast not downe the throne of thy glory: remember and breake not thy couenant with vs.,TRUE,FALSE,FALSE,FALSE,FALSE
2 Kings 7.4 (AKJV) - 4,So they answere againe. We are not consumed.,"and if they kill vs, we shall but die.",TRUE,FALSE,FALSE,FALSE,FALSE
Luke 17.21 (ODRV) - 2,For why? the Spirit of God dwelleth in you.,For loe the Kingdom of God is within you.,FALSE,FALSE,TRUE,,FALSE
Romans 8.9 (Geneva) - 0,For why? the Spirit of God dwelleth in you.,"Now ye are not in the flesh, but in ye Spirit, because ye spirit of God dwelleth in you:",TRUE,FALSE,FALSE,TRUE,FALSE
Daniel 4.15 (ODRV) - 3,For why? the Spirit of God dwelleth in you.,"but thou canst, because the spirit of holie goddes is in thee.",TRUE,FALSE,FALSE,TRUE,FALSE
Acts 20.10 (Geneva) - 1,For why? the Spirit of God dwelleth in you.,for his life is in him.,FALSE,FALSE,TRUE,,FALSE
Daniel 6.3 (ODRV) - 1,For why? the Spirit of God dwelleth in you.,because there was the spirit of God more ample in him.,TRUE,FALSE,FALSE,TRUE,FALSE
1 Corinthians 2.11 (Tyndale) - 1,For why? the Spirit of God dwelleth in you.,save the sprete of a man which is with in him?,FALSE,FALSE,TRUE,,FALSE
Ezekiel 10.17 (Douay-Rheims) - 2,For why? the Spirit of God dwelleth in you.,for the spirit of life was in them.,TRUE,FALSE,FALSE,FALSE,FALSE
Daniel 4.18 (AKJV) - 2,For why? the Spirit of God dwelleth in you.,"but thou art able, for the spirit of the holy Gods is in thee.",TRUE,FALSE,FALSE,TRUE,FALSE
Psalms 49.13 (AKJV) - 0,"yea he is indeed, this Vanitas Vanitatum :",This their way is their follie;,TRUE,FALSE,FALSE,FALSE,FALSE
Jeremiah 10.8 (Douay-Rheims) - 1,"yea he is indeed, this Vanitas Vanitatum :",the doctrine of their vanity is wood.,TRUE,FALSE,FALSE,FALSE,FALSE
Genesis 21.9 (ODRV),"Sara helpefull, the sonne like Gen. 23. 6.","And when Sara had senne the sonne of Agar the AEgyptian playing with Isaac her sonne, she said to Abraham:",TRUE,FALSE,FALSE,FALSE,FALSE
Ecclesiastes 6.9 (Douay-Rheims) - 1,"yea he is indeed, this Vanitas Vanitatum :","But this also is vanity, and presumption of spirit.",TRUE,FALSE,FALSE,TRUE,FALSE
Genesis 28.8 (ODRV),"Sara helpefull, the sonne like Gen. 23. 6.",hauing tryal also that his father did not willingly see the daughters of Canaan:,TRUE,FALSE,FALSE,FALSE,FALSE
Luke 9.47 (AKJV) - 1,"Sara helpefull, the sonne like Gen. 23. 6.","thought of their heart, tooke a child, and set him by him,",FALSE,FALSE,TRUE,,FALSE
Tobit 5.18 (AKJV) - 1,"Sara helpefull, the sonne like Gen. 23. 6.",but let it bee as refuse in respect of our childe.,FALSE,FALSE,TRUE,,FALSE
Genesis 38.4 (ODRV),"Sara helpefull, the sonne like Gen. 23. 6.","And conceauing a childe againe, she called her sonne after he was borne, Onan.",TRUE,FALSE,FALSE,FALSE,FALSE
Genesis 25.12 (ODRV) - 0,"Sara helpefull, the sonne like Gen. 23. 6.","These are the generations of Ismael the sonne of Abraham, whom Agar the AEgyptian bare him, Saraes seruant:",TRUE,FALSE,FALSE,FALSE,FALSE
Genesis 35.5 (Geneva) - 1,"Sara helpefull, the sonne like Gen. 23. 6.",so that they did not follow after the sonnes of Iaakob.,FALSE,FALSE,TRUE,,FALSE
Genesis 34.8 (ODRV) - 1,"Sara helpefull, the sonne like Gen. 23. 6.",The soule of my sonne Sichem is fastned to your daughter:,TRUE,FALSE,FALSE,FALSE,FALSE
Acts 8.10 (Tyndale) - 1,"yea he is indeed, this Vanitas Vanitatum :",this felow is the great power of God.,FALSE,FALSE,TRUE,,FALSE
John 7.27 (Wycliffe) - 0,"yea he is indeed, this Vanitas Vanitatum :","But we knowun this man, of whennus he is;",FALSE,FALSE,TRUE,,FALSE
Psalms 38.6 (Vulgate) - 1,"yea he is indeed, this Vanitas Vanitatum :","Verumtamen universa vanitas, omnis homo vivens.",TRUE,FALSE,FALSE,TRUE,FALSE
Ecclesiastes 12.8 (Vulgate),"yea he is indeed, this Vanitas Vanitatum :","Vanitas vanitatum, dixit Ecclesiastes, et omnia vanitas.",TRUE,FALSE,FALSE,TRUE,FALSE
Mark 5.41 (ODRV) - 1,Otherwise Petros of Petra a rock Iohn. 1.,"Talitha cumi, which is being interpreted, wench (I say to thee) arise.",TRUE,FALSE,FALSE,FALSE,FALSE
1 Maccabees 2.3 (AKJV),Otherwise Petros of Petra a rock Iohn. 1.,"Simon, called Thassi:",TRUE,FALSE,FALSE,FALSE,FALSE
Jeremiah 2.27 (AKJV) - 1,Otherwise Petros of Petra a rock Iohn. 1.,"Thou art my father, and to a stone;",TRUE,FALSE,FALSE,FALSE,FALSE
Numbers 26.57 (Wycliffe) - 1,Otherwise Petros of Petra a rock Iohn. 1.,"Gerson, of whom the meynee of Gersonytis;",TRUE,FALSE,FALSE,FALSE,FALSE
Romans 10.6 (Geneva) - 1,Otherwise Petros of Petra a rock Iohn. 1.,(that is to bring Christ from aboue),TRUE,FALSE,FALSE,FALSE,FALSE
Numbers 26.20 (Vulgate),Otherwise Petros of Petra a rock Iohn. 1.,"Fueruntque filii Juda per cognationes suas: Sela, a quo familia Selaitarum: Phares, a quo familia Pharesitarum: Zare, a quo familia Zareitarum.",FALSE,FALSE,TRUE,,TRUE
Acts 2.16 (AKJV),"The Psalmist also hath it, Psal. 137. 7.","But this is that which was spoken by the Prophet Ioel,",TRUE,FALSE,FALSE,FALSE,FALSE
Acts 2.25 (ODRV),"The Psalmist also hath it, Psal. 137. 7.",For Dauid saith concerning him: I foresaw the Lord in my sight alwaies: because he is at my right hand that I be not moued.,TRUE,FALSE,FALSE,FALSE,TRUE
Proverbs 18.24 (Geneva) - 0,Patience necessarie for euery Christian.,"A man that hath friends, ought to shew him selfe friendly:",FALSE,FALSE,TRUE,,FALSE
Psalms 147.11 (AKJV) - 1,Patience necessarie for euery Christian.,in those that hope in his mercie.,TRUE,FALSE,FALSE,FALSE,FALSE
Proverbs 17.22 (Geneva) - 0,Patience necessarie for euery Christian.,A ioyfull heart causeth good health:,TRUE,FALSE,FALSE,FALSE,FALSE
Psalms 33.1 (Geneva) - 1,Patience necessarie for euery Christian.,for it becommeth vpright men to be thankefull.,TRUE,FALSE,FALSE,FALSE,FALSE
Acts 2.16 (Geneva),"The Psalmist also hath it, Psal. 137. 7.","But this is that, which was spoken by the Prophet Ioel,",TRUE,FALSE,FALSE,FALSE,FALSE
Psalms 93.1 (ODRV) - 0,"The Psalmist also hath it, Psal. 137. 7.","To Dauid himselfe, in the fourth of the sabbath.",TRUE,FALSE,FALSE,FALSE,FALSE
1 Maccabees 4.25 (Douay-Rheims),"The Psalmist also hath it, Psal. 137. 7.",So Israel had a great deliverance that day.,FALSE,FALSE,TRUE,,FALSE
Acts 2.25 (Tyndale),"The Psalmist also hath it, Psal. 137. 7.",For David speaketh of him: Afore honde I sawe God alwayes before me: For he is on my ryght honde that I shuld not be moved.,TRUE,FALSE,FALSE,FALSE,TRUE
1 Corinthians 8.8 (Tyndale) - 0,Patience necessarie for euery Christian.,Meate maketh vs not acceptable to god.,FALSE,FALSE,TRUE,,FALSE
Acts 2.16 (ODRV),"The Psalmist also hath it, Psal. 137. 7.",But this is it that was said by the Prophet Ioel:,TRUE,FALSE,FALSE,FALSE,FALSE
Hebrews 10.36 (ODRV) - 0,Patience necessarie for euery Christian.,For patience is necessarie for you:,TRUE,FALSE,FALSE,TRUE,FALSE
Proverbs 18.24 (AKJV) - 0,Patience necessarie for euery Christian.,A man that hath friends must shewe himselfe friendly:,TRUE,FALSE,FALSE,FALSE,FALSE
Mark 12.36 (ODRV) - 0,"The Psalmist also hath it, Psal. 137. 7.",For Dauid himself saith in the Holy Ghost:,TRUE,FALSE,FALSE,FALSE,FALSE
Matthew 2.5 (Geneva) - 1,"The Psalmist also hath it, Psal. 137. 7.","for so it is written by the Prophet,",TRUE,FALSE,FALSE,FALSE,FALSE
Lamentations 3.39 (Geneva),Patience necessarie for euery Christian.,Wherefore then is the liuing man sorowfull? man suffreth for his sinne.,FALSE,FALSE,TRUE,,FALSE
Romans 11.9 (ODRV),"The Psalmist also hath it, Psal. 137. 7.",And Dauid saith: Be their table made for a snare and for a trap & for a scandal & for a retribution vnto them.,TRUE,FALSE,FALSE,FALSE,FALSE
Ecclesiasticus 11.28 (AKJV) - 0,Patience necessarie for euery Christian.,Iudge none blessed before his death:,FALSE,FALSE,TRUE,,FALSE
Ecclesiasticus 18.12 (Douay-Rheims) - 0,Patience necessarie for euery Christian.,The compassion of man is toward his neighbour:,FALSE,FALSE,TRUE,,FALSE
Luke 7.6 (Geneva) - 2,I am not worthy to bee called thy sonne,for I am not worthy that thou shouldest enter vnder my roofe:,TRUE,FALSE,FALSE,FALSE,FALSE
2 Corinthians 5.13 (AKJV) - 0,"Faith is not of our selues. Ephe. 2, 8.","For whether wee bee besides our selues, it is to God:",TRUE,FALSE,FALSE,FALSE,FALSE
2 Corinthians 10.15 (Geneva) - 0,"Faith is not of our selues. Ephe. 2, 8.",Not boasting of things which are without our measure:,FALSE,FALSE,TRUE,,FALSE
Mark 6.14 (ODRV) - 1,"Faith is not of our selues. Ephe. 2, 8.","That Iohn the Baptist is risen againe from the dead, and therfore vertues worke in him.",FALSE,FALSE,TRUE,,FALSE
Ecclesiasticus 11.15 (AKJV) - 1,"Faith is not of our selues. Ephe. 2, 8.","loue, & the way of good workes, are from him.",FALSE,FALSE,TRUE,,FALSE
Galatians 3.24 (ODRV) - 1,"Faith is not of our selues. Ephe. 2, 8.",that we may be iustified by faith.,TRUE,FALSE,FALSE,FALSE,FALSE
James 2.24 (AKJV),"Faith is not of our selues. Ephe. 2, 8.","Ye see then, how that by workes a man is iustified, and not by faith only.",FALSE,FALSE,TRUE,,FALSE
1 John 4.13 (ODRV) - 1,"Faith is not of our selues. Ephe. 2, 8.",because he of his Spirit hath giuen to vs.,TRUE,FALSE,FALSE,FALSE,FALSE
Ecclesiasticus 37.21 (AKJV) - 0,"Faith is not of our selues. Ephe. 2, 8.",For grace is not giuen him from the Lord:,FALSE,FALSE,TRUE,,FALSE
Romans 3.26 (ODRV) - 1,"Faith is not of our selues. Ephe. 2, 8.","that he may be iust, and iustifying him that is of the faith of IESVS CHRIST.",TRUE,FALSE,FALSE,FALSE,FALSE
Luke 7.6 (Tyndale) - 3,I am not worthy to bee called thy sonne,for I am not worthy that thou shuldest enter vnder my roffe.,TRUE,FALSE,FALSE,FALSE,FALSE
Luke 7.7 (AKJV) - 0,I am not worthy to bee called thy sonne,Wherefore neither thought I my selfe worthy to come vnto thee:,TRUE,FALSE,FALSE,FALSE,FALSE
James 2.24 (ODRV),"Faith is not of our selues. Ephe. 2, 8.",Doe you see that by workes a man is iustified; & not by faith only?,FALSE,FALSE,TRUE,,FALSE
Luke 7.6 (AKJV) - 2,I am not worthy to bee called thy sonne,for I am not worthy that thou shouldest enter vnder my roofe.,TRUE,FALSE,FALSE,FALSE,FALSE
Luke 15.19 (AKJV); Luke 15.19 (Geneva),I am not worthy to bee called thy sonne,And am no more worthy to be called thy sonne: make me as one of thy hired seruants.,TRUE,FALSE,FALSE,TRUE,FALSE
Luke 7.6 (ODRV) - 3,I am not worthy to bee called thy sonne,For I am not worthie that thou shouldest enter vnder my roofe.,TRUE,FALSE,FALSE,FALSE,FALSE
Acts 13.33 (ODRV) - 0,And Dauid in the 144. Psalme. verse 1.,"that God hath fulfilled this same to our children, raising vp IESVS, as in the second Psalme also it is written:",TRUE,FALSE,FALSE,FALSE,FALSE
Mark 12.36 (ODRV) - 0,And Dauid in the 144. Psalme. verse 1.,For Dauid himself saith in the Holy Ghost:,TRUE,FALSE,FALSE,FALSE,FALSE
Romans 11.9 (ODRV),And Dauid in the 144. Psalme. verse 1.,And Dauid saith: Be their table made for a snare and for a trap & for a scandal & for a retribution vnto them.,TRUE,FALSE,FALSE,FALSE,FALSE
2 Maccabees 7.32 (Douay-Rheims),"Christ dyed for our sins, Heb. 10. 12.",For we suffer thus for our sins.,TRUE,TRUE,TRUE,FALSE,FALSE
Hebrews 7.27 (ODRV) - 1,"Christ dyed for our sins, Heb. 10. 12.","For this he did once, in offering himself.",TRUE,FALSE,FALSE,FALSE,FALSE
Leviticus 9.7 (Douay-Rheims) - 1,"Christ dyed for our sins, Heb. 10. 12.","Approach to the altar, and offer sacrifice for thy sin:",TRUE,FALSE,FALSE,FALSE,FALSE
1 Corinthians 15.45 (Geneva) - 1,"Christ dyed for our sins, Heb. 10. 12.",and the last Adam was made a quickening Spirit.,TRUE,FALSE,FALSE,FALSE,FALSE
2 Maccabees 6.22 (Douay-Rheims) - 0,"Christ dyed for our sins, Heb. 10. 12.",That by so doing he might be delivered from death:,TRUE,FALSE,FALSE,FALSE,FALSE
Galatians 2.19 (ODRV) - 1,"Christ dyed for our sins, Heb. 10. 12.",with Christ I am nailed to the crosse.,TRUE,FALSE,FALSE,FALSE,FALSE
Romans 4.23 (AKJV),"Christ dyed for our sins, Heb. 10. 12.","Now it was not written for his sake alone, that it was imputed to him:",TRUE,FALSE,FALSE,FALSE,FALSE
Tobit 2.6 (AKJV) - 0,And Dauid in the 144. Psalme. verse 1.,"Remembring that prophesie of Amos, as hee said;",TRUE,FALSE,FALSE,FALSE,FALSE
Leviticus 7.7 (Douay-Rheims) - 0,"Christ dyed for our sins, Heb. 10. 12.","As the sacrifice for sin is offered, so is also that for a trespass:",TRUE,FALSE,FALSE,FALSE,FALSE
Acts 2.16 (ODRV),And Dauid in the 144. Psalme. verse 1.,But this is it that was said by the Prophet Ioel:,TRUE,FALSE,FALSE,FALSE,FALSE
Psalms 141.1 (ODRV),And Dauid in the 144. Psalme. verse 1.,"Of vnderstanding to Dauid, when he was in the caue, a prayer. 1. Reg 14.",TRUE,FALSE,FALSE,FALSE,FALSE
Luke 20.42 (ODRV) - 0,And Dauid in the 144. Psalme. verse 1.,and Dauid himseld saith in the booke of Psalmes:,TRUE,FALSE,FALSE,FALSE,FALSE
Psalms 93.1 (ODRV) - 0,And Dauid in the 144. Psalme. verse 1.,"To Dauid himselfe, in the fourth of the sabbath.",TRUE,FALSE,FALSE,FALSE,FALSE
Acts 2.25 (ODRV),And Dauid in the 144. Psalme. verse 1.,For Dauid saith concerning him: I foresaw the Lord in my sight alwaies: because he is at my right hand that I be not moued.,TRUE,FALSE,FALSE,FALSE,TRUE
Luke 20.42 (ODRV) - 0,&c. And the 32. Psalme and 11. verse.,and Dauid himseld saith in the booke of Psalmes:,TRUE,FALSE,FALSE,FALSE,FALSE
Jeremiah 17.7 (AKJV),Blessed are they that die in the Lord,"Blessed is the man that trusteth in the Lord, and whose hope the Lord is.",TRUE,FALSE,FALSE,FALSE,FALSE
1 Corinthians 10.17 (AKJV) - 1,For there is but one baptisme of all.,for we are all partakers of that one bread.,TRUE,FALSE,FALSE,FALSE,FALSE
Galatians 3.20 (ODRV),For there is but one baptisme of all.,And a Mediatour is not of one: but God is one.,FALSE,FALSE,TRUE,,FALSE
Matthew 5.4 (AKJV); Matthew 5.4 (Geneva),Blessed are they that die in the Lord,Blessed are they that mourne: for they shall be comforted.,TRUE,FALSE,FALSE,FALSE,FALSE
John 10.16 (AKJV) - 2,For there is but one baptisme of all.,"and there shall be one fold, and one shepheard.",TRUE,FALSE,FALSE,FALSE,FALSE
1 Corinthians 12.14 (Tyndale),For there is but one baptisme of all.,For the body is not one member but many.,FALSE,FALSE,TRUE,,FALSE
Leviticus 7.7 (AKJV) - 1,For there is but one baptisme of all.,there is one law for them:,FALSE,FALSE,TRUE,,FALSE
Galatians 3.20 (AKJV),For there is but one baptisme of all.,"Now a mediatour is not a Mediatour of one, but God is one.",TRUE,FALSE,FALSE,FALSE,FALSE
Romans 15.10 (AKJV),&c. And the 32. Psalme and 11. verse.,"And againe he saith, Reioyce yee Gentiles with his people.",TRUE,TRUE,TRUE,FALSE,FALSE
Tobit 13.18 (Douay-Rheims),Blessed are they that die in the Lord,"Blessed are all they that love thee, and that rejoice in thy peace.",TRUE,FALSE,FALSE,FALSE,FALSE
Matthew 5.5 (ODRV),Blessed are they that die in the Lord,Blessed are they that mourne: for they shal be comforted.,TRUE,FALSE,FALSE,FALSE,FALSE
Acts 13.33 (ODRV) - 0,&c. And the 32. Psalme and 11. verse.,"that God hath fulfilled this same to our children, raising vp IESVS, as in the second Psalme also it is written:",TRUE,FALSE,FALSE,FALSE,TRUE
Tobit 2.6 (AKJV) - 0,&c. And the 32. Psalme and 11. verse.,"Remembring that prophesie of Amos, as hee said;",TRUE,FALSE,FALSE,FALSE,FALSE
Job 9.22 (Geneva),&c. And the 32. Psalme and 11. verse.,"This is one point: therefore I said, Hee destroyeth the perfite and the wicked.",TRUE,FALSE,FALSE,FALSE,FALSE
Psalms 93.1 (ODRV) - 0,&c. And the 32. Psalme and 11. verse.,"To Dauid himselfe, in the fourth of the sabbath.",TRUE,FALSE,FALSE,FALSE,FALSE
Hebrews 4.5 (AKJV),&c. And the 32. Psalme and 11. verse.,And in this place againe: If they shall enter into my rest.,TRUE,FALSE,FALSE,FALSE,FALSE
Ecclesiastes 8.3 (Geneva) - 2,"The Lord doth all freely, Ioh. 1.16.",for he will doe whatsoeuer pleaseth him.,TRUE,FALSE,FALSE,FALSE,FALSE
John 3.35 (ODRV) - 1,"The Lord doth all freely, Ioh. 1.16.",& he hath giuen al things in his hand.,TRUE,FALSE,FALSE,FALSE,FALSE
2 Chronicles 36.17 (Geneva) - 1,"The Lord doth all freely, Ioh. 1.16.","God gaue all into his hande,",TRUE,FALSE,FALSE,FALSE,FALSE
2 Esdras 7.65 (AKJV),"The Lord doth all freely, Ioh. 1.16.","And that he is bountifull, for hee is ready to giue where it needeth,",TRUE,FALSE,FALSE,FALSE,FALSE
Wisdom 3.9 (AKJV) - 2,"The Lord doth all freely, Ioh. 1.16.","for grace & mercy is to his saints, and he hath care for his elect.",TRUE,FALSE,FALSE,FALSE,FALSE
Genesis 36.43 (Geneva) - 2,where the father is like Gen. 18.19.,This Esau is the father of Edom.,TRUE,FALSE,FALSE,FALSE,FALSE
Genesis 37.35 (AKJV) - 3,where the father is like Gen. 18.19.,thus his father wept for him.,FALSE,FALSE,TRUE,,FALSE
Romans 11.23 (Tyndale) - 1,"The Lord doth all freely, Ioh. 1.16.",For God is of power to graffe them in agayne.,TRUE,FALSE,FALSE,FALSE,FALSE
1 Chronicles 7.31 (Douay-Rheims) - 2,where the father is like Gen. 18.19.,he is the father of Barsaith.,TRUE,FALSE,FALSE,FALSE,FALSE
2 Chronicles 21.3 (Geneva),where the father is like Gen. 18.19.,"And their father gaue them great giftes of siluer and of golde, and of precious things, with strong cities in Iudah, but the kingdome gaue he to Iehoram: for he was the eldest.",TRUE,FALSE,FALSE,FALSE,TRUE
Deuteronomy 32.9 (Wycliffe) - 1,where the father is like Gen. 18.19.,Jacob is the litil part of his eritage.,FALSE,FALSE,TRUE,,FALSE
1 Corinthians 11.3 (Tyndale) - 1,where the father is like Gen. 18.19.,And the man is the womans heed.,FALSE,FALSE,TRUE,,FALSE
Ecclesiasticus 39.18 (AKJV),"The Lord doth all freely, Ioh. 1.16.","At his commandement is done whatsoeuer pleaseth him, and none can hinder when he will saue.",TRUE,FALSE,FALSE,FALSE,FALSE
Romans 11.23 (ODRV) - 1,"The Lord doth all freely, Ioh. 1.16.",For God is able to graffe them in againe.,TRUE,FALSE,FALSE,FALSE,FALSE
Romans 11.23 (AKJV) - 1; Romans 11.23 (Geneva) - 1,"The Lord doth all freely, Ioh. 1.16.",for God is able to graffe them in againe.,TRUE,FALSE,FALSE,FALSE,FALSE
Genesis 33.11 (Geneva) - 1,"The Lord doth all freely, Ioh. 1.16.","for God hath had mercie on me, and therefore I haue all things:",TRUE,FALSE,FALSE,FALSE,FALSE
Mark 6.15 (ODRV) - 3,where the father is like Gen. 18.19.,"That it is a Prophet, as one of the Prophets.",FALSE,FALSE,TRUE,,FALSE
Genesis 12.6 (AKJV) - 1,where the father is like Gen. 18.19.,And the Canaanite was then in the land.,TRUE,FALSE,FALSE,FALSE,FALSE
2 Corinthians 12.14 (Tyndale) - 4,where the father is like Gen. 18.19.,but the fathers and mothers for the children.,TRUE,FALSE,FALSE,FALSE,FALSE
Ecclesiasticus 3.3 (Douay-Rheims) - 0,where the father is like Gen. 18.19.,For God hath made the father honourable to the children:,TRUE,FALSE,FALSE,FALSE,FALSE
