verse_id,text,verse_text,label,top_k
Hebrews 5.3 (Tyndale),Christ his death is a sufficient expiation of the sinnes of all Gods chosen. .,For the which infirmities sake he is bounde to offer for synnes as well for hys awne parte as for the peoples.,TRUE,1-15
1 John 2.2 (ODRV),Christ his death is a sufficient expiation of the sinnes of all Gods chosen. .,"and he is the propitiation for our sinnes: and not for ours only, but also for the whole worldes.",TRUE,1-15
1 John 2.2 (Geneva),Christ his death is a sufficient expiation of the sinnes of all Gods chosen. .,"And he is the reconciliation for our sinnes: and not for ours onely, but also for the sinnes of the whole world.",TRUE,1-15
1 John 2.2 (AKJV),Christ his death is a sufficient expiation of the sinnes of all Gods chosen. .,"And he is the propitiation for our sinnes: and not for ours onely, but also for the sinnes of the whole world.",TRUE,1-15
1 John 2.2 (Tyndale),Christ his death is a sufficient expiation of the sinnes of all Gods chosen. .,and he it is that obteyneth grace for oure synnes: not for oure synnes only: but also for the synnes of all the worlde.,TRUE,1-15
Hebrews 9.28 (ODRV) - 0,Christ his death is a sufficient expiation of the sinnes of all Gods chosen. .,so also Christ was offered once to exhaust the sinnes of many.,TRUE,1-15
Hebrews 9.28 (Geneva),Christ his death is a sufficient expiation of the sinnes of all Gods chosen. .,"So Christ was once offered to take away the sinnes of many, and vnto them that looke for him, shall he appeare the second time without sinne vnto saluation.",TRUE,1-15
Hebrews 9.28 (AKJV),Christ his death is a sufficient expiation of the sinnes of all Gods chosen. .,"So Christ was once offered to beare the sinnes of many, & vnto them that looke for him shall hee appeare the second time without sinne, vnto saluation.",TRUE,1-15
Hebrews 9.28 (Tyndale),Christ his death is a sufficient expiation of the sinnes of all Gods chosen. .,even so Christ was once offered to take awaye the synnes of many and vnto them that loke for him shall he appeare agayne without synne vnto saluacion.,TRUE,1-15
Hebrews 5.3 (Vulgate),Christ his death is a sufficient expiation of the sinnes of all Gods chosen. .,"et propterea debet, quemadmodum pro populo, ita etiam et pro semetipso offerre pro peccatis.",TRUE,1-15
1 John 2.2 (Vulgate),Christ his death is a sufficient expiation of the sinnes of all Gods chosen. .,"et ipse est propitiatio pro peccatis nostris: non pro nostris autem tantum, sed etiam pro totius mundi.",TRUE,1-15
Hebrews 9.28 (Vulgate) - 0,Christ his death is a sufficient expiation of the sinnes of all Gods chosen. .,sic et Christus semel oblatus est ad multorum exhaurienda peccata:,TRUE,1-15
Mark 12.37 (Geneva) - 0,"The Psalmist also hath it, Psal. 137. 7.",Then Dauid himselfe calleth him Lord:,FALSE,
,"The Psalmist also hath it, Psal. 137. 7.",No Bible verse quotation or paraphrase found,TRUE,
Matthew 27.42 (Geneva) - 0,God willeth all men to be saued.,"He saued others, but he cannot saue him selfe:",FALSE,
1 Timothy 2.4 (ODRV),God willeth all men to be saued.,"who wil al men to be saued, and to come to the knowledge of the truth.",TRUE,1-2
1 Timothy 2.4 (AKJV),God willeth all men to be saued.,"Who will haue all men to bee saued, and to come vnto the knowledge of the trueth.",TRUE,1-2
1 Timothy 2.4 (Tyndale),God willeth all men to be saued.,which will have all men saved and to come vnto the knowledge of the trueth.,TRUE,3
1 Timothy 2.4 (Geneva),God willeth all men to be saued.,"Who will that all men shalbe saued, and come vnto the acknowledging of the trueth.",TRUE,4
1 Timothy 2.4 (Vulgate),God willeth all men to be saued.,"qui omnes homines vult salvos fieri, et ad agnitionem veritatis venire.",TRUE,5
2 Corinthians 10.12 (Geneva),"Si nos ipsos diiudicaremus, non vtique iudicaremur. If we would iudge (that is to say) punish our selues, we shoulde not be iudged.","For wee dare not make our selues of the nomber, or to compare our selues to them, which praise themselues: but they vnderstand not that they measure themselues with themselues, and compare themselues with themselues.",FALSE,
1 Corinthians 11.31 (Vulgate),"Si nos ipsos diiudicaremus, non vtique iudicaremur. If we would iudge (that is to say) punish our selues, we shoulde not be iudged.","Quod si nosmetipsos dijudicaremus, non utique judicaremur.",TRUE,1
1 Corinthians 11.31 (ODRV),"Si nos ipsos diiudicaremus, non vtique iudicaremur. If we would iudge (that is to say) punish our selues, we shoulde not be iudged.","But if we did iudge our selues, we should not be iudged.",TRUE,2-4
1 Corinthians 11.31 (Geneva),"Si nos ipsos diiudicaremus, non vtique iudicaremur. If we would iudge (that is to say) punish our selues, we shoulde not be iudged.","For if we would iudge our selues, we should not be iudged.",TRUE,2-4
1 Corinthians 11.31 (AKJV),"Si nos ipsos diiudicaremus, non vtique iudicaremur. If we would iudge (that is to say) punish our selues, we shoulde not be iudged.","For if we would iudge our selues, we should not be iudged.",TRUE,2-4
Luke 20.42 (Tyndale) - 0,"And again in the 40 Psalme and 15 verse he saith,",And David him selfe sayth in the boke of the Psalmes:,FALSE,
,"And again in the 40 Psalme and 15 verse he saith,",No Bible verse quotation or paraphrase found,TRUE,
John 1.6 (Tyndale),"The Word was made flesh, Joh. 1.",There was a man sent from God whose name was Iohn.,FALSE,
John 1.14 (ODRV),"The Word was made flesh, Joh. 1.","Aɴᴅ ᴛʜᴇ ᴡᴏʀᴅ ᴡᴀꜱ ᴍᴀᴅᴇ ꜰʟᴇꜱʜ, and dwelt in vs (and we saw the glorie of him, glorie as it were of the Only-begotten of the Father) ful of grace and veritie.",TRUE,1-3
John 1.14 (Geneva),"The Word was made flesh, Joh. 1.","And that Word was made flesh, and dwelt among vs, (and we sawe the glorie thereof, as the glorie of the onely begotten Sonne of the Father) full of grace and trueth.",TRUE,1-3
John 1.14 (AKJV),"The Word was made flesh, Joh. 1.","And the Word was made flesh, and dwelt among vs (& we beheld his glory, the glory as of the onely begotten of the Father) full of grace and trueth.",TRUE,1-3
John 1.14 (Tyndale),"The Word was made flesh, Joh. 1.",And the worde was made flesshe and dwelt amonge vs and we sawe the glory of it as the glory of the only begotten sonne of the father which worde was full of grace and verite.,TRUE,4
John 1.14 (Vulgate) - 0,"The Word was made flesh, Joh. 1.","Et Verbum caro factum est, et habitavit in nobis:",TRUE,5-6
John 1.14 (Wycliffe),"The Word was made flesh, Joh. 1.","And the word was maad man, and dwellyde among vs, and we han seyn the glorie of hym, as the glorie of the oon bigetun sone of the fadir, ful of grace and of treuthe.",TRUE,5-6
John 16.32 (Tyndale) - 2,"the Father, the V Vord, and the Spirit. 1 John 5.",For the father is with me.,FALSE,
John 16.32 (Geneva) - 2,"the Father, the V Vord, and the Spirit. 1 John 5.",for the Father is with me.,FALSE,
1 John 5.7 (ODRV) - 0,"the Father, the V Vord, and the Spirit. 1 John 5.","For there be three which giue testimonie in heauen, the Father, the Word, and the Holy Ghost.",TRUE,1-3
1 John 5.7 (Geneva) - 0,"the Father, the V Vord, and the Spirit. 1 John 5.","For there are three, which beare recorde in heauen, the Father, the Worde, and the holy Ghost:",TRUE,1-3
1 John 5.7 (AKJV) - 0,"the Father, the V Vord, and the Spirit. 1 John 5.","For there are three that beare record in heauen, the Father, the Word, and the holy Ghost:",TRUE,1-3
1 John 5.7 (Vulgate) - 1,"the Father, the V Vord, and the Spirit. 1 John 5.","Pater, Verbum, et Spiritus Sanctus:",TRUE,4-5
1 John 5.7 (Tyndale) - 0,"the Father, the V Vord, and the Spirit. 1 John 5.",(For ther are thre which beare recorde in heuen the father the worde and the wholy goost.,TRUE,4-5
Joshua 12.12 (Geneva) - 0,God deliuered him frō Achis king of Geth where he was in great danger.,"The King of Eglon, one:",FALSE,
Joshua 12.13 (Geneva) - 1,God deliuered him frō Achis king of Geth where he was in great danger.,"the King of Geder, one:",FALSE,
1 Samuel 27.2 (Douay-Rheims),God deliuered him frō Achis king of Geth where he was in great danger.,"And David arose and went away, both he and the six hundred men that were with him, to Achis the son of Maoch, king of Geth.",TRUE,1-2
1 Samuel 27.2 (Vulgate),God deliuered him frō Achis king of Geth where he was in great danger.,"Et surrexit David, et abiit ipse, et sexcenti viri cum eo, ad Achis filium Maoch regem Geth.",TRUE,1-2
1 Samuel 27.2 (AKJV),God deliuered him frō Achis king of Geth where he was in great danger.,"And Dauid arose, and hee passed ouer with the sixe hundred men that were with him, vnto Achish the sonne of Maoch king of Gath.",TRUE,3-4
1 Samuel 27.2 (Geneva),God deliuered him frō Achis king of Geth where he was in great danger.,"Dauid therefore arose, and he, and the sixe hundreth men that were with him, went vnto Achish the sonne of Maoch King of Gath.",TRUE,3-4
Romans 10.7 (Geneva) - 1,"Christ dyed for our sins, Heb. 10. 12.",(that is to bring Christ againe from the dead),FALSE,
1 Corinthians 15.3 (ODRV) - 1,"Christ dyed for our sins, Heb. 10. 12.",that Christ died for our sinnes according to the Scriptures:,TRUE,1-5
1 Corinthians 15.3 (Geneva),"Christ dyed for our sins, Heb. 10. 12.","For first of all, I deliuered vnto you that which I receiued, how that Christ died for our sinnes, according to the Scriptures,",TRUE,1-5
1 Corinthians 15.3 (AKJV),"Christ dyed for our sins, Heb. 10. 12.","For I deliuered vnto you first of all, that which I also receiued, how that Christ died for our sinnes according to the Scriptures:",TRUE,1-5
1 Corinthians 15.3 (Tyndale),"Christ dyed for our sins, Heb. 10. 12.",For fyrst of all I delivered vnto you that which I receaved: how that Christ dyed for oure synnes agreinge to the scriptures:,TRUE,1-5
1 Corinthians 15.3 (Vulgate) - 1,"Christ dyed for our sins, Heb. 10. 12.",quoniam Christus mortuus est pro peccatis nostris secundum Scripturas:,TRUE,1-5
Hebrews 10.12 (AKJV),"Christ dyed for our sins, Heb. 10. 12.","But this man after he had offered one sacrifice for sinnes for euer, sate downe on the right hand of God,",TRUE,6-10
Hebrews 10.12 (ODRV),"Christ dyed for our sins, Heb. 10. 12.","but This offering one host for sinnes, for euer sitteth on the right hand of God,",TRUE,6-10
Hebrews 10.12 (Geneva),"Christ dyed for our sins, Heb. 10. 12.","But this man after he had offered one sacrifice for sinnes, sitteth for euer at the right hand of God,",TRUE,6-10
Hebrews 10.12 (Tyndale),"Christ dyed for our sins, Heb. 10. 12.",But this man after he had offered one sacrifyce for synnes sat him doune for ever on the right honde of god,TRUE,6-10
Hebrews 10.12 (Vulgate),"Christ dyed for our sins, Heb. 10. 12.","hic autem unam pro peccatis offerens hostiam, in sempiternum sedet in dextera Dei,",TRUE,6-10
1 Corinthians 2.11 (Tyndale) - 1,"Or, because of his spirit that dwelleth in you: as in the margent.",save the sprete of a man which is with in him?,FALSE,
2 Corinthians 3.18 (Tyndale),wee saw the glorye thereof as the glory of the onely begotten sonne of the father,But we all beholde the glorye of the Lorde with his face open and are chaunged vnto the same similitude from glory to glory even of the sprite of the Lorde.,FALSE,
Romans 8.11 (Geneva),"Or, because of his spirit that dwelleth in you: as in the margent.","But if the Spirit of him that raised vp Iesus from the dead, dwell in you, he that raised vp Christ from the dead, shall also quicken your mortall bodies, by his Spirit that dwelleth in you.",TRUE,1-3
Romans 8.11 (AKJV) - 1,"Or, because of his spirit that dwelleth in you: as in the margent.","he that raised vp Christ from the dead, shall also quicken your mortall bodies, by his spirit that dwelleth in you.",TRUE,1-3
Romans 8.11 (ODRV) - 1,"Or, because of his spirit that dwelleth in you: as in the margent.","he that raised vp Iᴇꜱᴠꜱ Cʜʀɪꜱᴛ from the dead, shal quicken also your mortal bodies, because of his Spirit dwelling in you.",TRUE,1-3
Romans 8.11 (Tyndale) - 1,"Or, because of his spirit that dwelleth in you: as in the margent.",even he that raysed vp Christ from deeth shall quycken youre mortall bodyes because that this sprite dwelleth in you.,TRUE,4
Romans 8.11 (Vulgate) - 1,"Or, because of his spirit that dwelleth in you: as in the margent.","qui suscitavit Jesum Christum a mortuis, vivificabit et mortalia corpora vestra, propter inhabitantem Spiritum ejus in vobis.",TRUE,5
John 1.18 (Geneva) - 1,wee saw the glorye thereof as the glory of the onely begotten sonne of the father,"that onely begotten Sonne, which is in the bosome of the Father, he hath declared him.",FALSE,
John 1.18 (Geneva),wee saw the glorye thereof as the glory of the onely begotten sonne of the father,"No man hath seene God at any time: that onely begotten Sonne, which is in the bosome of the Father, he hath declared him.",FALSE,
John 1.14 (Geneva),wee saw the glorye thereof as the glory of the onely begotten sonne of the father,"And that Word was made flesh, and dwelt among vs, (and we sawe the glorie thereof, as the glorie of the onely begotten Sonne of the Father) full of grace and trueth.",TRUE,1-4
John 1.14 (Tyndale),wee saw the glorye thereof as the glory of the onely begotten sonne of the father,And the worde was made flesshe and dwelt amonge vs and we sawe the glory of it as the glory of the only begotten sonne of the father which worde was full of grace and verite.,TRUE,1-4
John 1.14 (AKJV),wee saw the glorye thereof as the glory of the onely begotten sonne of the father,"And the Word was made flesh, and dwelt among vs (& we beheld his glory, the glory as of the onely begotten of the Father) full of grace and trueth.",TRUE,1-4
John 1.14 (ODRV),wee saw the glorye thereof as the glory of the onely begotten sonne of the father,"Aɴᴅ ᴛʜᴇ ᴡᴏʀᴅ ᴡᴀꜱ ᴍᴀᴅᴇ ꜰʟᴇꜱʜ, and dwelt in vs (and we saw the glorie of him, glorie as it were of the Only-begotten of the Father) ful of grace and veritie.",TRUE,1-4
John 1.14 (Wycliffe),wee saw the glorye thereof as the glory of the onely begotten sonne of the father,"And the word was maad man, and dwellyde among vs, and we han seyn the glorie of hym, as the glorie of the oon bigetun sone of the fadir, ful of grace and of treuthe.",TRUE,5-6
John 1.14 (Vulgate) - 1,wee saw the glorye thereof as the glory of the onely begotten sonne of the father,"et vidimus gloriam ejus, gloriam quasi unigeniti a Patre plenum gratiæ et veritatis.",TRUE,5-6
1 Corinthians 15.45 (Tyndale) - 1,The word is made flesh. Gal. 4.,the fyrste man Adam was made a livinge soule:,FALSE,
John 1.14 (ODRV),The word is made flesh. Gal. 4.,"Aɴᴅ ᴛʜᴇ ᴡᴏʀᴅ ᴡᴀꜱ ᴍᴀᴅᴇ ꜰʟᴇꜱʜ, and dwelt in vs (and we saw the glorie of him, glorie as it were of the Only-begotten of the Father) ful of grace and veritie.",TRUE,1-3
John 1.14 (Geneva),The word is made flesh. Gal. 4.,"And that Word was made flesh, and dwelt among vs, (and we sawe the glorie thereof, as the glorie of the onely begotten Sonne of the Father) full of grace and trueth.",TRUE,1-3
John 1.14 (AKJV),The word is made flesh. Gal. 4.,"And the Word was made flesh, and dwelt among vs (& we beheld his glory, the glory as of the onely begotten of the Father) full of grace and trueth.",TRUE,1-3
John 1.14 (Tyndale),The word is made flesh. Gal. 4.,And the worde was made flesshe and dwelt amonge vs and we sawe the glory of it as the glory of the only begotten sonne of the father which worde was full of grace and verite.,TRUE,4
John 1.14 (Vulgate) - 0,The word is made flesh. Gal. 4.,"Et Verbum caro factum est, et habitavit in nobis:",TRUE,5-6
John 1.14 (Wycliffe),The word is made flesh. Gal. 4.,"And the word was maad man, and dwellyde among vs, and we han seyn the glorie of hym, as the glorie of the oon bigetun sone of the fadir, ful of grace and of treuthe.",TRUE,5-6
Acts 2.25 (Tyndale) - 0,as David affirmeth in the 38 Psal,For David speaketh of him:,FALSE,
,as David affirmeth in the 38 Psal,No Bible verse quotation or paraphrase found,TRUE,
Matthew 21.37 (Geneva),"As the father said of the sonne, hic est filius meus , this is my beloued Sonne, in quo acquiesco, in whom I rest my selfe contented.","But last of all he sent vnto them his owne sonne, saying, They will reuerence my sonne.",FALSE,
Hebrews 5.5 (Geneva),"As the father said of the sonne, hic est filius meus , this is my beloued Sonne, in quo acquiesco, in whom I rest my selfe contented.","So likewise Christ tooke not to him selfe this honour, to be made the hie Priest, but hee that sayd vnto him, Thou art my Sonne, this day begate I thee, gaue it him.",FALSE,
Mark 12.6 (Geneva),"As the father said of the sonne, hic est filius meus , this is my beloued Sonne, in quo acquiesco, in whom I rest my selfe contented.","Yet had he one sonne, his deare beloued: him also he sent the last vnto them, saying, They will reuerence my sonne.",FALSE,
John 9.9 (Geneva),"As the father said of the sonne, hic est filius meus , this is my beloued Sonne, in quo acquiesco, in whom I rest my selfe contented.","Some said, This is he: and other sayd, He is like him: but he himselfe sayd, I am he.",FALSE,
2 Peter 1.17 (Vulgate) - 1,"As the father said of the sonne, hic est filius meus , this is my beloued Sonne, in quo acquiesco, in whom I rest my selfe contented.","Hic est Filius meus dilectus, in quo mihi complacui, ipsum audite.",TRUE,1
2 Peter 1.17 (Geneva),"As the father said of the sonne, hic est filius meus , this is my beloued Sonne, in quo acquiesco, in whom I rest my selfe contented.","For he receiued of God the Father honour and glory, when there came such a voyce to him from that excellent glory, This is my beloued Sonne, in whom I am well pleased.",TRUE,2-5
2 Peter 1.17 (ODRV),"As the father said of the sonne, hic est filius meus , this is my beloued Sonne, in quo acquiesco, in whom I rest my selfe contented.","For, he receiuing from God his Father honour and glorie, this manner of voice comming downe to him from the magnifical glorie, This my beloued Sonne in whom I haue pleased my self, heare him.",TRUE,2-5
2 Peter 1.17 (AKJV),"As the father said of the sonne, hic est filius meus , this is my beloued Sonne, in quo acquiesco, in whom I rest my selfe contented.","For hee receiued from God the Father, honour and glory, when there came such a voice to him from the excellent glory, This is my beloued Sonne in whom I am well pleased.",TRUE,2-5
2 Peter 1.17 (Tyndale) - 1,"As the father said of the sonne, hic est filius meus , this is my beloued Sonne, in quo acquiesco, in whom I rest my selfe contented.",This is my dere beloved sonne in whom I have delite.,TRUE,2-5
Hebrews 9.20 (Tyndale),"In the olde lawe, and also in saint Paule it is sayde. Hic est sanguis Testamenti, quod vobiscum pepigit Deus.",sayinge: this is the bloud of the testament which god hath apoynted vnto you.,FALSE,
Hebrews 9.20 (Vulgate),"In the olde lawe, and also in saint Paule it is sayde. Hic est sanguis Testamenti, quod vobiscum pepigit Deus.","dicens: Hic sanguis testamenti, quod mandavit ad vos Deus.",TRUE,1
Hebrews 9.20 (AKJV),"In the olde lawe, and also in saint Paule it is sayde. Hic est sanguis Testamenti, quod vobiscum pepigit Deus.","Saying, This is the blood of the Testament which God hath enioyned vnto you.",TRUE,2-5
Hebrews 9.20 (ODRV),"In the olde lawe, and also in saint Paule it is sayde. Hic est sanguis Testamenti, quod vobiscum pepigit Deus.","saying, This is the bloud of the Testament, which God hath commanded vnto you.",TRUE,2-5
Hebrews 9.20 (Geneva),"In the olde lawe, and also in saint Paule it is sayde. Hic est sanguis Testamenti, quod vobiscum pepigit Deus.","Saying, This is the blood of the Testament, which God hath appointed vnto you.",TRUE,2-5
Hebrews 9.20 (Tyndale),"In the olde lawe, and also in saint Paule it is sayde. Hic est sanguis Testamenti, quod vobiscum pepigit Deus.",sayinge: this is the bloud of the testament which god hath apoynted vnto you.,TRUE,2-5
Daniel 4.14 (Geneva) - 1,"But in those matters which belong to the former kind, he hath no power at all to dispense , because Non est discipulus •per Magistrum, neque seruus supra Dominum","the demaunde was answered, to the intent that liuing men may knowe, that the most High hath power ouer the kingdome of men, and giueth it to whomsoeuer he will, and appointeth ouer it the most abiect among men.",FALSE,
Galatians 4.1 (Geneva),"But in those matters which belong to the former kind, he hath no power at all to dispense , because Non est discipulus •per Magistrum, neque seruus supra Dominum","Then I say, that the heire as long as hee is a childe, differeth nothing from a seruant, though he be Lord of all,",FALSE,
1 Corinthians 9.17 (Geneva),"But in those matters which belong to the former kind, he hath no power at all to dispense , because Non est discipulus •per Magistrum, neque seruus supra Dominum","For if I do it willingly, I haue a reward, but if I do it against my will, notwithstanding the dispensation is committed vnto me.",FALSE,
Matthew 10.24 (Vulgate),"But in those matters which belong to the former kind, he hath no power at all to dispense , because Non est discipulus •per Magistrum, neque seruus supra Dominum","Non est discipulus super magistrum, nec servus super dominum suum:",TRUE,1
Matthew 10.24 (AKJV); Matthew 10.24 (Geneva),"But in those matters which belong to the former kind, he hath no power at all to dispense , because Non est discipulus •per Magistrum, neque seruus supra Dominum","The disciple is not aboue his master, nor the seruant aboue his lord.",TRUE,2-3
Matthew 10.24 (ODRV),"But in those matters which belong to the former kind, he hath no power at all to dispense , because Non est discipulus •per Magistrum, neque seruus supra Dominum","The Disciple is not aboue the Maister, nor the Seruant aboue his Lord.",TRUE,2-3
Matthew 10.24 (Tyndale),"But in those matters which belong to the former kind, he hath no power at all to dispense , because Non est discipulus •per Magistrum, neque seruus supra Dominum",The disciple ys not above hys master: nor yet the servaut above his lorde.,TRUE,4-5
Matthew 10.24 (Wycliffe),"But in those matters which belong to the former kind, he hath no power at all to dispense , because Non est discipulus •per Magistrum, neque seruus supra Dominum","The disciple is not aboue the maistir, ne the seruaunt aboue hys lord;",TRUE,4-5
Numbers 3.14 (Wycliffe),Mind David in Psalm. 40 ult.,And the Lord spak to Moises in the deseert,FALSE,
Numbers 13.2 (Wycliffe),Mind David in Psalm. 40 ult.,"And there the Lord spak to Moises,",FALSE,
,Mind David in Psalm. 40 ult.,No Bible verse quotation or paraphrase found,TRUE,
1 John 2.15 (Vulgate) - 0,"Nolite diligere mundum, Loue not you the world, nor the things that are in the world &c.","Nolite diligere mundum, neque ea quæ in mundo sunt.",TRUE,1-2
1 John 2.15 (ODRV) - 0,"Nolite diligere mundum, Loue not you the world, nor the things that are in the world &c.","Loue not the world, nor those things which are in the world.",TRUE,1-2
1 John 2.15 (Geneva) - 0,"Nolite diligere mundum, Loue not you the world, nor the things that are in the world &c.","Loue not this world, neither the things that are in this world.",TRUE,3-5
1 John 2.15 (AKJV) - 0,"Nolite diligere mundum, Loue not you the world, nor the things that are in the world &c.","Loue not the world, neither the things that are in the world.",TRUE,3-5
1 John 2.15 (Tyndale) - 0,"Nolite diligere mundum, Loue not you the world, nor the things that are in the world &c.",Se that ye love not the worlde nether the thynges that are in the worlde.,TRUE,3-5
Numbers 26.9 (Geneva) - 1,"Dathan and Abiram, but refusing to come at the call of Moses and Aaron, Num. 16. 12.","this Dathan and Abiram were famous in the Congregation, and stroue against Moses and against Aaron in the assemblie of Korah, when they stroue against the Lord.",FALSE,
Numbers 16.12 (Douay-Rheims),"Dathan and Abiram, but refusing to come at the call of Moses and Aaron, Num. 16. 12.",Then Moses sent to call Dathan and Abiron the sons of Eliab. But they answered: We will not come.,TRUE,1-3
Numbers 16.12 (Geneva),"Dathan and Abiram, but refusing to come at the call of Moses and Aaron, Num. 16. 12.","And Moses sent to call Dathan, and Abiram the sonnes of Eliab: who answered, We will not come vp.",TRUE,1-3
Numbers 16.12 (AKJV),"Dathan and Abiram, but refusing to come at the call of Moses and Aaron, Num. 16. 12.","And Moses sent to call Dathan and Abiram the sonnes of Eliab: which said, We will not come vp.",TRUE,1-3
Numbers 16.12 (Wycliffe),"Dathan and Abiram, but refusing to come at the call of Moses and Aaron, Num. 16. 12.","Therfor Moises sente to clepe Dathan and Abiron, the sones of Heliab; whiche answeriden, We comen not.",TRUE,4-5
Numbers 16.12 (Vulgate),"Dathan and Abiram, but refusing to come at the call of Moses and Aaron, Num. 16. 12.",Misit ergo Moyses ut vocaret Dathan et Abiron filios Eliab. Qui responderunt: Non venimus.,TRUE,4-5
Daniel 4.14 (Geneva) - 1,"fecit Deus duo luminaria magna, God made two great lights, vnto which the lesser are seruants and tributaries, borrowing their lustre from them.","the demaunde was answered, to the intent that liuing men may knowe, that the most High hath power ouer the kingdome of men, and giueth it to whomsoeuer he will, and appointeth ouer it the most abiect among men.",FALSE,
Genesis 1.16 (Vulgate) - 0,"fecit Deus duo luminaria magna, God made two great lights, vnto which the lesser are seruants and tributaries, borrowing their lustre from them.",Fecitque Deus duo luminaria magna:,TRUE,1
Genesis 1.16 (ODRV),"fecit Deus duo luminaria magna, God made two great lights, vnto which the lesser are seruants and tributaries, borrowing their lustre from them.",And God made two great lights: a greater light to gouerne the day: and a lesser light to gouerne the night: and starres.,TRUE,2-4
Genesis 1.16 (AKJV),"fecit Deus duo luminaria magna, God made two great lights, vnto which the lesser are seruants and tributaries, borrowing their lustre from them.","And God made two great lights: the greater light to rule the day, and the lesser light to rule the night: he made the starres also.",TRUE,2-4
Genesis 1.16 (Geneva),"fecit Deus duo luminaria magna, God made two great lights, vnto which the lesser are seruants and tributaries, borrowing their lustre from them.","God then made two great lights: the greater light to rule the day, and the lesse light to rule the night: he made also the starres.",TRUE,2-4
Genesis 1.16 (Wycliffe),"fecit Deus duo luminaria magna, God made two great lights, vnto which the lesser are seruants and tributaries, borrowing their lustre from them.","And God made twei grete liytis, the gretter liyt that it schulde be bifore to the dai, and the lesse liyt that it schulde be bifore to the niyt;",TRUE,5
Hebrews 9.17 (ODRV) - 0,For the Testament in the dead is finally ratified neither is there any remission made without bloud she•ding.,For a Testament is confirmed in the dead:,TRUE,1-6
Hebrews 9.17 (Geneva) - 0,For the Testament in the dead is finally ratified neither is there any remission made without bloud she•ding.,For the Testament is confirmed when men are dead:,TRUE,1-6
Hebrews 9.17 (AKJV) - 0,For the Testament in the dead is finally ratified neither is there any remission made without bloud she•ding.,For a Testament is of force after men are dead:,TRUE,1-6
Hebrews 9.22 (ODRV) - 1,For the Testament in the dead is finally ratified neither is there any remission made without bloud she•ding.,and without sheading of bloud there is not remission.,TRUE,1-6
Hebrews 9.22 (Geneva),For the Testament in the dead is finally ratified neither is there any remission made without bloud she•ding.,"And almost all things are by the Law purged with blood, and without sheading of blood is no remission.",TRUE,1-6
Hebrews 9.22 (AKJV) - 1,For the Testament in the dead is finally ratified neither is there any remission made without bloud she•ding.,and without shedding of blood is no remission.,TRUE,1-6
Hebrews 9.17 (Tyndale) - 0,For the Testament in the dead is finally ratified neither is there any remission made without bloud she•ding.,For the testament taketh auctoritie when men are deed:,TRUE,7-10
Hebrews 9.22 (Tyndale),For the Testament in the dead is finally ratified neither is there any remission made without bloud she•ding.,And almost all thynges are bye the lawe pourged with bloud and with out effusion of bloud is no remission.,TRUE,7-10
Hebrews 9.17 (Vulgate) - 0,For the Testament in the dead is finally ratified neither is there any remission made without bloud she•ding.,Testamentum enim in mortuis confirmatum est:,TRUE,7-10
Hebrews 9.22 (Vulgate) - 1,For the Testament in the dead is finally ratified neither is there any remission made without bloud she•ding.,et sine sanguinis effusione non fit remissio.,TRUE,7-10
Deuteronomy 32.5 (Geneva),"The third our flesh: our flesh which rebelleth, and lusteth contrarie to the spirite. Fleshly lusts fight against the soule.","They haue corrupted them selues towarde him by their vice, not being his children, but a frowarde and crooked generation.",FALSE,
James 3.6 (Geneva),"The third our flesh: our flesh which rebelleth, and lusteth contrarie to the spirite. Fleshly lusts fight against the soule.","And the tongue is fire, yea, a worlde of wickednesse: so is the tongue set among our members, that it defileth the whole body, and setteth on fire the course of nature, and it is set on fire of hell.",FALSE,
Ephesians 5.29 (Geneva),"The third our flesh: our flesh which rebelleth, and lusteth contrarie to the spirite. Fleshly lusts fight against the soule.","For no man euer yet hated his owne flesh, but nourisheth and cherisheth it, euen as the Lord doeth the Church.",FALSE,
1 Peter 2.11 (Geneva),"The third our flesh: our flesh which rebelleth, and lusteth contrarie to the spirite. Fleshly lusts fight against the soule.","Dearely beloued, I beseeche you, as strangers and pilgrims, abstaine from fleshly lusts, which fight against the soule,",TRUE,1-2
1 Peter 2.11 (Tyndale),"The third our flesh: our flesh which rebelleth, and lusteth contrarie to the spirite. Fleshly lusts fight against the soule.",Derly beloved I beseche you as straugers and pilgrems abstayne from flesshly lustes which fyght agaynst the soule,TRUE,1-2
1 Peter 2.11 (AKJV),"The third our flesh: our flesh which rebelleth, and lusteth contrarie to the spirite. Fleshly lusts fight against the soule.","Dearely beloued, I beseech you as strangers and pilgrimes, abstaine from fleshly lusts, which warre against the soule,",TRUE,3-4
1 Peter 2.11 (ODRV),"The third our flesh: our flesh which rebelleth, and lusteth contrarie to the spirite. Fleshly lusts fight against the soule.","My Dearest I beseech you as strangers & pilgrimes, to refraine your selues from carnal desires which warre against the soule,",TRUE,3-4
1 Peter 2.11 (Vulgate),"The third our flesh: our flesh which rebelleth, and lusteth contrarie to the spirite. Fleshly lusts fight against the soule.","Carissimi, obsecro vos tamquam advenas et peregrinos abstinere vos a carnalibus desideriis, quæ militant adversus animam,",TRUE,5
