id,estc,stc,title,authors,publisher,pubplace,subject_headings,date
A08997,S119253,1929,"The common catechisme with a commentary therevpon, by questions and answers, following the verie words, as they lie in their order without alteration. A profitable way, as also verie easie, and so likewise pleasant both to the teacher and learner, as by experience will be found true. By Richard Bernard, pastor at Batcomb.","Bernard, Richard, 1568-1641.",Printed by W Sta nsby for Samuel Man at the Swanne in Pauls Church yard,London,Church of England; Catechisms.,1630
A08202,S2248,18539.5,"An order of houshold instruction by which euery master of a familie, may easily and in short space, make his whole houshold to vnderstand the principall and chiefe points of Christian religion, without the knowledge whereof, no man can be saued.","Nichols, Josias, 1555?-1639.",Printed by the VVidowe Orwin for Thomas Man dwelling in Pater noster row at the signe of the Talbot,At London,"Church of England; Catechisms.; Catechisms, English.",1595
A01566,S114903,11692,A short instruction for all such as are to be admitted to the Lords Supper,"Gawton, Richard.",Imprinted by William Hall for Iohn Hedgets,London,"Catechisms, English; Early works to 1800.; Lord's Supper; Early works to 1800.",1612
A02884,S112597,13028,"The catechisme, or maner to teach children and others the Christian fayth used in all the landes and dominions that are under the mighty Prince Frederike, the Palsgraue of ye Rhone, elector of the empyre, &c. Translated out of Latin into Englysh, by William Turner Doctor of Phisicke, easely to be vnderstanded and read, aswell of the people of the north cuntry, as others.","Turner, William, d. 1568.",By Richarde Iohnes dwellyng in the vpper end of Fleetlane,Imprinted at London,Reformed church; Catechisms; Early works to 1800.,1572
A04977,S109302,15114,"An helpe for yong people, preparing them for the worthy receiving of the Lords Supper. By W.L. B.D.","[W.L., B.D.].",Printed by T homas H arper for Nathaniel Butter at the Pyde Bull neer St Augustines Gate,Londn sic,"Lord's Supper; Early works to 1800.; Catechisms, English; Early works to 1800.",1640
A08504,S120813,18826A,"Short questions and answeares, contayning the summe of Christian religion","Openshaw, Robert, b. 1554 or 5.; Pagit, Eusebius, 1547?-1617, attributed name.",Printed by Iohn Dawson,London,"Catechisms, English.",1623
A03699,S2744,13826.5,An easie entrance into the principles of religion set down for the preparatio[n] of the vnlearned sort to the right receiuing of the holy Supper of our onely Sauiour Iesus Christ / by William Horne.,"Horne, William.",Printed for Edward White and are to be solde at his shop neere the little North dore of Saint Pauls Church at the signe of the Gunne,London,"Catechisms, English.",1610
A07354,S107048,17739,"Mayers catechisme abridged. Or the A.B.C. inlarged With many necessary questions fitted vnto it, for the benefit of all that desire to teach or learne it effectually. A duty to which all wee of the Church of England are bound, it being generally appointed by authoritie.","Mayer, John, 1583-1664.",Printed by A M athewes for I M arriot and are to be sold by Iohn Grismand at his shop in Pauls Alley at the signe of the Gun,London,"Catechisms, English; Early works to 1800.",1623
A03799,None,None,"The covenant of grace, and seales thereof plainely opened by way of question and answer. Whereunto is annexed, godly instructions, shewing how to put every petition of the Lords Prayer into practice, and how to make some spirituall use of the things that wee shall see or heare. Set forth for the benefit of the inhabitants of the Summer Ilands. By Lewis Hughes, sometimes minister of Gods word in the said ilands.","Marshall, William, fl. 1617-1650, engraver.; Hughes, Lewes, fl. 1620.",By Tho Payne for N Bourne dwelling at the South Entrance of the Royall Exchange,Printed at London,"Lord's prayer; Early works to 1800.; Catechisms, English; Early works to 1800.; Grace (Theology); Early works to 1800.",1640
A05494,S114402,1562,"A catechisme of Christian religion taught in the schooles and churches of the Low-countries, and dominions of the countie Palatine: with the arguments, and vse of the seueral doctrins of the same catechisme By Ieremias Bastingius. And now authorized by the Kinges Maiestie, for the vse of Scotland. Wherunto is adioyned certaine praiers, both publike and priuate, for sundry purposes.","Bastingius, Jeremais, 1551-1595. aut",Printed by Robert VValde graue printer to the Kings Majestie,Edinburgh,Reformed Church; Catechisms; Early works to 1800.,1591
A03695,S118515,13822.5,"Life and death Foure sermons. The first two, of our preparation to death; and expectation of death. The last two, of place, and the iudgement after death. Also points of instruction for the ignorant, with an examination before our comming to the Lords table, and a short direction for spending of time well. By Robert Horne. Auspice Christo.","Horne, Robert, 1565-1640. Points of instruction for the ignorant. aut; Horne, Robert, 1565-1640.",Printed by Iohn Pindley and Iohn Beale for Francis Burton and are to be sold at his shop in Pauls Churchyard at the signe of the green Dragon,At London,"Sermons, English; 17th century.; Catechisms, English; Early works to 1800.",1613
A02023,S112481,12170,"A short and easie introduction to Christian faith conteining the summe of the principles of religion, necessary to be knowne of all before they presume to receiue the sacrament of the Lords Supper: set downe in questions and answers, and distinguished into chapters. By H. Graie.","Graie, H.",Printed by Robert Waldegraue and are to be sold at his shop in Paules Churchyard at the signe of the Crane,At London,"Catechisms, English; Early works to 1800.",1588
A03465,S104152,13587,"The historie of Adam, or the foure-fold state of man, vvell formed in his creation, deformed in his corruption, reformed in Grace, and perfected in glory. By Mr. Henry Holland, late preacher at Saint Brides Church in London","Topsell, Edward, 1572-1625?; Holland, Henry, 1555 or 6-1603.",Printed by T homas E ast for Thomas Man dwelling in Paternoster Row at the signe of the Talbot,London,"Catechisms, English.",1606
A05220,S106750,15353,"The christian doctrine in manner of a dialogue betweene the master and the disciple Made by the Reuer. Fa. Iames Ledesma of the Society of Iesus. Now lately translated into English, for the vse of children, and other vnlearned Catholickes","Ledisma, Jacobus, 1519-1575.",Fr Garnet s second press,London,Catholic Church; Catechisms.,1597
A08064,S101600,1843,A shorte catechisme of Cardall Bellarmine illustrated with the images.,"Bellarmino, Roberto Francesco Romolo, Saint, 1542-1621.; Gibbons, Richard, 1550?-1632.; Mayr, Georg, 16th cent.",Printed by Christophorus Mangius VVith licence of superiours,In Augusta,Catholic Church; Catechisms; English.,1614
A01712,S114965,11848,"A catechisme conteining the summe of Christian religion, giuing a most excellent light to all those that seek to enter the path-way to saluation: Newlie set foorth by G.G. Preacher of Gods word at Malden in Essex","Gifford, George, d. 1620.",At the three Cranes in the Vintree by Thomas Dawson,Imprinted at London,"Catechisms, English; Early works to 1800.",1583
A09973,S4128,2023.5,"A little catechisme, that is to saye, a short instruction touching Christian religion set forth by Theodorus Beza ...","Bèze, Théodore de, 1519-1605.",By Hugh Singleton dwelling in Creede Lane at the signe of the Gylden Tunn neere vnto Ludgate and are there to be solde,Imprinted at London,"Reformed Church; Catechisms; English.; Catechisms, English.",1579
A07350,S100659,17733,"The English catechisme explained. Or, A commentarie on the short catechisme set forth in the Booke of common prayer Wherein diuers necessarie questions touching the Christian faith are inserted, moderne controuersies handled, doubts resolued, and many cases of conscience cleared. Profitable for ministers in their churches, for schoole masters in their schooles, and for housholders in their families. By Iohn Mayer, Bachelour of Diuinitie.","Mayer, John, 1583-1664.",Printed by Augustine Mathewes for Iohn Marriot and are to be sold at his shop in Saint Dunstans Church yard in Fleetstreet,London,Church of England; Catechisms; Early works to 1800.,1622
A08791,S120100,19079,A short catechisme for householders. By T.P.,"T. P., fl. 1624.",Imprinted by F K ingston for George Winder and are to be sold at his shop in Saint Dunstons Church yard,London,"Catechisms, English; Early works to 1800.",1624
A09959,S120273,2022,"A little catechisme, that is to say, a short instruction touching christian religion, set forth by Theodorus Beza Minister of the Church of God in Geneua","Bèze, Théodore de, 1519-1605.",By Hugh Singleton dwelling in Creede Lane at the signe of the Gilden Tunn nere vnto Ludgate Cum priuilegio,Imprinted at London,"Catechisms, English; Early works to 1800.; Reformed Church; Catechisms; English; Early works to 1800.",1578
A01022,S122635,11128.3,"The apostles catechisme consisting of sixe articles, plainly expounded very profitable for all, but especially for the benefite of the vnlearned and those that desire more knowledge / by Iohn Foorthe, minister of the word of God.","Foorthe, John, fl. 1623.",Printed by I L for William Sheffard and are to be sold at his shoppe at the entring in of Popes head Allie out of Lumbard street,London,"Bible.; N.T.; Hebrews VI, 1-2; Examinations, questions, etc.; Catechisms, English.",1623
A21174,None,None,"A briefe methode of catechizing Wherein are handled these foure points. 1 How miserable all men are by nature. 2 What remedie God hath appointed for their deliuerance. 3 How they must liue that are deliuered. 4 What helps they must vse to that end. The same points are also contracted, and a forme of examining communicants added.","Egerton, Stephen, 1555?-1621?",Imprinted by F K ingston for Henrie Fetherstone dwelling in Pauls Churchyard at the signe of the Rose,At London,"Catechisms, English; Early works to 1800.",1610
A29256,R24221,B4292,A course of lectures upon the church catechism in four volumes. Vol. I. Upon the preliminary questions and answers by a divine of the Church of England.,"Bray, Thomas, 1658-1730.",Printed by Leonard Litchfield Printer to the University for the author,Oxford,Church of England; Catechisms.,1696
A25895,R5214,A3786,"The Art of catechising, or, The compleat catechist in four parts ...",Anonymous,Printed by J L for Henry Bonwicke,London,"Catechisms, English.",1691
A20776,S4617,7158.5,The catechisers holy encouragement to the profitable exercise of catechising in the Church of England,"Downing, Thomas.",Printed by VV I dwelling in Red crosse street,London,Church of England; Catechisms; English.,1623
A28141,R24805,B2884,"Biddle dispossest, or, His Scripture perverting catechism reformed by Scripture wherein those points of the Christian religion blasphemed by Biddle by wresting the Scripture to answer his heresies question-wise propounded are vindicated in several anti-questions resolving themselves by pertinent answers taken word for word out of the Scriptures without either consequents or comments ... / collected for their sakes who desire to be true Christians ...",Anonymous,Printed for Francis Tyton,London,"Biddle, John, 1615-1662.; A twofold catechism.; Catechisms.",1654
A28749,R29416,B368,Christ mighty in himself & members revealed in some short expressions by way of catechisme : wherein is demonstrated ... according to the Scripture ... is alone in the Spirit by Jesus Christ : to which is added ... a hint of the nature of the kingdome of God (as it is even now to faith) / by R. Bacon.,"Bacon, Robert, b. 1611 or 12.",Printed by J M for Giles Calvert,London,"Jesus Christ; Early works to 1800.; Catechisms, English.",1646
A29217,R213088,B4249B,"A form of sound words, or a brief family catechisme containing the cheif heads of Christian religion. (Fitted for the weakest capacities.) Together with some arguments against atheisme. By J.B. a minister of the Church of England","Brandon, John, b. 1644 or 5.",printed for Jonathan Robinson at the Golden Lyon in St Paul s Church yard,London,"Catechisms, English; Early works to 1800.",1682
A29458,R40299,B4602,"A Brief instruction in the principles of Christian religion agreeable to the confession of faith, put forth by the elders and brethren of many congregations of Christians, (baptized upon profession of their faith) in London and the country, owning the doctrine of personal election, and final perseverance.",Anonymous,s n,London printed,"Baptists; Catechisms.; Catechisms, English.",1605
A21263,S118269,7615,"A forme of catechizing set downe by questions and answers. Wherein, the principall grounds of Christian religion are deliuered. By Edward Elton, preacher of the vvord of God in the parish of St. Mary Magdalens in Barmondsey nere London. 1. Concerning God. 2. Concerning man, his creation, fall, and state of corruption. 3. Concerning mans deliuerance by Christ. 4. Concerning the meanes of being partakers of Christ and his benefits. 5. Concerning the meanes of obtayning faith, and the good things that follow faith. 6. Concerning the estate of man in death, after death, particular iudgment, and the last and generall iudgement.","Elton, Edward, d. 1624.",Printed by Edward Griffin for Ralph Mab and are to be sold at his shop in Pauls Churchyard at the signe of the Greyhound,London,"Catechisms, English.",1616
A20412,S118600,6822,"Milke for babes The English catechisme, set downe in the Common-Prayer Booke, breifly explaned for the private vse of the younger and more vnlearned sort of his parishioners of Apleton, in the county of Berks: By W.D.","Dickinson, William, b. 1584 or 5.",Printed by Iohn Lichfield printer to the famous Vniversity,At Oxford,Church of England; Catechisms; Early works to 1800.,1628
A28901,R35779,B3855,"A light from Christ leading unto Christ by the star of his word, or, The rich jewel of Christian divinity practically explained in the principles enlightening the children of God how to meet Christ in his ordinances and by strength from Christ to walk comfortably with Christ in the whole course of their lives ... by way of catechism or dialogue, not to answer verbatim or by wrote ... but each one according to his own sence and understanding of the question / by Immanuel Bourn of Ashover in the county of Derby, now preacher of the Gospel to the congregation in Sepulchres C.L.","Bourne, Immanuel, 1590-1672.",Printed for John Wright,London,"Catechisms, English.; Theology, Doctrinal; 17th century.",1646
A28383,R5761,B3197,"A plain and brief explanation upon the church catechisme different from what hitherto hath been extant : wherein the first elements and grounds of religion are reduced to such plain and familiar questions and answers ... : to which is added, a plain and useful tract of confirmation / by Nathaniel Blithe ...","Blithe, Nathaniel.",Printed for Edw Millington,London,Church of England; Catechisms.,1664
A26360,R36716,A513,The Christian's manual in three parts ... / by L. Addison ...,"Addison, Lancelot, 1632-1703.",Printed for W Crooke,London,Church of England; Catechisms.; Lord's Supper.,1691
A21065,S120491,7433,"The Christian schoole-maister, or A dialogue betweene the maister and the scholler. By G.E. minister of Gods word","G. E., minister of Gods word.",Printed by Tho Creede and are to be sold by Wil Barringer at his shop neere the great north doore of S Pauls Church,London,"Catechisms, English.",1613
A28310,R24658,B3101,"A soul-searching catechism wherein is opened and explained not onely the six fundamental points set down Heb. 6. I. but also many other questions of highest concernment in Christian religion : wherein is strong meat for them that are grown and milk for babes, in a very short catechism at the end, exceeding needful for all families in these ignorant and unsetled times / written by Christopher Blackwood.","Blackwood, Christopher.",Printed by J C for Giles Calvert,London,"Bible.; N.T.; Hebrews IV, 1; Criticism, interpretation, etc.; Catechisms.",1653
A21213,S117600,7569,"The elements of the beginning of the oracles of God Containing the whole grounds of Christian religion, in a short catechisme for yong children, and a larger method of catechising.",Anonymous,Printed by Iohn Beale,At London,"Christian life; Early works to 1800.; Catechisms, English.; Prayer; Early works to 1800.",1619
A29492,R36511,B4662,"Catechetical exercises, or, Questions and answers for youth to learn that they may better understand the church catechism : with the catechists enlargements upon them / by Jos. Briggs ...","Briggs, Jos. (Joseph)",Printed by Joh Hayes for Edw Hall bookseller there and are to be sold by Luke Meredith in London,Cambridge Cambridgeshire,"Church of England; Catechisms.; Bible; Examinations, questions, etc.",1696
A27362,R23680,B1822,Christian doctrine composed by Robert Bellarmine ; translated into better English than formerly.,"Bellarmino, Roberto Francesco Romolo, Saint, 1542-1621.",Printed for A L,S l,Catholic Church; Catechisms.,1676
A33455,R27090,C4702,"A catechism containing the principles of Christian religion together with a preparation sermon before the receiving of the Holy Sacrament of the Lord's-Supper, as it was preach'd in Serjeants-Inn Chappel in Fleet-Street, London / by James Clifford.","Clifford, James, 1622-1698. A preparatory sermon for the worthy receiving of the Holy Sacrament of the Lord's Supper.; Clifford, James, 1622-1698.",Printed for J Deacon and are to be sold by the booksellers of London and Westminster,London,"Catechisms, English.; Sermons, English; 17th century.",1694
A37186,R40375,D34,"Feed my lambs, or, A small systeme of divinity minced into a catechism and fitted for the instruction of children and young beginners in Christianity it may serve also for an exposition of the catechism in the liturgy of our church, the greatest part thereof, being as it falleth into the method, with some little variation, taken into it / by J.D., M. of A.",J. D.,Printed by J H for Samuel Richards and sold by Luke Meredith,London,Church of England; Catechisms.,1686
A39072,R5414,E3884,An Explanation of the Assembly of Divines Shorter catechism being the substance of some late explanations of the same catechism : with some variations and additions for the help of children.,Anonymous,Printed for J Robinson,London,Church of England; Catechisms.; Westminster Assembly (1643-1652).; Shorter catechism.,1695
A31333,R38987,C1477,"The Catechism, or, Brief instruction in the faith and order [brace] of the gospel for the church of Christ meeting at Horsly-Down in Southwark.",Anonymous,Printed for the use of the Church,London,Baptists; Catechisms.,1700
A30159,R36061,B5544,"Instruction for the ignorant being a salve to cure that great want of knowledg which so much reigns both in young and old / prepared and presented to them in a plain and easie dialogue, fitted to the capacity of the weakest, by John Bunyan.","Bunyan, John, 1628-1688.",Printed for Francis Smith,London,"Salvation.; Christian life.; Catechisms, English.",1675
A30677,R37523,B6210,"A short catechism containing those fundamental points of religion, the knowledge of which is necessary to salvation / compiled for the examination of communicants, before they be admitted to the sacrament ... by E. Bury.","Bury, Edward, 1616-1700.",Printed by R W for Nevil Simmons,London,"Bible; Examinations, questions, etc.; Catechisms, English; Early works to 1800.; Theology, Doctrinal.",1660
A38555,R1033,E32,"A scriptural catechism, or, The duty of man laid down in express words of Scripture chiefly intended for the benefit of the younger sort : divided into two parts : the first containing the chief principles of our Christian belief, the second instructing us in our duty to God and man, according to the method observed in the excellent book, entituled, The whole duty of man : to which is added some private devotions in express words of Scripture with devout collects for several occasions.",Anonymous,Printed by H C for Moses Pitt,London,"Allestree, Richard, 1619-1681.; Whole duty of man.; Church of England; Catechisms.",1676
A37981,R25569,E2,"The watch-mans lanthorn being a summ of divinity in a short but very plaine exposition of the Ten commandments, the Lords prayer, and the Creed : fittest to the meanest capacity in a nature of a dialogue / by A.E.","A. E., a servant of Jesus Christ.",Printed by T R for Nath Ekins,London,Ten commandments.; Lord's prayer.; Catechisms.,1655
A39582,R29838,F1064,"The first pinciples [sic] of the doctrine of Christ together with stronger meat for them that are skil'd in the word of righteousness, or, the doctrine of living unto God, wherein the body of divinity is briefly and methodically handled by way of question and answer / published at the desire and for the use of the Church of Christ in Norwich in New-England by James Fitch.","Fitch, James, 1622-1702.",Printed by John Foster,Boston,Catechisms.,1679
A31329,R16648,C1472,"The catechism for the curats, compos'd by the decree of the Council of Trent, and publish'd by command of Pope Pius the Fifth / faithfully translated into English.",Catholic Church.,Printed by Henry Hills for him and Matthew Turner,London,Catholic Church; Catechisms; English.,1687
A38484,R14169,E3125,"Eniautos, or, A course of catechising being the marrow of all orthodox and practical expositions upon the church-catechism, and of all controversies upon the church-customs & observances, digested into LII heads, for the LII Sundays in the year, useful for ministers, school-masters, parents, masters and their people, scholars, children, servants.",Anonymous,Imprinted by James Cottre for Hen Marsh,London,Catechisms; Early works to 1800.,1664
A31951,R20329,C24,"A new catechisme commanded to be set forth for the instructing of youth in the principles of religion ... written by E.C., and published by authority.",E. C.,Printed for H P and are to be sold by Francis Coles,London,"Church of Scotland; Catechisms.; Catechisms, English.",1645
A39073,R37813,E3886,"An Explanation of the terms, order, and usefulness of the liturgy of the Church of England by way of question and answer, recommended to be learned after the church catechism.",Anonymous,Printed for Sam Keble,London,"Church of England; Catechisms.; Catechisms, English.",1692
A34262,R16415,C5803,"The Confessions of the faith of all the Christian and Reformed churches which purely profess the holy doctrine of the gospel in all the kingdoms, nations, and provinces of Europe, with the order of time when they were written, and an exact table of the principal articles of faith, which in every confession is debated : wherein the obsure and difficult places are explained, and those things which may in shew seem to contradict each other, are plainly and modestly reconciled, and such points as yet hang in suspence, are sincerely pointed at : freely submitted to all Reformed Churches, as a means to knit and unite all the churches of Christ in one bond of love, for the avoiding of hereafter, discords and schismes in these dangerous time.",Anonymous,Printed for Austin Rice and are to be sold at his shop,London,Reformed Church; Catechisms; Early works to 1800.; Reformed Church; Creeds.,1656
A34686,R213380,C6446,"Nashauanittue meninnunk wutch Mukkiesog, wussesemumun wutch sogkodtunganash Naneeswe Testamentsash; wutch ukkesitchippooonganoo ukketeahogkounooh. Nogon'ac wussukhùmun ut Engllishm'anne unnun-toowaonganit, nashpe ne 'anue, wunnergen'uc nohtrompeantog. Noh asoow'esit John Cotton. Kah yeuyeu qoshkinn'umun en Indianæ unnontoo-waonganit wutch oonenchikqun'aout Indianae Mukkiesog, nashpe Grindal Rawson. Wunnaunchemook'ae nohtompeantog ut kenugke Indianog.","Cotton, John, 1584-1652.; Rawson, Grindal, 1659-1715. aut",printeuoop nashpe Samuel Green kah Bartholomew Green,Cambridge Mass,"Catechisms, North American Indian; Early works to 1800.; Missions; Biblical teaching; Early works to 1800.",1691
A31330,R23057,C1474,"Catechism made practical the Christian instructed I. in the principles of Christian religion, positively, in the shorter catechism, II. in what he is to refuse, and what to hold fast in the greatest points of controversie ..., III. in the practice of several duties, viz., (1.) the practical improvement of the Holy Trinity, (2.) baptism, (3.) prayer, and (4.) preparation for the Lord's Supper.",Anonymous,Printed for Jonathan Robinson,London,Church of England; Catechisms.,1688
A39919,R30460,F1494,"A plain and profitable exposition of, and enlargement upon, the church-catechism by way of questions and answers for the more ample instruction of the more adult children and other elderly persons that need it, and divided into so many parts as there are Lords-days by Simon Ford ...","Ford, Simon, 1619?-1699.",Printed by T B for T Sawbridge,London,"Church of England; Catechisms.; Catechisms, English.; Theology, Doctrinal.",1686
A35138,R222415,C722,"The catechist catechiz'd: or, Loyalty asserted in vindication of the oath of allegiance, against a new catechism set forth by a father of the Society of Jesus To which is annexed a decree, made by the fathers of the same Society, against the said oath: with animadversions upon it. By Adolphus Brontius, a Roman-Catholick.","Cary, Edward, d. 1711.; England. Parliament.",s n,S l,"Catholic Church; England; Controversial literature; Early works to 1800.; Jesuits; Controversial literature; Early works to 1800.; Catechisms, English; Early works to 1800.",1681
A31334,R9600,C1480,"Catechistical guide to sinners, and to such converts that are babes in Christ wherein all the necessary points of religion are methodically proposed in Scripture-language, abundantly confirmed by the Holy Scriptures, and in some places concisely expounded : in the whole, all controversies are warily shunn'd, so that all true Christians, of what persuassion soever, may (if they need the help of others) use this catechism for their children, or others that are under their power and card / written upon request, by a lover of truth and peace.","Norton, John, 1606-1663.",Printed by J D to be sold by Fr Smith and W Crook,London,Catechisms; Early works to 1800.,1680
A36343,R26732,D1909,"A door opening into Christian religion, or, A brief account by way of question and answer of some of the principal heads of the great mystery of Christian religion wherein is shewed by the way that the great doctrines here asserted are no wayes repugnant, but sweetly consonant unto the light of nature and principles of sound reason / by a cordiall well-wisher to that unity and peace which are no conspiratours against the truth.",Cordiall well-wisher to that unity and peace which are no conspiratours against the truth.; Cordiall well-wisher to that unity and peace which are no conspiratours against the truth. Of the sacraments.,s n,London,"Bible; Examinations, questions, etc.; Catechisms, English.; Sacraments.",1662
A31328,R26584,C1470,A Catechism containing the substance of the Christian religion in the words and phrases of Scripture.,Anonymous,Printed by J D and are to be sold by Jonathan Robinson and Samuel Crouch,London,"Catechisms, English.",1693
A36482,R12463,D2078,"The First principles of the oracles of God explained in a brief exposition of the Creed, the Ten commandments, the Lords prayer and the sacraments : together with several hymns or Psalms of prayer and praise, suited to divers occasions.","Downe, Thomas.",Printed for John Hancock,London,Church of England; Catechisms; English.,1677
A63668,R219156,T292,"A choice manual containing what is to be believed, practised, and desired or prayed for; the prayers being fitted to the several days of the week. Also festival hymns, according to the manner of the ancient church. Composed for the use of the devout, especially of younger persons, by Jeremy Taylor, D.D.","Taylor, Jeremy, 1613-1667.; Duppa, Brian, 1588-1662. Guide for the penitent: or, A modell drawn up for the help of a devout soul wounded with sin.",printed by J Grover for R Royston bookseller to his most Sacred Majesty,London,"Devotional literature; Early works to 1800.; Prayer-books; Early works to 1800.; Catechisms, English; Early works to 1800.",1677
A64986,R220763,V434,"An explicatory catechism: or, An explanation of the assemblies shorter catechism Wherein those principles are enlarged upon especially, which obviate the great and growing errors of Popery; useful for those families that desire to hold fast the form of sound words.","Vincent, Thomas, 1634-1678.",printed for Henry Mortlock at the Phœnix in St Paul s Church yard and White Hart in Westminster Hall,London,Church of England; Catechisms; Early works to 1800.; Westminster Assembly (1643-1652).; Shorter catechism; Early works to 1800.,1675
A69670,R26677,B725,"A catechism and confession of faith approved of and agreed unto by the general assembly of the patriarchs, prophets, and apostles, Christ himself being chief speaker in and among them : which containeth a true and faithful account of the principles and doctrines which are most surely believed by the churches of Christ in Great Brittain and Ireland who are reproachfully called by the name of Quakers ... : to which is added An expostulation with and appeal to all other professors / by R.B.","Barclay, Robert, 1648-1690. An expostulation with and appeal to all professors.; Barclay, Robert, 1648-1690.",s n,London,Society of Friends; Catechisms.; Society of Friends; Doctrines.; Society of Friends; Creeds.,1673
A66289,R217651,W258,"The principles of the Christian religion explained in a brief commentary upon the church catechism. By William Wake, D.D. rector of St. James Westminster, and Chaplain in Ordinary to His Majesty.","Wake, William, 1657-1737.",printed for Richard Sare at Grays Inn Gate in Holborn,London,"Catechisms, English; Early works to 1800.; Christianity; Creeds; Early works to 1800.",1699
A66397,R221029,W2704A,Eglurhad byrr ar gatechism yr Eglwys ynghyd a thystiolaethau o'r Scrythurlan O waith y gwir-barchedig dâd yn nuw John Williams. Escob Caer-gei. wedi gyfieithio gan John Morgan vicar Aber-Conway.,"Williams, John, 1636?-1709.; Church of England.; Morgan, John, 1662-1701.",Argraphwyd dros Matth Wootton dan lun y tair Dagr yn Fleet street,Llundain,"Church of England; Catechisms; Early works to 1800.; Catechisms, Welsh; Early works to 1800.",1691
A67110,R21127,W3625,"Hypotypōsis hygiainontōn logōn, a form of sound words, or, A scripture-catechism shewing what a Christian is to believe and practice in order to salvation : very useful for persons of all ages and capacities as well as children / composed by the pious and learned John Worthington D.D. deceased.","Worthington, John, 1618-1671.",Printed for R Royston,London,Church of England; Catechisms.; English.,1673
A64670,R215733,U202,The principles of Christian religion sumarily sett dovvne according to the word of God: together with a breife epittomie of the bodie of divinitie. By James Usher Bishop of Armaugh.,"Ussher, James, 1581-1656.",printed by R B for Geo Badger and are to bee sold at his shop in St Dunstans Church Yard in Fleet Street,London,"Christian life; Early works to 1800.; Catechisms, English; Early works to 1800.; Christianity; Essence, genius, nature; Early works to 1800.",1645
A60361,R38256,S3983,"The compleat Christian, and compleat armour and armoury of a Christian, fitting him with all necessary furniture for that his holy profession, or, The doctrine of salvation delivered in a plain and familiar explication of the common catechisme, for the benefit of the younger sort, and others : wherein summarily comprehended is generally represented the truly orthodox and constant doctrine of the Church of England, especially in all points necessary to salvation / by W.S., D.D.","Slatyer, William, 1587-1647.",Printed for the authour,London,Church of England; Catechisms.,1643
A63950,R17298,T336,"The golden grove, or, A manuall of daily prayers and letanies, fitted to the dayes of the week containing a short summary of what is to be believed, practised, desired : also festival hymns, according to the manner of the ancient church, composed for the use of the devout, especially of younger persons / by the author of The great exemplar.","Taylor, Jeremy, 1613-1667.",Printed by J F for R Royston,London,"Prayers.; Catechisms, English.; Prayer-books.; Devotional calendars.; Hymns, English.",1655
A64562,R219273,T977,The Bishop of Worcester his letter to the clergy of his diocess,"Thomas, William, 1613-1689.",printed for Sampson Evans bookseller in Worcester,London,Church of England; Catechisms; Early works to 1800.,1689
A65775,R28390,W1811,A catechism of Christian doctrin [sic] by Tho. White.,"White, Thomas, ca. 1550-1624.",s n,Paris,"Catholic Church; Catechisms.; Bible; Examinations, questions, etc.",1659
A60654,R10110,S4332,"Something written concerning the worlds creed, or, What they teach their children to believe for a belief of words cannot save the soul, but a belief in the light, Christ Jesus, the word of God ...","Smith, William, d. 1673.",Printed for Thomas Simmons,London,Society of Friends; Catechisms; Early works to 1800.,1660
A60644,R26928,S4318,"A new catechism wherein many truths are plainly opened by way of question and answer which may be a help and furtherance unto all tender hearted people who are breathing after the Lord and waits for redemption and salvation by Jesus Christ : also something concerning the foundation and principle of the poor afflicted people of God (called Quakers) and of their faith and love towards God and their good will unto men, being also plainly demonstrated by way of question and answer : given forth in the labour of love and put to view for the service of this present generation and also generations to come / William Smith.","Smith, William, d. 1673.",s n,London,Society of Friends; Catechisms.; Society of Friends; Doctrines.,1665
A67224,R221277,W3778A,Trefn ymarweddiad gwîr Grîstion: neu Lwybr hyffordd i'r Cymro i rodio arno beunydd gŷd a'i dduw Edward Wynn. D.D.,"Wynn, Edward, 1618-1669.",s n,A brintiwyd yn Llundain,"Bible.; O.T.; Psalms.; Welsh; Selections; Early works to 1800.; Conversion; Early works to 1800.; Catechisms, Welsh; Early works to 1800.",1662
A73075,S124839,21098,"The heavenly advocate: or a short direction for the speedy vnderstanding of the New Testament of the yeeres and dayes of Christs age heere on Earth, times and places of his miracles, death, resurrection, and ascention: together with a briefe catechisme, for the instruction of Christian families. And also a spirituall combate, betweene mans frailty and faith, in time of sicknesse.","Robertson, Bartholomew, fl. 1620.",printed by I B for Roger Iackson and are to be sold at his shop neere Fleet Conduit,London,"Bible.; N.T.; Commentaries; Early works to 1800.; Catechisms, English; Early works to 1800.",1617
A76162,R170464,B1237A,"Dattodiad y qwestiwn mawr, beth sydd raid i ni ei wneuthur fel y byddom gadwedig. Athrawiaethau i fuchedd sanctaidd. / O waith y disinydd parchedig Mr. Richard Baxter.","Baxter, Richard, 1615-1691.",gan Tho Whitledge a W Everingham,Printiedig yn Llundain,"Salvation; Early works to 1800.; Catechisms, Welsh; Early works to 1800.; Broadsides; London (England); 17th century.",1693
A59663,R37142,S3112,The first principles of the oracles of God collected by Thomas Shephard ...,"Shepard, Thomas, 1605-1649.",Printed for John Rothwel,London,God; Knowableness.; Catechisms.,1655
A55472,R25590,P2966,"A rational catechism, or, An instructive conference between a father and son","Popple, William, d. 1708.",Printed and sold by Andrew Sowle,London,Catechisms.,1687
