Phrase,Citations,Outliers,Text
"Ieremy, 31.33.; Hebrewes, ch. 10.16.",Jeremiah 31.33; Hebrews 10.16,,"They shall all be taught of God. Againe that of Ieremy, 31.33. repeated by the author of the Hebrewes, ch. 10.16."
Ioel. 2.28.; Act. 2.17.,Joel 2.28; Acts 2.17,,"And lastly, not to heape vp too many places to this purpose, that of Ioel. 2.28. alleadged by Peter, Act. 2.17."
Ioh. 14.26.,John 14.26,,"As thus the Prophets, so our Sauiour in the Gospell Ioh. 14.26. where he setteth downe both the cause and the effect."
Heb. 5.12. & 6.1.,Hebrews 5.12; Hebrews 6.1,,"of whom the Apostle saith, Heb. 5.12. and 6.1."
Mat. 16.6.,Matthew 16.6,,"yea euen after they had receiued this ointment, that is, were inspired with the holy Ghost. As Mat. 16.6."
Matth. 13.36.,Matthew 13.36,,"Againe, when as they could not vnderstand that plaine parable of the tares, but must needs haue our Sauiour to expound the same vnto them, Matth. 13.36."
"verse, 11.",Verse 11,,"Notwithstanding our Sauiour had tolde them before, that they might marke the better, that it was giuen vnto them to know the misteries of the kingdome of heauen, but to others it was not giuen, verse, 11. Againe, when as our Sauiour telling them apart by the way as they iournied with him, Behold, we go vp to Ierusalem, and all things shall be fulfilled to the sonne of man that are written by the Prophets;"
Luke. 18.31.32.34.,Luke 18.31; Luke 18.32; Luke 18.34,,"They notwithstanding vnderstood none of these things, and this saying was hidde from them; neither perceiued they the things which were spoken, Luke. 18.31.32.34."
Gal. 2.9.,Galatians 2.9,,"yea and the chiefest among them euen Peter and Iohn, who were accounted pillars, euen by Pauls confession, Gal. 2.9. First for Peter, although Aug:"
Mat. 20.,Matthew 20,,"neither knowing what hee generally asked, nor vnderstanding particularly, what it is to be on Christs left hand, Mat. 20. And afterwards, when as he so grossely erred, not once but twise, euen in the middest of his Reuelations, in not knowing an Angel from Christ Iesus himselfe;"
Apoc. 19.10.22.8.,Revelation 19.10; Revelation 19.22; Revelation 19.8,,"and therefore would haue worshipped the creature for the Creator, Apoc. 19.10.22.8."
Ephes. 3.10.,Ephesians 3.10,,"Moreouer, the verie Angels themselues knowe not all thinges, although they be called Cherubins in the Hebrew, and , of their perfect & absolute knowledge aboue all other creatures, as it is manifest, Ephes. 3.10."
1. Tim. 3.16.,1 Timothy 3.16,,"yea and Christ himselfe is said by the Apostles, not to be seene of Angels, but after a while, euen after his manifestation or incarnation in the flesh, and then iustified in the spirit, then seene of Augels, &c. 1. Tim. 3.16."
Matth. 24.36.,Matthew 24.36,,"That of that day and houre, speaking of the last day of his second comming to iudgement, knoweth no man, no not the Angels of heauen, but my Father onely, Matth. 24.36."
Act. 1.17.,Acts 1.17,,"And therefore saith our Sauiour againe, That to know the times and seasons, hath the Father only put in his owne power, Act. 1.17."
1. Cor. 8.2.,1 Corinthians 8.2,,1. Cor. 8.2.
"Corinthians, 1.; Epist. 3.1.2.",Corinthians 1; Epistle 3.1; Epistle 3.2,,"not such as Paul calleth the Corinthians, 1. Epist. 3.1.2."
verse 27.,Verse 27,,"to whom he gaue milke to drinke, and not meat to eate, but such as he would haue had the Corinthians to be, not children in malitiousnes, but in vnderstanding, of ripe age, nor yet vaingloriously to vaunt or boast himselfe of them being their Doctor, as a bragging schoolemaster of his good schollers, that profit vnderneath him, because afterwards verse 27. that they had no need that anie should teach them, for he arrogateth nothing vnto himselfe, but attributeth all vnto to Christ Iesus, when as he telleth them as it is in my text, that they haue knowne all things, not by his instruction, but by the vnction of him that is holy."
1. Cor. 14.20.,1 Corinthians 14.20,,1. Cor. 14.20.
Ioh. 17.3.,John 17.3,,"For so our Sauiour, This is life eternal euen to know thee to be the onely true God, and him whom thou hast sent, Christ Iesus, Ioh. 17.3."
Rom. 12.3.,Romans 12.3,,Docta ignorantia. Rom. 12.3.
Esay 40.13.; Rom. 11.33.,Isaiah 40.13; Romans 11.33,,"Of which, saith both the Prophet and the Apostle, His iudgements are vnsearchable, and his waies past finding out, Esay 40.13. Rom. 11.33."
1. Tim. 1.4. & 4.7. & 6.25. & 2.; Tim. 2.16. &; Titus 3.9.,1 Timothy 1.4; 1 Timothy 4.7; 1 Timothy 6.25; Timothy 2.16; Titus 3.9,,"such trash and trumperie which Paul biddeth Timothy and Tytus to beware, that they giue no heed vnto them, 1. Tim. 1.4. and 4.7. and 6.25. and 2. Epist. Tim. 2.16. and Titus 3.9."
Prou. 28.5.,Proverbs 28.5,,"According to that of Salomon, Prou. 28.5."
Act. 6.9.,Acts 6.9,,"And finally howe Stephen and Philip, of meane Deacons, the lowest degree belonging to the ministrie of the Church, should become excellent Euangelists, and so powerfull in the word and spirit, as that the one could confute all the learned Rabbies in the Synagogues of Ierusalem, and the other confound that great Sorcerer Symon Magus in Samaria, whom the people called the great power of God, Act. 6.9."
Luk. 3.23.,Luke 3.23,,"euen as Christ himselfe, although deemed of the Iewes, a Carpenter, or a Carpenters sonne, and brought vp homely vnder his poore parents, vntill he began to be thirtie yeeres of age, as it is in the Gospell, Luk. 3.23."
Luk. 4.18.,Luke 4.18,,"euen as he himselfe rendreth a reason, both of his owne absolute sufficiencie, and of his heauenly calling, Luk. 4.18."
"Esay, 61.1.",Isaiah 61.1,,"When he first began to preach out of the Prophet, Esay, 61.1."
1. Cor. 15.4.4.,1 Corinthians 15.4; 1 Corinthians 15.4,,1. Cor. 15.4.4.
Apoc. 2.4.,Revelation 2.4,,"Then , Zealous, but not so hot as that we could abide the firie triall with the Ephesians, who forsooke their first loue, Apoc. 2.4."
Apoc. 3.16.,Revelation 3.16,,"Afterwards luke warme, neither hot nor colde with the Laodicians, Apoc. 3.16."
Mat. 6.33.,Matthew 6.33,,Mat. 6.33.
Ephes. 6.,Ephesians 6,,"not as Gods darlings, according to the counsell of Paul Ephes. 6. in the institution and information of the Lord;"
1. Cor. 22.10.,1 Corinthians 22.10,,"Some because of the impossibilitie which these words seeme to pretend, reading this last word of my text, not but , according to diuers copies, because it is so found in the Syriacke, affirme these words to be vnderstood of the knowledge of men, & not of the knowledge of things, as that they had the spirit of discretion, euen that gift of the holy Ghost, of discerning of spirits, which Paul mentioneth among the rest of the graces of the spirit. 1. Cor. 22.10."
"verse, 22.; Mat. 6.15.",Verse 22; Matthew 6.15,,"As that they could knowe Antichristians from Christians, to be such by Iohns definition which denie Iesus to be Christ, verse, 22. False Prophets from true, being rauening wolues in seely sheeps cloathing, euen by Christs rule of the fruit and effect of their workes, Mat. 6.15."
Mat. 15.8. &; Esay. 29.13.,Matthew 15.8; Isaiah 29.13,,"Dissembling Hypocrites from syncere worshippers of Esaie and our Sauiours warning, euen such as honor God with their lips, when their hearts are farre from him. Mat. 15.8. and Esay. 29.13."
"Hebrewes, Chap. 5.14.",Hebrews 5.14,,"And this not only by the secret instinct, inspiration, and operation of the holy Ghost, but also by a godly experience which they haue gotten and gathered, by hauing their wits exercised through long custome, to discerne betweene good and cuill, as the Apostle to the Hebrewes, Chap. 5.14."
Luk. 13.15.,Luke 13.15,,"which power of the spirit our Sauiour Christ declared, when as he called the ruler of the Synagogue, Hypocrite, who tooke indignation, that our Sauiour should heale the people on the Sabboth day, Luk. 13.15."
Luk 13.32.,Luke 13.32,,"And when he called Herod Antipas a fox, knowing full wel his subtiltie in sending for him to shew him a signe, as he pretended, but indeed to put him to death as he intended, Luk 13.32."
Ioh. 6.70.,John 6.70,,"And lastly, when as he could discerne Iudas Ischariot from all the rest of his Disciples to be a theefe, a betraier, and a Diuell, Ioh. 6.70."
"Act. 5.; Acts, 8.21.23.",Acts 5; Acts 8.21; Acts 8.23,,"And this gift of the holy Ghost did Peter giue euidence to be in himselfe, when as he could separate that paire of hollow-hearted Hypocrites, and halfe parting dissemblers, Ananias and Saphira, from all other the sound christians, and faithfull beleeuing brethren in their time, Act. 5. As also in Symon Magus, whose heart he sounded to the bottome, when as he would haue purchased the gift of the holy Ghost for money, telling him that his heart was not right in the sight of God, but that he was in the gaule of bitternesse, and bond of iniquitie, Acts, 8.21.23."
"Actes, 13.10.",Acts 13.10,,"wilt thou not cease to peruert the straight waies of the Lord? Actes, 13.10."
Numb. 11.; 2. King. 5.26.,Numbers 11; 2 Kings 5.26,,"As in Moyses when he knew and vnderstood, that Eldad and Medad that prophesied in the host of Israell, were the true prophets of the Lord, whom Iehosua suspected and misdeemed to haue been false prophets, Numb. 11. As also Elizeus, when he knewe the Hypocriticall minde of Gebezi, telling him that his heart was with him when he went to Naaman the Syrian, 2. King. 5.26."
Mat. 3.9.,Matthew 3.9,,"And finally in Iohn the Baptist, when as for their horrible Hypocrisie, he called the Pharises and Saduces, Generation of Ʋipers, and told them what they thought in their hearts, by soothing and smoothing vp themselues, for that they had Abraham to their Father, Mat. 3.9."
1. Ioh. 4.1.2.,1 John 4.1; 1 John 4.2,,"Euerie spirit that confesseth that Iesus Christ is come in the flesh, is of God, 1. Ioh. 4.1.2."
Mat. 24.24.; Luk. 17.14.,Matthew 24.24; Luke 17.14,,"so that if it were possible they should deceiue the verie elect, Mat. 24.24. Luk. 17.14."
Mat. 3.4.,Matthew 3.4,,"but manie, and all for the most part, Mat. 3.4."
Act. 1.19.,Acts 1.19,,"by all, meaning the especiall things, which were worthy to be written of him, and necessarie to be knowne of vs, Act. 1.19."
Ioh. 21.25.,John 21.25,,"For otherwise, the whole world could not containe the bookes that should be written of him, as Ioh. 21.25."
1. Tim. 2.4,1 Timothy 2.4,,1. Tim. 2.4
Rom. 5.14.18.,Romans 5.14; Romans 5.18,,Rom. 5.14.18.
Iohn. 17.,John 17,,Iohn. 17.
1. TIM. 3.16.,1 Timothy 3.16,,A FESTIVALL SERMON ON THE NAtiuitie of Christ. 1. TIM. 3.16.
Psal. 19.1.,Psalms 19.1,,"Of which second preaching Dauid, Psal. 19.1."
Act. 14.17.,Acts 14.17,,"The heauens declare the glorie of God, and the firmament sheweth foorth his handyworke. And of which Paul, Act. 14.17."
Rom. 1.19.,Romans 1.19,,"when he saith, God left not himselfe without witnesse. And againe, Rom. 1.19."
2. Cor. 3.18.,2 Corinthians 3.18,,"and Moyses vaile being taken away. As our Apostle, 2. Cor. 3.18."
Psal. 40.6.,Psalms 40.6,,"Notwithstanding, I say all which preachers and proclaimers, common criers and publike witnesses, which euidently testifie and certifie vs of God, yet are we so deafe and dull, that we wil not nor cannot heare, except the Lord boare our eares with the piercer of his spirit, as he did the eares of Dauid, as he confesseth of himselfe, Psal. 40.6."
Matth. 16.23.,Matthew 16.23,,"euen that which our Sauiour tearmeth, Matth. 16.23."
1. Cor. 2.14.,1 Corinthians 2.14,,"which Peter vnderstood not when he gaue ill counsell to our Sauiour, and therefore was worthily reprooued and called by the name of Satan, because he sauoured them not. And Paul, 1. Cor. 2.14."
Iob. 6.68.,Job 6.68,,"Againe which Christ nameth , euen heauenly things, which are opposite and contrarie to , earthly thinges in the same verse, and finally that which Peter calleth , these words of eternall life, Iob. 6.68."
Ioh. 17.3.,John 17.3,,"which may be said to be the science of all sciences, being the knowledge of the only true God, and of him whom he hath sent, Christ Iesus, being of it selfe life eternall, Ioh. 17.3."
Psal. 19.9. &; Rom. 7.17.,Psalms 19.9; Romans 7.17,,"for as first Dauid saith of the Law, Psal. 19.9. and of the iudgement thereof, that they are true and righteous altogither; and then Paul, Rom. 7.17."
2. Tim. 3.17.,2 Timothy 3.17,,"That it is profitable to teach, to improoue, to correct, to instruct in righteousnes, that the man of God may bee absolutely perfect to euerie goodworke, 2. Tim. 3.17."
Tit. 11.22.,Titus 11.22,,"but especially of the Gospell, which is the grace of God, that bringeth Saluation vnto all men, and teacheth vs to denie vngodlinesse and worldly lusts, and to liue soberly, righteously, and godly in this present world, 2. Tit. 11.22."
Apoc. 3.; Ephes. 6.,Revelation 3; Ephesians 6,,"For as there is but one God, which is, which was, & which is to come, 1. Apoc. 3. One Iesus Christ, which is yesterday, to day, and the same also for euer, 12. Heb. 8. and one holy spirit, which is aboue all, thorow all, and in all, 2. Ephes. 6. In comparison of whom, all other Gods are but Idols;"
Mar. 4.11.,Mark 4.11,,"For if that were certaine that Mysterium shuld alwaies signifie a Sacrament, that should there be manie more Sacraments then they themselues make, sith the same is so often vsed in the olde and new Testament, but especially in the Gospell, for then should the kingdome of God be a Sacrament, Mar. 4.11."
Rom. 11.20.,Romans 11.20,,"and the calling of the Gentiles, a Sacrament, Rom. 11.20."
Eph. 6.19.,Ephesians 6.19,,"the preaching of the word, a Sacrament, Eph. 6.19."
2. Thess. 2.7.; 1. Tim. 3.9.,2 Thessalonians 2.7; 1 Timothy 3.9,,"The iniquitie of Antichrist, a Sacrament, 2. Thess. 2.7. Faith, a Sacrament, 1. Tim. 3.9."
Apoc. 17.5.,Revelation 17.5,,"The name of the whore of Bablyon, a Sacrament, Apoc. 17.5."
"Iohn, 5.39.",John 5.39,,"Whereupon our Sauiour in respect of the profunditie thereof, willeth vs Iohn, 5.39. to search the Scriptures;"
Mat. 13.11.,Matthew 13.11,,"As our Sauiour calleth the Doctrine of the Gospell, the mysteries of the kingdome of heauen, Mat. 13.11."
Heb. 5.13.14.,Hebrews 5.13; Hebrews 5.14,,"for there is not onely in the Scripture milke fit for babes, which are vnexpert in the word of Righteousnes, but also strong meate which belongeth to them which are of age and perfect, which through long custome haue their wits exercised to discerne betweene good and euill, as the Apostle Heb. 5.13.14."
Ephes. 5.32.,Ephesians 5.32,,"In which respect our Apostle calleth also the spirituall marriage, betweene Christ the bridegroome, and the Church his spouse, a great mysterie, Ephes. 5.32."
3. Esd. 4.14.,3 Esdras 4.14,,"So called here great, as truth is said to be great and strongest, euen by the voice of all the people, 3. Esd. 4.14."
Gen. 16.,Genesis 16,,"As the Sunne and the Moone are called Great lights, 1. Gen. 16. in comparison of the rest of the Plannets, and all other fixt starres being greater then any of them all."
"Ionas, 3.3.",Jonah 3.3,,"As Niniuie is called a great and excellent Citie, because it was of three daies iourney, Ionas, 3.3."
Mat. 27.60.,Matthew 27.60,,"As the stone that was laide against Christs Sepulchre, a great stone, because it was the greatest that could be gotten, Mat. 27.60. This being great in three respects:"
Deut. 7.21.,Deuteronomy 7.21,,"Great therefore, because the efficient cause and Author of this mysterie is great, euen God, who is not an Idoll as the Gods of the Heathen, but great and terrible, Deut. 7.21."
Psal. 96.4.,Psalms 96.4,,"euen a great Lord, feared aboue all Gods, Psal. 96.4."
Psal. 76.14.,Psalms 76.14,,"and of whom againe the Prophet Dauid saith, who is so great a God as our God? Psal. 76.14."
"Daniel, 22.1.",Daniel 22.1,,"As in respect of our Sauiour Christ Iesus, the mouth, word, and wisedome of his father, the speaker, opener, and vtterer of this mysterie, who is called the great prince Michael, Daniel, 22.1."
Luk. 7.16.,Luke 7.16,,"and a great Prophet by the common opinion of the people, Luk. 7.16."
Heb. 4.14.,Hebrews 4.14,,"the great high priest by the Apostle, Heb. 4.14."
2. Cor. 11.5.,2 Corinthians 11.5,,"And in respect of the Apostles, the preachers and publishers of this mysterie, who were the great doctors of the people, and therefore called Pillours of the Church, 2. Gal. 9. and great Apostles, 2. Cor. 11.5."
Luk. 7.28.,Luke 7.28,,"For euen so great doth our Sauiour Christ make euery one of thē, when he saith, He that is least in the kingdome of God, is greater then he, Luk. 7.28."
Eccl. 12.13.,Ecclesiastes 12.13,,"and the sum of all the olde Testament, Eccl. 12.13."
Mat. 22.40.,Matthew 22.40,,"vpon which two things hangeth (as our Sauiour in the Gospell) the whole law and the prophets, Mat. 22.40."
Ioh. 20.25.,John 20.25,,"Not as the Poet, that his studie could not holde, but as the Euangelists, that the whole world could not containe the things that are comprised therein, Ioh. 20.25."
"Romae, 1.",Romans 1,,"And finally as Clement the fift, Pope of Rome, most wickedly and Antichristianly said, that he might decree anie thing against the Epistles of Paul and the olde testament, as being greater then Paul or any other Author of the olde Testament, in the decrees of his Parliament holden at Rome, called Decisiones Romae, 1. Dist. 10. cap. Si Papa."
Mat. 22.,Matthew 22,,"But not onely is this mysterie great in matter in respect of quantitie, as Loue is said to bee the greatest comandement, Mat. 22. but also for qualitie, as charitie is said to be the greatest vertue."
Exod. 11.3.,Exodus 11.3,,"As first generally Godlinesse, this mysterie made Moyses verie great in the land of Egypt, in the sight of Pharaos seruants, and in the sight of the people, Exod. 11.3."
1. Chron. 17.8.,1 Chronicles 17.8,,"This made Dauid haue a name like the name of the great men, that are in the earth, 1. Chron. 17.8."
Dan. 13.64.,Daniel 13.64,,"This also made Daniel of great reputation with the people, Dan. 13.64."
Mat. 5.19.,Matthew 5.19,,"for so saith our Sauiour whosoeuer shall obserue and teach anie of the commandements of the Gospell, the same shall be called great in the kingdome of heauen, Mat. 5.19."
Luk. 1.15.,Luke 1.15,,"This made Iohn the Baptist great, as the Angell foretolde, that he should be great in the sight of the Lord, Luk. 1.15."
Luk. 2.,Luke 2,,"and therefore her soule magnified the Lord, as it is in her Magnificat, Luk. 2. Is this mysterie then of Godlinesse considered either generally or particularly?"
Rom. 3.,Romans 3,,"For as the Apostle Paul saith out of the Psalmist, There is none righteous, no not one, there is none that vnderstandeth, there is none that seeketh after God, they haue all gone out of the way, they haue been made altogither vnprofitable, there is none that doth good, no not one, &c. Rom. 3. And as the Prophet Esay, From the sole of the foote vnto the crowne of the head, there is nothing whole therein, but wounds, swellings, and soars full of corruption, 1.6."
Gen. 6.5.,Genesis 6.5,,"And finally as the Lord God himselfe, All the imaginations of the thoughts of mans heart are onely euill continually, Gen. 6.5."
Rom. 5.18.,Romans 5.18,,"as first condemnation, for so the Apostle, By the offence of one, the fault came on all men vnto cōdemnation, Rom. 5.18."
Deut. 27.26.,Deuteronomy 27.26,,"Secondly curse, for as saith the same Apostle out of Deut. 27.26."
Gal. 3.10.,Galatians 3.10,,"Cursed is euerie man that continueth not in all things which are written in the booke of the Lawe, to doe them, Gal. 3.10."
Rom. 6.,Romans 6,,"and the conclusion of our Apostle, The wages of sinne is death, Rom. 6. And the last with condemnation, curse and death, not temporall or for a time, but perpetuall and for euer, because man himselfe was neuer able to beare and abide as the Lord himselfe knew, who seeth all his frailties and infirmities;"
Iohn. 1.14.,John 1.14,,"And this is that great & wonderfull mystery which is so notably set out by the Euangelists in the Gospell, which when we consider, our spirite must needes be rauished, our senses benummed, our Witts captiuated, and all our outward and inward parts and powers to be astonished, that the word should be come fleash Iohn. 1.14."
Rom. 1.3.,Romans 1.3,,"and to be made of the seede of Dauid, according to the fleash, Rom. 1.3."
Phil. 2.6.7.,Philippians 2.6; Philippians 2.7,,"and being in the fourme of God, and thinking it noe robberie to be equall with God, should make himselfe of no reputation, and take vpon him the fourme of a seruant, and be made like vnto men, and be formed in shape of a man, Phil. 2.6.7."
Esaie. 53.,Isaiah 53,,"so secondly was he borne of his mother in the world without a father, that he might consecrate by his deuine Maiestie inuisible, by his humaine birth visible in them, both wonderfull, of the one as impossible to be expressed the Prophet saith, And who shall declare his generation? Esaie. 53."
Math 1.,Matthew 1,,"And the birth of Christ Iesus was after this māner, Math 1. Before he was borne abiding in the bosome of his father, and yet filling the wombe of his mother, in the time of his birth the euerlasting Father in heauen, and yet a Young infant vpon the Earth after birth, a light shining in the world, as Iohn, and yet dwelling in the light that cannot be attained vnto, as Paule;"
Iohn. 15.13.,John 15.13,,"Secondly his owne incomparable loue in shewing himselfe so kinde and courteous vnto mankind as to suffer himselfe to be cast in his mould, to be clothed with his fleash, & to be compassed about his infirmities which he himselfe commen deth, Iohn. 15.13."
Rom. 5.8.,Romans 5.8,,"Both which their loues our Apostle Paule setteth out most liuelie, Rom. 5.8."
Phil. 2.6.7.,Philippians 2.6; Philippians 2.7,,"when he saith, God setteth out his loue towards vs, seing the while we were yet sinners Christ died for vs. And thirdly our Sauiour Christs lowly humilitie herein likewise appeareth as Paule also declareth the same, as that he being in forme of God, and thinking it no robberie to be equall with God, made himselfe of no reputation, &c. Phil. 2.6.7."
2. Cor. 11.13.,2 Corinthians 11.13,,"Againe, we finde in the holy scriptures, that Satan transformed him selfe in to an Angell of light, 2. Cor. 11.13."
Exo. 3.; Gen. 18.,Exodus 3; Genesis 18,,"As when he appeared vnto Moises in the flame of a firie bush Exo. 3. Vnto the Children of Israell, when he led them throughe the wildernesse in a Pillour of fire, Exod. 13. and vnto the disciples and Apostles, when the Holy Ghost descended in the shape of fire clouen tounges, whervpon Austin vseth these words, Hoc enim ele mentum est magnum sacramentum De Symb, ad Catech lib. 3. cap. 9. As also the Lord some times to haue shewed himselfe in other formes, as God the Father in the shape of a man, when he came to Abraham, sitting at the Oake of Mamre Gen. 18. And God the Holy ghost in the forme of a Doue, when he appeared to Iohn Baptist"
Math. 3.,Matthew 3,,"after Christs baptisme, Math. 3. But none of these before mentioned did keepe those shapes and sēblances which they tooke or seemed to take vpon them, but forsooke them immediately, after they had perfourmed what they would by that meanes."
"Iohn, 1.1.",John 1.1,,"not by conuerting the Godhead in to manhood, but by conioyning the humaine nature to the diuine, vniting them both in one person of Christ our mediatour, euen as Iohn, 1.1."
Heb. 2.16.,Hebrews 2.16,,"witnesseth that which we haue hard, that which we haue seen which we haue looked vpon, & our hands haue handled of the word of life, neither tooke he any other fourme either of any Creature vpon the earth, or of any power in heauē noe not of any Angell, but of the seede of Abraham onely, Heb. 2.16. And why?"
Phil. 2.,Philippians 2,,"Christ the sonne of God and God himselfe was manifested in the fleash, as he hath set downe more at large Phil. 2. Yet did th• 〈 ◊ 〉 most glorious shine and signe of diuine power and Godhead manifestly appeare and shew fourth it selfe which here is called spirit:"
Romans. 1.4.,Romans 1.4,,as the same is expressed more plainely. First by our Apostle Romans. 1.4.
Peter. 1.3.18.,Peter 1.3; Peter 1.18,,"when he saieth that he was declared mightily to be the son of god, touching the spirit of sanctification by the resurrection from the deade, as being one notable and notorious action of his supernaturall, vertue. Secondly by Peter. 1.3.18."
Iohn. 1.14.,John 1.14,,"by an other semblable acte, euen the worthy worke of his passion, As that he was put to death according to the fleash, but was quickned in the spirit. And thirdly Iohn. 1.14."
Luke. 16.15.,Luke 16.15,,"So that to iustifie in this place is not to make or pronounce one Righteous or iust, which is not so indeede as this word is taken. Luke. 16.15."
Luke. 18.14.,Luke 18.14,,"in those words of our Sauiour vnto the Pharisies, Ye are they which Iustifie your selues before men, but God knoweth your harts, &c. And Luke. 18.14."
Psal. 51.,Psalms 51,,"But this word here signifieth to approue, shewe forth, or declare a man to be such an one, by certaine signes and sure tokens, by infallible Arguments and euident demonstrations, such as cannot be refelled or refuted As Psal. 51. in those words of the Prophet Dauid, Against thee alone O Lord haue I sinned, and done this euill in thy sight, that thou mightest be iustified in thy sayinges, and cleare when thou art iudged."
Math. 11.14.,Matthew 11.14,,And Math. 11.14. where our Sauiour saith.
Luke. 7.20.,Luke 7.20,,So likwise is it taken Luke. 7.20. where the Euangelist declareth that the Publicans iustified God:
Phil. 2.7.,Philippians 2.7,,"As that although he was verie mā, yet not withstanding he was true God, & although he tooke vpon him the fourme of a seruant, yet he thought it no robberie to be equall with his father, Phil. 2.7."
Col. 2.9.,Colossians 2.9,,for in him remaineth all the fulnesse of the Godhead bodily. Col. 2.9.
"Heb. 1, 3.",Hebrews 1; Hebrews 3,,"And he was the brightnesse of the glorie, and ingrauen fourme of the substance of God his father, Heb. 1, 3. As it may appeare throughout the whole historie of the Gospell, whereby he is described vnto vs to be mighty indeede and in word:"
Iohn. 3.,John 3,,"Ninthly in ascēding vp into Heauen, for as our Sauiour in the Gospell Iohn. 3. No man hath ascended vp into heauen, but he that descended downe from Heauen euen the sonne of man, which also is in Heauen."
Col. 1.30.,Colossians 1.30,,"for so signifieth this Hebrue Phrase, in this place, and i• respect of vs being allone with that which our Apostle hath. 1. Col. 1.30."
Math 3.16.,Matthew 3.16,,"And of this iustifiyng had not only our Sauiour Christ the testimonie of his owne spirit euen the Holy Ghost, which was a witnesse vnto Iohn the Baptist, whē he descended downe vpon him invisibly in the forme of a doue. Math 3.16."
Iohn 1.33.34.,John 1.33; John 1.34,,"Which heauenly vision was a diuine oracle and siuely voice of God himselfe, which the Lord caused to appeare •nto him, that when he knewe not our Saviour it might be as an infallible token to •iscerne him from all other, as he himselfe •onfesseth. Iohn 1.33.34."
1. Cor. 8.5.6.,1 Corinthians 8.5; 1 Corinthians 8.6,,But also the spirit of •he Saints and seruants of God which giueth •estimony vnto themselues and their owne •oules that our Sauiour is their Lord and God •or so saith Paule in the person of all the electe and faithfull. 1. Cor. 8.5.6.
Col. 12.3.,Colossians 12.3,,"Though their •e that are called Gods, whether in Heauē or in Earth as there be many Gods and many Lords, yet vnto vs there is but one God which is the Father of whom are althings, and we in him, and one Lord Iesus Christ by whom are althinges, and we by him & againe, 1. Col. 12.3."
Math. 15.8.,Matthew 15.8,,"To drawe neere vnto God with their mouth and honour him with their lippes, but in hart to be farre from the• And with the Scribes, and Pharises in our Sauiour Christs time to be serious obseruers of outward ceremonies and to be far from inward sinceritie Math. 15.8."
Iohn 4.23.24.,John 4.23; John 4.24,,"but as the true worshippers to worshippe the father in spirit, & in truth for God is a spirit, and they that worshippe him must worshippe him in the spirit, and in trueth Iohn 4.23.24."
2. Tim. 3.5.,2 Timothy 3.5,,"not to declare our selues to be those of these last daies & perillous times, which Paule foretould should be in the world, hauing ashew of Godlinesse but denying the power thereof. 2. Tim. 3.5."
Daniell 9.,Daniel 9,,As we reade that the Angell Gabriell did foretell the same vnto the Prophet Daniell 9. Dani.
"Luke. 2, 13.14.",Luke 2; Luke 13.14,,"Glorie be to God on highe, on earth peace, and good will towards men. Luke. 2, 13.14."
Heb. 14.,Hebrews 14,,"As he had the same ministring spirites proclaimers of his resurrectiō vnto Marie Mag dalen and the other women, & to Peter & the rest of the Apostles, & as finally he thē had heauenly souldiers his waiters & attenders at his ascension, doing him homage, and giuing him honour, & shewing all seruisable dutie towards him in al respects, at all times, and in all places, being faine of their office, and forwarde to imploye their diligence about him, especially the greate sauiour and redeemer of the world, when as they are glad of a meaner charge, euen to be ministring spirits to mē, which are heires appointed vnto saluation 1. Heb. 14. And here note, what greate accoūt and highe regard the blessed āgels are of in the sight of God, in causing"
Luke. 10.; 1. Tim. 5.21.,Luke 10; 1 Timothy 5.21,,"And therefore finde we so oftē in the scriptures such honorable mention of them, as that the holy ghost vouchsafeth to name and number them nexte, and immediatly vnto God the father, and Christ Iesus his sonne, as in that place Luke. 10. He that confesseth me before men, him will I confesse before my father and his Angels &c. and 1. Tim. 5.21."
Apocalips. 1.4.,Revelation 1.4,,"I charge thee before God, and the lord Iesus Christ and the elect angels that thou obserue these things &c. And finally Apocalips. 1.4."
2. Kinges 9.11.,2 Kings 9.11,,"Secondly in regard of the preaching it selfe, Preaching being at this time but a broaching of folly, and therefore called by Paule according to the common, crooked, and corrupt Iudgement of the world, the foolishnesse of preaching, being taken for madnesse, to crie as Iohn Baptist did in the wildernesse and our Sauiour himselfe did in the temple Preachers being called mad men, as that son of the Prophet was in, Iehues time 2. Kinges 9.11."
Acts. 2.; Acts. 17.,Acts 2; Acts 17,,"& drūckardes, as the Apostles were said to be druncke with new wine Acts. 2. And bablers, as Paule was termed of the Athenians Acts. 17. disturbers of states and common wealthes, as Elias was called by Ahab a troubler of Israell. 18.17."
1. kin. 22.8.,1 Kings 22.8,,"as Micheah likewise the same by Ahab an vnhappie Prophet, 1. kin. 22.8."
Ierem 21.3.,Jeremiah 21.3,,"and as Ieremias, a discourager of the people by the princes of Iudea Ierem 21.3."
Amos 10.; Luke. 23.2.,Amos 10; Luke 23.2,,"Amos 10. yea as our Sauiour Chist Iesus himselfe of the high preist & scribes, a peruerter of the people a forbidder to paye tribute to Cesar & an affecter of a kingdome. Luke. 23.2."
Act. 6.11.,Acts 6.11,,"As Stephen of the people, elders, and Scribes a blasphemer, Act. 6.11."
Act. 24.8.,Acts 24.8,,"And Paule by Tertullus to be a pestilent fellow, a mouer of sedition among all the Iewes, and a cheife maintainer of the sect of the Nazarites Act. 24.8."
