Phrase,Citations,Outliers,Text
2 Cor. 5 1• 11,2 Corinthians 5,['2 Corinthians 5 1• 11'],2 Cor. 5 1• 11
Jude 23. •,Jude 23,['Jude 23.•'],Jude 23. • even the garment spotted by the Flesh.
Rom. 6. •.,Romans 6,['Romans 6.•'],Rom. 6. •.
Gal 5 1.; Cant. 6. • &,Galatians 5.1; Canticles 6,['Canticles 6.•'],"7. Lord, thou knowest the Conflicts and Combats betwixt 〈 … 〉, the flesh lusting against the spirit, Gal 5 1. Cant. 6. • and the 〈 … 〉 the flesh."
Pet. 2 ◊,Peter 2,['Peter 2 ◊'],Pet. 2 〈 ◊ 〉.
"Psal. 125.4; Deut 8, 2, 1•",Psalms 125.4; Deuteronomy 8; Deuteronomy 2,['Deuteronomy 1•'],"Psal. 125.4 Deut 8, 2, 1• …"
"Psal. 94.20.; Isal. 1.16, 1•",Psalms 94.20; Isaiah 1.16,['Isaiah 1.1•'],"Psal. 94.20. Isal. 1.16, 1•"
2 Sam. 24. 1•,2 Samuel 24,['2 Samuel 24.1•'],"in this lat• case it's dreadful, in the former it's eligible. Compare 2 Sam. 24. 1• with Heb. 16.31."
"1 Cor. x. ◊ 1st,",1 Corinthians 10,['1 Corinthians 10 ◊ 1st'],"there's two choice Cordials in 1 Cor. x. 〈 ◊ 〉 1st, That you shall be inabled to bear your affliction;"
Rom. 12. 1•.,Romans 12,['Romans 12.1•'],Rom. 12. 1•.
Eccl. 5. •.,Ecclesiastes 5,['Ecclesiastes 5.•'],Eccl. 5. •.
Rom. 1. 4•,Romans 1,['Romans 1.4•'],Rom. 1. 4•
2 Chron. 23. •.,2 Chronicles 23,['2 Chronicles 23.•'],2 Chron. 23. •.
"Rev. 2•4, 5.",Revelation 5,['Revelation 2•4'],"And I shall only add this Consideration, I wish that all back slidden and up-sitten Professors, would ponder that place, Rev. 2•4, 5. Where there is a Church that is very zealous, cannot bear with them which are evil, hath tried them, which said they were Apostles, and found them liars, had born, and had patience, and for the Name of Christ had laboured, and not fainted;"
Rom. 8 33. & 34. 2ly.,Romans 8.33,['Romans 8.34.2ly'],"The Priviledge of Justification, and that secures the Believer from Condemnation; 1st. Because it is God's Deed, Rom. 8 33. and 34. 2ly."
"Phil. 2.7.8, 3ly,; Heb. 2.14.",Philippians 2.7; Philippians 2.8; Hebrews 2.14,['Philippians 2.3ly'],"2ly. That we might have one in our Nature to cast a Pattern to us for Obedience to God, Phil. 2.7.8, 3ly, That he might be capable to bear the particular Punishment threatned by the Law, viz. Death, Heb. 2.14."
Rom. 3. 2•.,Romans 3,['Romans 3.2•'],"This is clear, because that this punishment was inflicted for manifestatio• of the Father's Justice. Rom. 3. 2•."
"Heb. 10.22, 4ly.",Hebrews 10.22,['Hebrews 10.4ly'],"4ly. That his Co•science may testify for him, that he hath an Inten• in Christ's Blood, Heb. 10.22, 4ly."
Luke 18.11. & 12. 3ly.; Mark 10.21.,Luke 18.11; Mark 10.21,['Luke 12.3ly'],"To reprove the unrenewed, Who will believe that God is reconciled to them, notwithstanding of their unrenewed state, and there are many sorts of such Persons. As 1st. The Moralists 2ly. The Formalists. Luke 18.11. and 12. 3ly. The Partial Reformer, Mark 10.21."
"John 14.16, 4ly•; John 15.26. & 16.7.",John 14.16; John 15.26; John 16.7,['John 14.4ly•'],"3ly. The Communication of the Spirit flowes from his Intercession, John 14.16, 4ly• The dispensation of the Spirit is from him, John 15.26. and 16.7. And 5ly."
Rom. 2. 2•,Romans 2,['Romans 2.2•'],"Cause of this Mistake 〈 ◊ 〉 That People think, that to whomsoever the Sacrament of Baptism is administred, though they be voi• of Christs Spirit, yet they have an Interest in Christ and in the Gospel, Against this, see Rom. 2. 2• If thou break the Law, thy Circumcision is made uncircumcision."
John 16.7. & 15.26 5ly.,John 16.7,['John 15.26 5ly'],"4ly. The Dispensing Cause is, Christ himself, John 16.7. and 15.26 5ly."
Rom. 8.23. 3•; 1 Cor. 15. 2• 4ly.,Romans 8.23; 1 Corinthians 15,['1 Corinthians 15.2• 4ly'],"compared with Rom. 8.23. 3• Christs Resurrection clears it, his Resurrection being the exemplary cause of ours, 1 Cor. 15. 2• 4ly."
"John 5.28, 29 4ly.",John 5.28,['John 5.4ly'],"3ly. The Bodies tha• are raised, come out of their Graves, John 5.28, 29 4ly."
"Ezek. 37, 26,; Rev. 20, 3 & 4. 2ly.",Ezekiel 37; Ezekiel 26; Revelation 20; Revelation 3,['Revelation 4.2ly'],"4ly. Everlasting Communion Ezek. 37, 26, with Rev. 20, 3 and 4. 2ly."
"Eph. 1: 13, &; Eph: 4.30, 4ly.",Ephesians 1.13; Ephesians 1.; Ephesians 4.30,['Ephesians 4.4ly'],"Therefore the Scripture calls him the Earnest of our Inheritance, Eph. 1: 13, and Gods Seal on us Eph: 4.30, 4ly."
John 6. 4•,John 6,['John 6.4•'],"Grou• is, He hath undertaken to the Father to do it, he says he will raise them up at the last Day, John 6. 4• A 6th."
"Eph. 4 30. 3ly.; Gal. 5.17, 4ly.; Luke 11.18.",Ephesians 4.30; Galatians 5.17; Luke 11.18,['Galatians 5.4ly'],"2ly. Be tender of grieving the Spirit. Eph. 4 30. 3ly. Obey his Motions, Gal. 5.17, 4ly. Pray for his presence. Luke 11.18."
"2 Tim. 4. •; Rom. 8, 23,; Phil. 3,; 2 Cor. 4.",2 Timothy 4; Romans 8; Romans 23; Philippians 3; 2 Corinthians 4,['2 Timothy 4.•'],"Now follows the description of the Affection o• hope, It is called a Patient waiting for Heaven, whic• imports first, A longing for Heaven, 2 Tim. 4. • Rom. 8, 23, Phil. 3, last. 2 Cor. 4. last."
"1 Pet. 2, 1, 2ly.",1 Peter 2; 1 Peter 1,['1 Peter 2ly'],"Partial Hypocrisie with David in the matter of Ʋriah, 1 Pet. 2, 1, 2ly."
"Eph. 6, 16 9ly.",Ephesians 6,['Ephesians 9ly'],"8ly. They must be attended with Breathings after the publick good of the Saints Eph. 6, 16 9ly."
Zach 12. 1•,Zechariah 12,['Zechariah 12.1•'],"is, The• will be attended with Repentance, see Zach 12. 1•"
"Psal. 5, 2•y.",Psalms 5,['Psalms 2•y'],"we should direct our Prayers to God, and look up, Psal. 5, 2•y."
"Psal. 18, 2ly; Psal. 138 3, & 73, 26. 3ly.",Psalms 18; Psalms 138.3; Psalms 138.73; Psalms 26.3ly,['Psalms 2ly'],"The occasion of the experience of delivery from great outward Tryal Psal. 18, 2ly They are the occasion of supp•• under Tryals, Psal. 138 3, and 73, 26. 3ly."
"Mal. 3, 14. 2ly; Jos. 7, 7. 3ly,; 1 Sam. 27, •",Malachi 3; Malachi 14.2ly; Joshua 7; Joshua 7.3ly; 1 Samuel 27,['1 Samuel •'],"The first is, If y• rue in your Religion, Mal. 3, 14. 2ly When 〈 ◊ 〉 reckon Gods former favours Snares, and Entangl•ments Jos. 7, 7. 3ly, When your Afflictions dri• you to unlawful means for your relief, 1 Sam. 27, • And when you use lawful means without dependan• on God, 2 Chor:"
1 Cor. 15.20. & 23. 6ly.,1 Corinthians 15.20,['1 Corinthians 23.6ly'],"5ly. We may expect the Resurrection of our Body from him, seing his Resurrection was a Pledge of our Resurrection, 1 Cor. 15.20. & 23. 6ly."
"Heb. 4, 2ly.",Hebrews 4,['Hebrews 2ly'],"If 〈 ◊ 〉 consider his Sympathy, Heb. 4, 2ly."
"Luke 22, 32 2ly,; 2 Cor. 12, 8. 3ly,",Luke 22; 2 Corinthians 12; 2 Corinthians 8.3ly,['Luke 2ly'],"As first, It cures their presumption, Luke 22, 32 2ly, It prevents their Pride and puts them to Prayer, 2 Cor. 12, 8. 3ly, It helps them to an Experimental skill to succour the tempted."
Heb. 13. 1•. &,Hebrews 13,['Hebrews 13.1•.'],Heb. 13. 1•. and 〈 … 〉 C••m. 〈 ◊ 〉;
1 Sam. 13. 2•.,1 Samuel 13,['1 Samuel 13.2•'],1 Sam. 13. 2•.
"Matth. ix. xxxvi, xxxvii, xxxviii.",Matthew 38,"['Matthew xxxvi', 'Matthew xxxvii']","Matth. ix. xxxvi, xxxvii, xxxviii."
"2 Pet. i. 10,1•.",2 Peter 10,['2 Peter 1•'],"2 Pet. i. 10,1•."
Joh. xx. 1•.,John 20,['John 20 1•'],Joh. xx. 1•.
1 Joh. 3. •.,1 John 3,['1 John 3.•'],1 Joh. 3. •.
Dan. 7. •.,Daniel 7,['Daniel 7.•'],Dan. 7. •.
Gen. 11. •.,Genesis 11,['Genesis 11.•'],Gen. 11. •.
Act 4. 1•.,Acts 4,['Acts 4.1•'],Act 4. 1•.
1 Tim. 3. 1•.,1 Timothy 3,['1 Timothy 3.1•'],1 Tim. 3. 1•.
"Act. 20, 2•.",Acts 20,['Acts 2•'],"Act. 20, 2•."
"Iohn 1. chap. 14, •,",John 1.14,['John 1.•'],"Ar• wh••th on Iohn 1. chap. 14, •, p, 〈 ◊ 〉."
Act. 13. 4•.,Acts 13,['Acts 13.4•'],Act. 13. 4•.
Mat. 11. 2•.,Matthew 11,['Matthew 11.2•'],Mat. 11. 2•.
Rom. 10. 3•,Romans 10,['Romans 10.3•'],Rom. 10. 3•
Mat. 11. 2•.,Matthew 11,['Matthew 11.2•'],Mat. 11. 2•.
Psal. 54. •.,Psalms 54,['Psalms 54.•'],Psal. 54. •.
Isa. 41. 1•.14.,Isaiah 41,['Isaiah 41.1•.14'],Isa. 41. 1•.14.
Eph. 1. 1•.,Ephesians 1,['Ephesians 1.1•'],Eph. 1. 1•.
Luk. 17. 3•,Luke 17,['Luke 17.3•'],Luk. 17. 3•
Heb. 10.38.; Deut. 32.1•.,Hebrews 10.38; Deuteronomy 32,['Deuteronomy 32.1•'],Heb. 10.38. Deut. 32.1•.
Joh. 5. •.,John 5,['John 5.•'],Joh. 5. •.
Pro. 8. 1•.,Proverbs 8,['Proverbs 8.1•'],Pro. 8. 1•.
Mat. 28. 2•.,Matthew 28,['Matthew 28.2•'],Mat. 28. 2•.
Heb. 7.25.; Rom. 8. 2•.,Hebrews 7.25; Romans 8,['Romans 8.2•'],Heb. 7.25. Rom. 8. 2•.
Heb. 1. •.,Hebrews 1,['Hebrews 1.•'],Heb. 1. •.
1 Cor. 1. 3•.,1 Corinthians 1,['1 Corinthians 1.3•'],1 Cor. 1. 3•.
Ioh. 1. 1•.16.,John 1,['John 1.1•.16'],Ioh. 1. 1•.16.
Heb. 7. 2•.,Hebrews 7,['Hebrews 7.2•'],Heb. 7. 2•.
Phil. 6. 6•,Philippians 6,['Philippians 6.6•'],Phil. 6. 6•
"Mat. 3. 1•.; Isa 53, 11.",Matthew 3; Isaiah 53; Isaiah 11,['Matthew 3.1•'],"Mat. 3. 1•. Isa 53, 11."
1 Ioh. 2. •,1 John 2,['1 John 2.•'],1 Ioh. 2. •
Pet. 2.7.; Phil. 3. •. •.,Peter 2.7; Philippians 3,['Philippians 3.•.•'],Pet. 2.7. Phil. 3. •. •.
Ioh. 12. 3•,John 12,['John 12.3•'],Ioh. 12. 3•
"Luk. 1. 1•, 2•.",Luke 1.1•,['Luke 1.2•'],"D•n. ••. 1. Luk. 1. 1•, 2•."
Rev. 12. •.,Revelation 12,['Revelation 12.•'],Rev. 12. •.
Psal. 34. •.,Psalms 34,['Psalms 34.•'],Psal. 34. •.
Luk. 1. 3•.,Luke 1,['Luke 1.3•'],Luk. 1. 3•.
1 Cor. 11. 1•.,1 Corinthians 11,['1 Corinthians 11.1•'],1 Cor. 11. 1•.
Ezek. 9. •.,Ezekiel 9,['Ezekiel 9.•'],Ezek. 9. •.
Rev. 19. 1•.,Revelation 19,['Revelation 19.1•'],Rev. 19. 1•.
Psal. 16. •.,Psalms 16,['Psalms 16.•'],Psal. 16. •.
"Psal. 107, 2d. & 3d.",Psalms 107,"['Psalms 2d', 'Psalms 3d']","A SERMON Preach'd on the 16th. of Novemb. 1690. Psal. 107, 2d. and 3d. Verses, Old Translation."
1 Joh. 2. 2•,1 John 2,['1 John 2.2•'],Christ a Priest. 1 Joh. 2. 2•
Ps. 89. 2•.,Psalms 89,['Psalms 89.2•'],Ps. 89. 2•.
Rom. 5. 1•.,Romans 5,['Romans 5.1•'],Rom. 5. 1•.
Philip. 1. •,Philippians 1,['Philippians 1.•'],Philip. 1. •
Rom. 8. •,Romans 8,['Romans 8.•'],"So that now there is no condemnation to them that are in Christ Jesus, Rom. 8. • Because they are, by the Body, and Sufferings of Christ become dead to the Law (or rather, that dead to them) which was fully effected at his glorious Resurrection;"
Exod. 18. 2•.,Exodus 18,['Exodus 18.2•'],"How good was Jethros 's Counsel to Moses, Exod. 18. 2•. Moreover, thou shalt provide out of all the people, able men, such as fear God, men of truth, hateing covetousness;"
Jer. 23. 2•.,Jeremiah 23,['Jeremiah 23.2•'],Jer. 23. 2•.
Mark 16. 1•.,Mark 16,['Mark 16.1•'],Mark 16. 1•.
"1 Pet. 1. 28, 1•.",1 Peter 1.28,['1 Peter 1.1•'],"1 Pet. 1. 28, 1•."
2 Thess. 1. •.,2 Thessalonians 1,['2 Thessalonians 1.•'],2 Thess. 1. •.
Heb. 4. •. 10. ◊,Hebrews 4,['Hebrews 4.•.10.◊'],Heb. 4. •. 10. 〈 ◊ 〉 .
Matth. 25. 3•,Matthew 25,['Matthew 25.3•'],"but contra•••wise will then renounce it in this respect, as appears by that, in Matth. 25. 3• Lord, when saw we thee an hungred, and fed thee;"
"Rev. 1.11 19 & 22 6, 16. & 19, 9, 10; Psal. 104 4.",Revelation 6; Revelation 16; Revelation 19; Revelation 9; Revelation 10; Psalms 104.4,['Revelation 1.11 19'],"Rev. 1.11 19 & 22 6, 16. & 19, 9, 10 Psal. 104 4."
Phil. 4. •.,Philippians 4,['Philippians 4.•'],Phil. 4. •.
Mat. 24. 4•.,Matthew 24,['Matthew 24.4•'],Mat. 24. 4•.
Joh. 1. 1•,John 1,['John 1.1•'],Joh. 1. 1• ▪
Joel 2.16. & ◊; Cor. 7.5.,Joel 2.16; Corinthians 7.5,['Joel ◊'],"But by consequence, all other Delights of the Senses, are then also to be avoided. If you read, Joel 2.16. and 〈 ◊ 〉 Cor. 7.5."
Psal. 122. •.,Psalms 122,['Psalms 122.•'],"The Psalmist could say, in Psal. 122. •. Because of the House of the Lord our God, I will seek thy Good."
Esth. 10. •.,Esther 10,['Esther 10.•'],"It was the comfort of a very Serviceable man, in Esth. 10. •."
Heb. 6. •.,Hebrews 6,['Hebrews 6.•'],"We read an amazing property of it, in Heb. 6. •. Eternal Iudgment; even the Iews in their Confession of Faith call it so."
Psal. 139. •,Psalms 139,['Psalms 139.•'],"& we may say with the Psalmist, in Psal. 139. • …."
Phil. 1. 1•.,Philippians 1,['Philippians 1.1•'],"There is a general Return of Obedience, which we are to praise God by yielding of. It is said in Phil. 1. 1•. the f•uit's of Righteousness are unto the glory and praise of God."
2 Pet. 2 •,2 Peter 2,['2 Peter 2 •'],"the Scripture calls him a Preacher of Righteousness. 2 Pet. 2 • He Preached that men should Turn from Sin, and Live an Holy, Righteous Life."
2 Chron 32 3•.,2 Chronicles 32,['2 Chronicles 32 3•'],"when his work was done, he slept with his Fathers, and they buried him in the chiefest of the Sepulchres of the sons of David, and all Judah and the Inhabitants of Jerusalem did him honour at his death. 2 Chron ▪ 32 ▪ 3•. Jehojada the Priest had been an Eminent ▪ Servant of his Generation;"
Joh. 6. 4•,John 6,['John 6.4•'],Joh. 6. 4•
Jer. 3. 1•,Jeremiah 3,['Jeremiah 3.1•'],Jer. 3. 1•
Job 42 1•,Job 42,['Job 42 1•'],Job 42 1•
Gen. 6. 1•. —,Genesis 6,['Genesis 6.1•.'],"He is pleased to accept of the Title of a Father unto them, Gen. 6. 1•. — the sons of God saw the daughters of men, that they were fair."
Matt. 6. •.,Matthew 6,['Matthew 6.•'],Aben. Ezra apud Grotium in Matt. 6. •.
"Numbers xvi. xxiii, xxiv, xxv, xxvi.",Numbers 26,"['Numbers xxiii', 'Numbers xxiv', 'Numbers xxv']","THE BANNER OF Corah, Dathan, and Abiram, Display'd, and their SIN Discover'd: In several SERMONS, Preach'd at BRISTOLL. Numbers xvi. xxiii, xxiv, xxv, xxvi."
Cor. 1. • 0.,Corinthians 1,['Corinthians 1.•'],Cor. 1. • … 0.
"Rom. 6. 2, & c..",Romans 6.2,['Romans '],"Rom. 6. 2, & c.. How shall we that are dead to sin, live any longer therein?"
"Isa. 55 6, •.",Isaiah 6,['Isaiah •'],"Are ye not commanded to seek the Lord while he may be sound, and to call upon him while he is near? Isa. 55 6, •."
Mar. 17. •.,Mark 17,['Mark 17.•'],"As they that have such a one for their Master in any Sect of Philosophy, are said to follow him, so they that take Christ for their Teacher, as the great Prophet of the Church, herein they follow him, Mar. 17. •. Hear ye him."
Mark 6. 4•.,Mark 6,['Mark 6.4•'],"So when the Disciples were in a Storm, Christ made a shew of passing by, Mark 6. 4•. He cometh unto them, walking on the Sea side, and would have passed by them."
Psal. 119. 6•.; Gal. 1.16.,Psalms 119; Galatians 1.16,['Psalms 119.6•'],"2. Hasten your Repentance and Return to God. Psal. 119. 6•. I made haste, and delayed not to keep thy Commandments. Gal. 1.16."
Acts 27. 2•.,Acts 27,['Acts 27.2•'],"thou art Baptized in his Name, and hast often ratified the Bond of the Oath into which thou art entred, and what is Baptisme but a Dedication unto God, not to be thine own, but his? Acts 27. 2•. Whose I am, and whom I serve."
1 Cor 10 1•.,1 Corinthians 10,['1 Corinthians 10 1•'],"That he measureth our burdens by o•r strength, and ability to bear them, 1 Cor 10 1•. There hath •o Temptation taken yo•, but such as is common to Man:"
Isa. 63. •.; Zech. 2.8.,Isaiah 63; Zechariah 2.8,['Isaiah 63.•'],"they do not suffer, but he Sympathizeth, Isa. 63. •. In all their Afflictions he is afflicted, and the Angel of his presence saved them, in his Love and in his Pity he redeemed them, and he bare them, and carried them all the days of old, Zech. 2.8."
"Isai. 38.2, •.",Isaiah 38.2,['Isaiah 38.•'],"This will give you courage in the day of sore tryal, and comfort in the very Agonies of Death. Isai. 38.2, •. And Hezekiah turned his face towards the wall, and prayed unto the Lord, and said, Remember now, O Lord!"
"Col. 2.6, & 10. verse",Colossians 2.6,['Colossians 10.verse'],"When the sense of this becomes as an Habit, or new Nature in us, or the principle of our course of living, it puts the Soul upon obedience, it constraineth us most powerfully to live in him, and to him, Col. 2.6, and 10. verse the 6th."
"2 Tim. 2.25, 2•.",2 Timothy 2.25,['2 Timothy 2.2•'],"So still he doth send Ministers, giving them gifts, and inspiriting them with a Zeal for God's Glory, and compassion over Souls, that with all meekness they may instruct those that oppose themselves, if peradventure God will give them Repentance to the acknowledging of the Truth, &c. 2 Tim. 2.25, 2•."
Rom. 3. 2•.,Romans 3,['Romans 3.2•'],"Well then, 'tis by Faith that Christs Death and Obedience are applied ▪ and made beneficial to us, Rom. 3. 2•. The righteousness of God is by the Faith of Iesus Christ unto all, and upon all that believe, and there is no difference."
"Ephes. 2. 1•; Rom. 8.7, 8, 9.",Ephesians 2; Romans 8.7; Romans 8.8; Romans 8.9,['Ephesians 2.1•'],"First, We are by nature dead in Trespasses and Sins unable to will, or do any thing that is spiritually good, notwithstanding the Redemption that is by Christ, until we be actually quickened by Christ, Ephes. 2. 1• Rom. 8.7, 8, 9. Those that are sufficiently enlightned and humbled, know themselves to be naturally in this Case;"
2 Cor. 6. •.,2 Corinthians 6,['2 Corinthians 6.•'],"now the day of Salvation, 2 Cor. 6. •. even as long as God calleth upon you by the Gospel ▪ And altho Esau was rejected, that sought rather the Earthly than Spiritual Blessings of the Birth-right, yet they shall not be rejected that seek the Enjoyment of Christ and his Salvation, as their only Happiness."
"1 Sam. 10.5, •",1 Samuel 10.5,['1 Samuel 10.•'],"1 Sam. 10.5, •"
"Isa. 10.5, •.",Isaiah 10.5,['Isaiah 10.•'],"we have turned aside from the good Old Way of Seriousness and Holiness, and we have wandred in the By-paths of Wickedness and Abomination, and therefore God has justly permitted these Agents of the Devil to plot our Ruin and Destruction, and to come within a very little way of attaining it, even as he said of Old, Isa. 10.5, •. O Assyrian, the Rod of mine Anger, and the staff in their Hand is mine Indignation."
Psal. 98. ◊ 2.,Psalms 98,['Psalms 98.◊ 2'],"Who hath delivered his servant from the hurtful Sword. Psal. 98. 〈 ◊ 〉 2. O sing unto the Lord a new song, for he done marvellous things:"
"Numb. 14 2, 3, & 4th",Numbers 2; Numbers 3,['Numbers 4th'],"The Passage refers to the Story we read in Numb. 14 2, 3, and 4th Verses."
Heb. 2. 10.; Col. 1. 21.; Acts 5. 3•.,Hebrews 2.10; Colossians 1.21; Acts 5,['Acts 5.3•'],Heb. 2. 10. Col. 1. 21. Acts 5. 3•.
2 Cor. 2. 1•,2 Corinthians 2,['2 Corinthians 2.1•'],2 Cor. 2. 1•
2 Tim. 2. 2•,2 Timothy 2,['2 Timothy 2.2•'],2 Tim. 2. 2•
Rom. 1. 2•.,Romans 1,['Romans 1.2•'],we find Thanksgiving and Honour to God joyned together. And Rom. 1. 2•. St. Paul gives a very good reason why the Gnosticks did not glorifie God as God; they were not thankfull.
"Peter, 2.; Acts 36, 3•",Peter 2; Acts 36,['Acts 3•'],"Alas, the subtile Hea• of a Sinner, will endure, and bear all th• historical notions of the evil of Sin, of th• •erribleness of Hell (as one in Health can be•• the names and notions of Plague, Ston• Colick, and the most tormenting disease and all but as Powder shot, and scare-Crow• untill Conscience, like Peter, 2. Acts 36, 3• closeth particularly with Sinners thus,"
Isa. 29. • 11.; Rom. 8.,Isaiah 29; Romans 8,['Isaiah 29.• 11'],"If God have given you the Spir•• of Slumber, and a deep Sleep, Isa. 29. • ▪ 11. Rom. 8. Can we open the Heart, God shut it up?"
Isa. 5. 8. &; Jer. 9. • &; Jer. 5. 8.,Isaiah 5.8; Jeremiah 9; Jeremiah 5.8,['Jeremiah 9.•'],"Hence they are said to draw Iniqui•• as with Cart-ropes, Isa. 5. 8. and that the wearied themselves to commit Iniquity, Jer. 9. • and compared to fed Horses, every one neig•ed after his Neighbours Wife, Jer. 5. 8. an• carried on with a bruitish rage, against a• reason, without any counsel, or consideration;"
Hebr. 10. •.,Hebrews 10,['Hebrews 10.•'],"methinks it's like a Ma••factor's being upon the •adder, there wa• nothing but turning off, and he is go• Consider, What a fearful thing it is to •. into the hands of a living God? Hebr. 10. •."
Heb. 4. •.,Hebrews 4,['Hebrews 4.•'],"I have seen thine Adulteries, and thy Neighings, wo unto thee, wilt thou not •• made clean? when shall it once be? Heb. 4. •. But all things are naked and open unto •• Eyes of him with whom we have to do."
Jer. 6. 3•.,Jeremiah 6,['Jeremiah 6.3•'],Jer. 6. 3•.
Isa. 57. •.,Isaiah 57,['Isaiah 57.•'],Isa. 57. •.
Psal. 16. 1•.,Psalms 16,['Psalms 16.1•'],"And this Sight will cause the most ardent Love, by which there shall be an intimate, or vital Union between the Soul and its Happiness, and from thence will spring perfect Delight, Psal. 16. 1•. For 〈 ◊ 〉 the Presence of God there is fulness of Joy, and at his Right Hand there are Pleasures for evermore."
Act. 1. 2•,Acts 1,['Acts 1.2•'],"But yet you may note, that when the Apostles were to chuse a Person to succeed in the place of the Traitor Judas, it was not that he might be a witness of Christs Passion, but of his Resurrection, Act. 1. 2• This was the great Business of the Apostleship;"
"Luke 28th, Vers. 23d, —",Luke ,"['Luke 28th', 'Luke 23d']","St. Luke 28th, Vers. 23d, — Latter part."
Rom. 7. 2•.,Romans 7,['Romans 7.2•'],Rom. 7. 2•.
"Psal. 37. v. 6, 19, 24, 4•, 41.",Psalms 37.6; Psalms 37.19; Psalms 37.24; Psalms 37.41,['Psalms 37.4•'],"Psal. 37. v. 6, 19, 24, 4•, 41."
Isa. 28. 2•.,Isaiah 28,['Isaiah 28.2•'],Amo• 3.6. Isa. 28. 2•. Mi•. 7.18. Latin 3. 3•.
Isa. 26. •.,Isaiah 26,['Isaiah 26.•'],Isa. 26. •.
"Isa. 5, 6, 7, — 12.",Isaiah 5; Isaiah 6; Isaiah 7; Isaiah 8; Isaiah 9; Isaiah 10; Isaiah 11; Isaiah 12,['Isaiah -'],"Wherefore it shall come to pass, that when the Lord hath performed his whole work upon mount Zion, (what he himself, not what the King of Assyria intended to do), I will punish the fruit of the stout heart of the king of Assyria, and the glory of his high looks, 10 Isa. 5, 6, 7, — 12."
"Isa. 5, 6, 7, — 12.",Isaiah 5; Isaiah 6; Isaiah 7; Isaiah 8; Isaiah 9; Isaiah 10; Isaiah 11; Isaiah 12,['Isaiah -'],"wherefore it shall come to pass that when the Lord hath performed his whole work upon mount Zion, (what he himself, not what the King of Assyria intended to do), I will punish the fruit of the stout heart of the king of Assyria, and the glory of his high looks, 10. Isa. 5, 6, 7, — 12."
"Psal. 23. ◊; Exod. 7, ◊",Psalms 23; Exodus 7,['Psalms 23.◊']; ['Exodus ◊'],"th• … fore he said, he would destroy them, 〈 ◊ 〉 not Moses his chosen stood before him 〈 ◊ 〉 the breach, to turn away his wrath, 〈 ◊ 〉 be should destroy them, 106. Psal. 23. 〈 ◊ 〉 Story of which we have, 32. Exod. 7, 〈 ◊ 〉 At another time, when they had p• … voked God by their Idolatries a• … Whoredoms with the Daughters 〈 ◊ 〉 Moab, and the Plague broke in amo• … them, then stood up Phineas, and execu• … d judgment, and the plague was stayed, 〈 ◊ 〉."
MATTH. 1. •,Matthew 1,['Matthew 1.•'],"SERMON IV. reach'd before the Queen, at Whitehall, February the XIIth, 1691 / 2. IV. MATTH. 1. • … hen was Iesus led up of the Spirit into the Wilderness, to be tempted of the Devil."
LUKE 35. •,Luke 35,['Luke 35.•'],"SERMON V. each'd before the Right Honourable the Lord Mayor, at St. Bridget's Church, on Tuesday in Easter-Week, 1692. IV. LUKE 35. • … t love ye your enemies, — (and do good, and lend, hoping for nothing again) and your reward shall be great, and ye shall be the children of the Highest, for he is kind to the unthankful, and to the evil."
"Timothy, 1; Epistle 4. 11, & c.",Timothy 1; Epistle 4.11,['Epistle '],"Paul gives to Timothy, 1 Epistle 4. 11, & c."
Psalm 9. •,Psalms 9,['Psalms 9.•'],"And Published at the Earnest Request of Several Masters of the Bench of Both Societies. XXXIX. Psalm 9. • … as dumb, and opened not my mouth, because thou didst it."
"Rom. 32, 35, 37, ◊",Romans 32; Romans 35; Romans 37,['Romans ◊'],"For I am perswad• … that neither death, nor life, nor • … gels, nor principalities, nor powers, nor things present, nor things to co• … nor height, nor depth, nor any ot• … creature, shall be able to separate 〈 ◊ 〉 from the love of God, which is in C• … Iesus our Lord, 8. Rom. 32, 35, 37, 〈 ◊ 〉 While our minds are warmed w• … such thoughts as these, we shall 〈 ◊ 〉 able to bear up under the grea• … Trials, if not with Chearfulness yet at least with Patience and a qui• … Submission to the Will of God."
Ioh. 14. •,John 14,['John 14.•'],"This he gave them the assurance of Ioh. 14. • ▪ I will come again, and receive you to my self, that where I am, there ye m•• be also."
Psalm 17. •,Psalms 17,['Psalms 17.•'],"the glorified Eye shall be so ••rengthened, as to fix upon that most glorious Object, Psalm 17. • shall behold thy face in righteousness ;"
Psalm 84. 1••,Psalms 84,['Psalms 84.1••'],"The good man tells us, Psalm 84. 1•• That He had rather be a door-keeper, (or as the Margin hath it, chu•• rather to sit at the threshold) in the house of his God, than to dwell in the tents of wickedness ;"
Romans 7. ◊,Romans 7,['Romans 7.◊'],"and he coul• not chuse but in a pang of desire call and cry out for deliverance, 〈 ◊ 〉 a poor Gally-Slave would from his Chain and Oar, Romans 7. 〈 ◊ 〉 O wretched man that I am, who shall deliver me from the body of th• death !"
1 Cor. 7. • 30.,1 Corinthians 7,['1 Corinthians 7.• 30'],"〈 ◊ 〉 so his endeavour is to maintain, and to carry toward them with 〈 ◊ 〉 indifferency of Spirit, according to that Command, 1 Cor. 7. • 30. Let them that have wives, be as though they had none, and they 〈 ◊ 〉 weep, as though they wept not;"
Mat. 7. 1•,Matthew 7,['Matthew 7.1•'],Mat. 7. 1•
