Text,Index,Phrase,Citations
Rom. 12. 1•.,5199,Rom. 12. 1•.,Romans 12.1•
Eccl. 5. •.,5200,Eccl. 5. •.,Ecclesiastes 5.•
Rom. 1. 4•,5201,Rom. 1. 4•,Romans 1.4•
2 Chron. 23. •.,5202,2 Chron. 23. •.,2 Chronicles 23.•
"And I shall only add this Consideration, I wish that all back slidden and up-sitten Professors, would ponder that place, Rev. 2•4, 5. Where there is a Church that is very zealous, cannot bear with them which are evil, hath tried them, which said they were Apostles, and found them liars, had born, and had patience, and for the Name of Christ had laboured, and not fainted;",5203,"Rev. 2•4, 5.",Revelation 2•4
"The Priviledge of Justification, and that secures the Believer from Condemnation; 1st. Because it is God's Deed, Rom. 8 33. and 34. 2ly.",5204,Rom. 8 33. & 34. 2ly.,Romans 8.34.2ly
"2ly. That we might have one in our Nature to cast a Pattern to us for Obedience to God, Phil. 2.7.8, 3ly, That he might be capable to bear the particular Punishment threatned by the Law, viz. Death, Heb. 2.14.",5205,"Phil. 2.7.8, 3ly,",Philippians 2.7; Philippians 2.8
,5205,Heb. 2.14.,Hebrews 2.14
"This is clear, because that this punishment was inflicted for manifestatio• of the Father's Justice. Rom. 3. 2•.",5206,Rom. 3. 2•.,Romans 3.2•
"4ly. That his Co•science may testify for him, that he hath an Inten• in Christ's Blood, Heb. 10.22, 4ly.",5207,"Heb. 10.22, 4ly.",Hebrews 10.4ly
"To reprove the unrenewed, Who will believe that God is reconciled to them, notwithstanding of their unrenewed state, and there are many sorts of such Persons. As 1st. The Moralists 2ly. The Formalists. Luke 18.11. and 12. 3ly. The Partial Reformer, Mark 10.21.",5208,Luke 18.11. & 12. 3ly.,Luke 18.11
,5208,Mark 10.21.,Mark 10.21
"3ly. The Communication of the Spirit flowes from his Intercession, John 14.16, 4ly• The dispensation of the Spirit is from him, John 15.26. and 16.7. And 5ly.",5209,"John 14.16, 4ly•",John 14.16; John 15.26; John 16.7
,5209,John 15.26. & 16.7.,
"Cause of this Mistake 〈 ◊ 〉 That People think, that to whomsoever the Sacrament of Baptism is administred, though they be voi• of Christs Spirit, yet they have an Interest in Christ and in the Gospel, Against this, see Rom. 2. 2• If thou break the Law, thy Circumcision is made uncircumcision.",5210,Rom. 2. 2•,Romans 2.2•
"4ly. The Dispensing Cause is, Christ himself, John 16.7. and 15.26 5ly.",5211,John 16.7. & 15.26 5ly.,John 15.26 5ly
"compared with Rom. 8.23. 3• Christs Resurrection clears it, his Resurrection being the exemplary cause of ours, 1 Cor. 15. 2• 4ly.",5212,Rom. 8.23. 3•,Romans 8.23
,5212,1 Cor. 15. 2• 4ly.,1 Corinthians 15.2• 4ly
"3ly. The Bodies tha• are raised, come out of their Graves, John 5.28, 29 4ly.",5213,"John 5.28, 29 4ly.",John 5.4ly
"4ly. Everlasting Communion Ezek. 37, 26, with Rev. 20, 3 and 4. 2ly.",5214,"Ezek. 37, 26,",Ezekiel 37; Ezekiel 26
,5214,"Rev. 20, 3 & 4. 2ly.",Revelation 20; Revelation 3
"Therefore the Scripture calls him the Earnest of our Inheritance, Eph. 1: 13, and Gods Seal on us Eph: 4.30, 4ly.",5215,"Eph. 1: 13,",Ephesians 1.13; Ephesians 1.; Ephesians 4.30
,5215,"Eph: 4.30, 4ly.",
"Grou• is, He hath undertaken to the Father to do it, he says he will raise them up at the last Day, John 6. 4• A 6th.",5216,John 6. 4•,John 6.4•
"2ly. Be tender of grieving the Spirit. Eph. 4 30. 3ly. Obey his Motions, Gal. 5.17, 4ly. Pray for his presence. Luke 11.18.",5217,Eph. 4 30. 3ly.,Ephesians 4.30
,5217,"Gal. 5.17, 4ly.",Galatians 5.17
,5217,Luke 11.18.,Luke 11.18
"Now follows the description of the Affection o• hope, It is called a Patient waiting for Heaven, whic• imports first, A longing for Heaven, 2 Tim. 4. • Rom. 8, 23, Phil. 3, last. 2 Cor. 4. last.",5218,2 Tim. 4. •,2 Timothy 4.•
,5218,"Rom. 8, 23,",Romans 8; Romans 23
,5218,"Phil. 3,",Philippians 3
,5218,2 Cor. 4.,2 Corinthians 4
"Partial Hypocrisie with David in the matter of Ʋriah, 1 Pet. 2, 1, 2ly.",5219,"1 Pet. 2, 1, 2ly.",1 Peter 2ly; 1 Peter 1
"8ly. They must be attended with Breathings after the publick good of the Saints Eph. 6, 16 9ly.",5220,"Eph. 6, 16 9ly.",Ephesians 9ly
"is, The• will be attended with Repentance, see Zach 12. 1•",5221,Zach 12. 1•,Zechariah 12.1•
"we should direct our Prayers to God, and look up, Psal. 5, 2•y.",5222,"Psal. 5, 2•y.",Psalms 2•y
"The occasion of the experience of delivery from great outward Tryal Psal. 18, 2ly They are the occasion of supp•• under Tryals, Psal. 138 3, and 73, 26. 3ly.",5223,"Psal. 18, 2ly",Psalms 18; Psalms 138.3; Psalms 138.73; Psalms 26.3ly
,5223,"Psal. 138 3, & 73, 26. 3ly.",
"The first is, If y• rue in your Religion, Mal. 3, 14. 2ly When 〈 ◊ 〉 reckon Gods former favours Snares, and Entangl•ments Jos. 7, 7. 3ly, When your Afflictions dri• you to unlawful means for your relief, 1 Sam. 27, • And when you use lawful means without dependan• on God, 2 Chor:",5224,"Mal. 3, 14. 2ly",Malachi 3; Malachi 14.2ly
,5224,"Jos. 7, 7. 3ly,",Joshua 7; Joshua 7.3ly
,5224,"1 Sam. 27, •",1 Samuel 27
"5ly. We may expect the Resurrection of our Body from him, seing his Resurrection was a Pledge of our Resurrection, 1 Cor. 15.20. & 23. 6ly.",5225,1 Cor. 15.20. & 23. 6ly.,1 Corinthians 23.6ly
"If 〈 ◊ 〉 consider his Sympathy, Heb. 4, 2ly.",5226,"Heb. 4, 2ly.",Hebrews 2ly
"As first, It cures their presumption, Luke 22, 32 2ly, It prevents their Pride and puts them to Prayer, 2 Cor. 12, 8. 3ly, It helps them to an Experimental skill to succour the tempted.",5227,"Luke 22, 32 2ly,",Luke 22
,5227,"2 Cor. 12, 8. 3ly,",2 Corinthians 12; 2 Corinthians 8.3ly
Heb. 13. 1•. and 〈 … 〉 C••m. 〈 ◊ 〉;,5228,Heb. 13. 1•. &,Hebrews 13.1•.
1 Sam. 13. 2•.,5229,1 Sam. 13. 2•.,1 Samuel 13.2•
"Matth. ix. xxxvi, xxxvii, xxxviii.",5230,"Matth. ix. xxxvi, xxxvii, xxxviii.","Matthew xxxvi', 'Matthew xxxvii"
"2 Pet. i. 10,1•.",5231,"2 Pet. i. 10,1•.",2 Peter 1•
Joh. xx. 1•.,5232,Joh. xx. 1•.,John 20 1•
1 Joh. 3. •.,5233,1 Joh. 3. •.,1 John 3.•
Dan. 7. •.,5234,Dan. 7. •.,Daniel 7.•
Gen. 11. •.,5235,Gen. 11. •.,Genesis 11.•
Act 4. 1•.,5236,Act 4. 1•.,Acts 4.1•
1 Tim. 3. 1•.,5237,1 Tim. 3. 1•.,1 Timothy 3.1•
"Act. 20, 2•.",5238,"Act. 20, 2•.",Acts 2•
"Ar• wh••th on Iohn 1. chap. 14, •, p, 〈 ◊ 〉.",5239,"Iohn 1. chap. 14, •,",John 1.•
Act. 13. 4•.,5240,Act. 13. 4•.,Acts 13.4•
Mat. 11. 2•.,5241,Mat. 11. 2•.,Matthew 11.2•
Rom. 10. 3•,5242,Rom. 10. 3•,Romans 10.3•
Mat. 11. 2•.,5243,Mat. 11. 2•.,Matthew 11.2•
Psal. 54. •.,5244,Psal. 54. •.,Psalms 54.•
Isa. 41. 1•.14.,5245,Isa. 41. 1•.14.,Isaiah 41.1•.14
Eph. 1. 1•.,5246,Eph. 1. 1•.,Ephesians 1.1•
Luk. 17. 3•,5247,Luk. 17. 3•,Luke 17.3•
Heb. 10.38. Deut. 32.1•.,5248,Heb. 10.38.,Hebrews 10.38
,5248,Deut. 32.1•.,Deuteronomy 32.1•
Joh. 5. •.,5249,Joh. 5. •.,John 5.•
Pro. 8. 1•.,5250,Pro. 8. 1•.,Proverbs 8.1•
Mat. 28. 2•.,5251,Mat. 28. 2•.,Matthew 28.2•
Heb. 7.25. Rom. 8. 2•.,5252,Heb. 7.25.,Hebrews 7.25
,5252,Rom. 8. 2•.,Romans 8.2•
Heb. 1. •.,5253,Heb. 1. •.,Hebrews 1.•
1 Cor. 1. 3•.,5254,1 Cor. 1. 3•.,1 Corinthians 1.3•
Ioh. 1. 1•.16.,5255,Ioh. 1. 1•.16.,John 1.1•.16
Heb. 7. 2•.,5256,Heb. 7. 2•.,Hebrews 7.2•
Phil. 6. 6•,5257,Phil. 6. 6•,Philippians 6.6•
"Mat. 3. 1•. Isa 53, 11.",5258,Mat. 3. 1•.,Matthew 3.1•
,5258,"Isa 53, 11.",Isaiah 53; Isaiah 11
1 Ioh. 2. •,5259,1 Ioh. 2. •,1 John 2.•
Pet. 2.7. Phil. 3. •. •.,5260,Pet. 2.7.,Peter 2.7
,5260,Phil. 3. •. •.,Philippians 3.•.•
Ioh. 12. 3•,5261,Ioh. 12. 3•,John 12.3•
"D•n. ••. 1. Luk. 1. 1•, 2•.",5262,"Luk. 1. 1•, 2•.",Luke 1.2•
Rev. 12. •.,5263,Rev. 12. •.,Revelation 12.•
Psal. 34. •.,5264,Psal. 34. •.,Psalms 34.•
Luk. 1. 3•.,5265,Luk. 1. 3•.,Luke 1.3•
1 Cor. 11. 1•.,5266,1 Cor. 11. 1•.,1 Corinthians 11.1•
Ezek. 9. •.,5267,Ezek. 9. •.,Ezekiel 9.•
Rev. 19. 1•.,5268,Rev. 19. 1•.,Revelation 19.1•
Psal. 16. •.,5269,Psal. 16. •.,Psalms 16.•
"A SERMON Preach'd on the 16th. of Novemb. 1690. Psal. 107, 2d. and 3d. Verses, Old Translation.",5270,"Psal. 107, 2d. & 3d.","Psalms 2d', 'Psalms 3d"
Christ a Priest. 1 Joh. 2. 2•,5271,1 Joh. 2. 2•,1 John 2.2•
Ps. 89. 2•.,5272,Ps. 89. 2•.,Psalms 89.2•
Rom. 5. 1•.,5273,Rom. 5. 1•.,Romans 5.1•
Philip. 1. •,5274,Philip. 1. •,Philippians 1.•
"So that now there is no condemnation to them that are in Christ Jesus, Rom. 8. • Because they are, by the Body, and Sufferings of Christ become dead to the Law (or rather, that dead to them) which was fully effected at his glorious Resurrection;",5275,Rom. 8. •,Romans 8.•
"How good was Jethros 's Counsel to Moses, Exod. 18. 2•. Moreover, thou shalt provide out of all the people, able men, such as fear God, men of truth, hateing covetousness;",5276,Exod. 18. 2•.,Exodus 18.2•
Jer. 23. 2•.,5277,Jer. 23. 2•.,Jeremiah 23.2•
Mark 16. 1•.,5278,Mark 16. 1•.,Mark 16.1•
"1 Pet. 1. 28, 1•.",5279,"1 Pet. 1. 28, 1•.",1 Peter 1.1•
2 Thess. 1. •.,5280,2 Thess. 1. •.,2 Thessalonians 1.•
Heb. 4. •. 10. 〈 ◊ 〉 .,5281,Heb. 4. •. 10. ◊,Hebrews 4.•.10.◊
"but contra•••wise will then renounce it in this respect, as appears by that, in Matth. 25. 3• Lord, when saw we thee an hungred, and fed thee;",5282,Matth. 25. 3•,Matthew 25.3•
"Rev. 1.11 19 & 22 6, 16. & 19, 9, 10 Psal. 104 4.",5283,"Rev. 1.11 19 & 22 6, 16. & 19, 9, 10",Revelation 6; Revelation 16; Revelation 19; Revelation 9; Revelation 10
,5283,Psal. 104 4.,Psalms 104.4
Phil. 4. •.,5284,Phil. 4. •.,Philippians 4.•
Mat. 24. 4•.,5285,Mat. 24. 4•.,Matthew 24.4•
Joh. 1. 1• ▪,5286,Joh. 1. 1•,John 1.1•
"But by consequence, all other Delights of the Senses, are then also to be avoided. If you read, Joel 2.16. and 〈 ◊ 〉 Cor. 7.5.",5287,Joel 2.16. & ◊,Joel 2.16
,5287,Cor. 7.5.,Corinthians 7.5
"The Psalmist could say, in Psal. 122. •. Because of the House of the Lord our God, I will seek thy Good.",5288,Psal. 122. •.,Psalms 122.•
"It was the comfort of a very Serviceable man, in Esth. 10. •.",5289,Esth. 10. •.,Esther 10.•
"We read an amazing property of it, in Heb. 6. •. Eternal Iudgment; even the Iews in their Confession of Faith call it so.",5290,Heb. 6. •.,Hebrews 6.•
"& we may say with the Psalmist, in Psal. 139. • ….",5291,Psal. 139. •,Psalms 139.•
"There is a general Return of Obedience, which we are to praise God by yielding of. It is said in Phil. 1. 1•. the f•uit's of Righteousness are unto the glory and praise of God.",5292,Phil. 1. 1•.,Philippians 1.1•
"the Scripture calls him a Preacher of Righteousness. 2 Pet. 2 • He Preached that men should Turn from Sin, and Live an Holy, Righteous Life.",5293,2 Pet. 2 •,2 Peter 2 •
"when his work was done, he slept with his Fathers, and they buried him in the chiefest of the Sepulchres of the sons of David, and all Judah and the Inhabitants of Jerusalem did him honour at his death. 2 Chron ▪ 32 ▪ 3•. Jehojada the Priest had been an Eminent ▪ Servant of his Generation;",5294,2 Chron 32 3•.,2 Chronicles 32 3•
Joh. 6. 4•,5295,Joh. 6. 4•,John 6.4•
Jer. 3. 1•,5296,Jer. 3. 1•,Jeremiah 3.1•
Job 42 1•,5297,Job 42 1•,Job 42 1•
"He is pleased to accept of the Title of a Father unto them, Gen. 6. 1•. — the sons of God saw the daughters of men, that they were fair.",5298,Gen. 6. 1•. —,Genesis 6.1•.
Aben. Ezra apud Grotium in Matt. 6. •.,5299,Matt. 6. •.,Matthew 6.•
"THE BANNER OF Corah, Dathan, and Abiram, Display'd, and their SIN Discover'd: In several SERMONS, Preach'd at BRISTOLL. Numbers xvi. xxiii, xxiv, xxv, xxvi.",5300,"Numbers xvi. xxiii, xxiv, xxv, xxvi.","Numbers xxiii', 'Numbers xxiv', 'Numbers xxv"
Cor. 1. • … 0.,5301,Cor. 1. • 0.,Corinthians 1.•
"Rom. 6. 2, & c.. How shall we that are dead to sin, live any longer therein?",5302,"Rom. 6. 2, & c..",Romans 
"Are ye not commanded to seek the Lord while he may be sound, and to call upon him while he is near? Isa. 55 6, •.",5303,"Isa. 55 6, •.",Isaiah •
"As they that have such a one for their Master in any Sect of Philosophy, are said to follow him, so they that take Christ for their Teacher, as the great Prophet of the Church, herein they follow him, Mar. 17. •. Hear ye him.",5304,Mar. 17. •.,Mark 17.•
"So when the Disciples were in a Storm, Christ made a shew of passing by, Mark 6. 4•. He cometh unto them, walking on the Sea side, and would have passed by them.",5305,Mark 6. 4•.,Mark 6.4•
"2. Hasten your Repentance and Return to God. Psal. 119. 6•. I made haste, and delayed not to keep thy Commandments. Gal. 1.16.",5306,Psal. 119. 6•.,Psalms 119.6•
,5306,Gal. 1.16.,Galatians 1.16
"thou art Baptized in his Name, and hast often ratified the Bond of the Oath into which thou art entred, and what is Baptisme but a Dedication unto God, not to be thine own, but his? Acts 27. 2•. Whose I am, and whom I serve.",5307,Acts 27. 2•.,Acts 27.2•
"That he measureth our burdens by o•r strength, and ability to bear them, 1 Cor 10 1•. There hath •o Temptation taken yo•, but such as is common to Man:",5308,1 Cor 10 1•.,1 Corinthians 10 1•
"they do not suffer, but he Sympathizeth, Isa. 63. •. In all their Afflictions he is afflicted, and the Angel of his presence saved them, in his Love and in his Pity he redeemed them, and he bare them, and carried them all the days of old, Zech. 2.8.",5309,Isa. 63. •.,Isaiah 63.•
,5309,Zech. 2.8.,Zechariah 2.8
"This will give you courage in the day of sore tryal, and comfort in the very Agonies of Death. Isai. 38.2, •. And Hezekiah turned his face towards the wall, and prayed unto the Lord, and said, Remember now, O Lord!",5310,"Isai. 38.2, •.",Isaiah 38.•
"When the sense of this becomes as an Habit, or new Nature in us, or the principle of our course of living, it puts the Soul upon obedience, it constraineth us most powerfully to live in him, and to him, Col. 2.6, and 10. verse the 6th.",5311,"Col. 2.6, & 10. verse",Colossians 10.verse
"So still he doth send Ministers, giving them gifts, and inspiriting them with a Zeal for God's Glory, and compassion over Souls, that with all meekness they may instruct those that oppose themselves, if peradventure God will give them Repentance to the acknowledging of the Truth, &c. 2 Tim. 2.25, 2•.",5312,"2 Tim. 2.25, 2•.",2 Timothy 2.2•
"Well then, 'tis by Faith that Christs Death and Obedience are applied ▪ and made beneficial to us, Rom. 3. 2•. The righteousness of God is by the Faith of Iesus Christ unto all, and upon all that believe, and there is no difference.",5313,Rom. 3. 2•.,Romans 3.2•
"First, We are by nature dead in Trespasses and Sins unable to will, or do any thing that is spiritually good, notwithstanding the Redemption that is by Christ, until we be actually quickened by Christ, Ephes. 2. 1• Rom. 8.7, 8, 9. Those that are sufficiently enlightned and humbled, know themselves to be naturally in this Case;",5314,Ephes. 2. 1•,Ephesians 2.1•
,5314,"Rom. 8.7, 8, 9.",Romans 8.7; Romans 8.8; Romans 8.9
"now the day of Salvation, 2 Cor. 6. •. even as long as God calleth upon you by the Gospel ▪ And altho Esau was rejected, that sought rather the Earthly than Spiritual Blessings of the Birth-right, yet they shall not be rejected that seek the Enjoyment of Christ and his Salvation, as their only Happiness.",5315,2 Cor. 6. •.,2 Corinthians 6.•
"1 Sam. 10.5, •",5316,"1 Sam. 10.5, •",1 Samuel 10.•
"we have turned aside from the good Old Way of Seriousness and Holiness, and we have wandred in the By-paths of Wickedness and Abomination, and therefore God has justly permitted these Agents of the Devil to plot our Ruin and Destruction, and to come within a very little way of attaining it, even as he said of Old, Isa. 10.5, •. O Assyrian, the Rod of mine Anger, and the staff in their Hand is mine Indignation.",5317,"Isa. 10.5, •.",Isaiah 10.•
"Who hath delivered his servant from the hurtful Sword. Psal. 98. 〈 ◊ 〉 2. O sing unto the Lord a new song, for he done marvellous things:",5318,Psal. 98. ◊ 2.,Psalms 98.◊ 2
"The Passage refers to the Story we read in Numb. 14 2, 3, and 4th Verses.",5319,"Numb. 14 2, 3, & 4th",Numbers 2; Numbers 3
Heb. 2. 10. Col. 1. 21. Acts 5. 3•.,5320,Heb. 2. 10.,Hebrews 2.10
,5320,Col. 1. 21.,Colossians 1.21
,5320,Acts 5. 3•.,Acts 5.3•
2 Cor. 2. 1•,5321,2 Cor. 2. 1•,2 Corinthians 2.1•
2 Tim. 2. 2•,5322,2 Tim. 2. 2•,2 Timothy 2.2•
we find Thanksgiving and Honour to God joyned together. And Rom. 1. 2•. St. Paul gives a very good reason why the Gnosticks did not glorifie God as God; they were not thankfull.,5323,Rom. 1. 2•.,Romans 1.2•
"Alas, the subtile Hea• of a Sinner, will endure, and bear all th• historical notions of the evil of Sin, of th• •erribleness of Hell (as one in Health can be•• the names and notions of Plague, Ston• Colick, and the most tormenting disease and all but as Powder shot, and scare-Crow• untill Conscience, like Peter, 2. Acts 36, 3• closeth particularly with Sinners thus,",5324,"Peter, 2.",Peter 2
,5324,"Acts 36, 3•",Acts 36
"If God have given you the Spir•• of Slumber, and a deep Sleep, Isa. 29. • ▪ 11. Rom. 8. Can we open the Heart, God shut it up?",5325,Isa. 29. • 11.,Isaiah 29.• 11
,5325,Rom. 8.,Romans 8
"Hence they are said to draw Iniqui•• as with Cart-ropes, Isa. 5. 8. and that the wearied themselves to commit Iniquity, Jer. 9. • and compared to fed Horses, every one neig•ed after his Neighbours Wife, Jer. 5. 8. an• carried on with a bruitish rage, against a• reason, without any counsel, or consideration;",5326,Isa. 5. 8.,Isaiah 5.8
,5326,Jer. 9. •,Jeremiah 9.•; Jeremiah 5.8
,5326,Jer. 5. 8.,
"methinks it's like a Ma••factor's being upon the •adder, there wa• nothing but turning off, and he is go• Consider, What a fearful thing it is to •. into the hands of a living God? Hebr. 10. •.",5327,Hebr. 10. •.,Hebrews 10.•
"I have seen thine Adulteries, and thy Neighings, wo unto thee, wilt thou not •• made clean? when shall it once be? Heb. 4. •. But all things are naked and open unto •• Eyes of him with whom we have to do.",5328,Heb. 4. •.,Hebrews 4.•
Jer. 6. 3•.,5329,Jer. 6. 3•.,Jeremiah 6.3•
Isa. 57. •.,5330,Isa. 57. •.,Isaiah 57.•
"And this Sight will cause the most ardent Love, by which there shall be an intimate, or vital Union between the Soul and its Happiness, and from thence will spring perfect Delight, Psal. 16. 1•. For 〈 ◊ 〉 the Presence of God there is fulness of Joy, and at his Right Hand there are Pleasures for evermore.",5331,Psal. 16. 1•.,Psalms 16.1•
"But yet you may note, that when the Apostles were to chuse a Person to succeed in the place of the Traitor Judas, it was not that he might be a witness of Christs Passion, but of his Resurrection, Act. 1. 2• This was the great Business of the Apostleship;",5332,Act. 1. 2•,Acts 1.2•
"St. Luke 28th, Vers. 23d, — Latter part.",5333,"Luke 28th, Vers. 23d, —","Luke 28th', 'Luke 23d"
Rom. 7. 2•.,5334,Rom. 7. 2•.,Romans 7.2•
"Psal. 37. v. 6, 19, 24, 4•, 41.",5335,"Psal. 37. v. 6, 19, 24, 4•, 41.",Psalms 37.6; Psalms 37.19; Psalms 37.24; Psalms 37.41
Amo• 3.6. Isa. 28. 2•. Mi•. 7.18. Latin 3. 3•.,5336,Isa. 28. 2•.,Isaiah 28.2•
Isa. 26. •.,5337,Isa. 26. •.,Isaiah 26.•
"Wherefore it shall come to pass, that when the Lord hath performed his whole work upon mount Zion, (what he himself, not what the King of Assyria intended to do), I will punish the fruit of the stout heart of the king of Assyria, and the glory of his high looks, 10 Isa. 5, 6, 7, — 12.",5338,"Isa. 5, 6, 7, — 12.",Isaiah 5; Isaiah 6; Isaiah 7; Isaiah 8; Isaiah 9; Isaiah 10; Isaiah 11; Isaiah 12
"wherefore it shall come to pass that when the Lord hath performed his whole work upon mount Zion, (what he himself, not what the King of Assyria intended to do), I will punish the fruit of the stout heart of the king of Assyria, and the glory of his high looks, 10. Isa. 5, 6, 7, — 12.",5339,"Isa. 5, 6, 7, — 12.",Isaiah 5; Isaiah 6; Isaiah 7; Isaiah 8; Isaiah 9; Isaiah 10; Isaiah 11; Isaiah 12
"th• … fore he said, he would destroy them, 〈 ◊ 〉 not Moses his chosen stood before him 〈 ◊ 〉 the breach, to turn away his wrath, 〈 ◊ 〉 be should destroy them, 106. Psal. 23. 〈 ◊ 〉 Story of which we have, 32. Exod. 7, 〈 ◊ 〉 At another time, when they had p• … voked God by their Idolatries a• … Whoredoms with the Daughters 〈 ◊ 〉 Moab, and the Plague broke in amo• … them, then stood up Phineas, and execu• … d judgment, and the plague was stayed, 〈 ◊ 〉.",5340,Psal. 23. ◊,Psalms 23.◊']
,5340,"Exod. 7, ◊",Exodus 7
"SERMON IV. reach'd before the Queen, at Whitehall, February the XIIth, 1691 / 2. IV. MATTH. 1. • … hen was Iesus led up of the Spirit into the Wilderness, to be tempted of the Devil.",5341,MATTH. 1. •,Matthew 1.•
"SERMON V. each'd before the Right Honourable the Lord Mayor, at St. Bridget's Church, on Tuesday in Easter-Week, 1692. IV. LUKE 35. • … t love ye your enemies, — (and do good, and lend, hoping for nothing again) and your reward shall be great, and ye shall be the children of the Highest, for he is kind to the unthankful, and to the evil.",5342,LUKE 35. •,Luke 35.•
"Paul gives to Timothy, 1 Epistle 4. 11, & c.",5343,"Timothy, 1",Timothy 1
,5343,"Epistle 4. 11, & c.",Epistle 4.11
"And Published at the Earnest Request of Several Masters of the Bench of Both Societies. XXXIX. Psalm 9. • … as dumb, and opened not my mouth, because thou didst it.",5344,Psalm 9. •,Psalms 9.•
"For I am perswad• … that neither death, nor life, nor • … gels, nor principalities, nor powers, nor things present, nor things to co• … nor height, nor depth, nor any ot• … creature, shall be able to separate 〈 ◊ 〉 from the love of God, which is in C• … Iesus our Lord, 8. Rom. 32, 35, 37, 〈 ◊ 〉 While our minds are warmed w• … such thoughts as these, we shall 〈 ◊ 〉 able to bear up under the grea• … Trials, if not with Chearfulness yet at least with Patience and a qui• … Submission to the Will of God.",5345,"Rom. 32, 35, 37, ◊",Romans 32; Romans 35; Romans 37
"This he gave them the assurance of Ioh. 14. • ▪ I will come again, and receive you to my self, that where I am, there ye m•• be also.",5346,Ioh. 14. •,John 14.•
"the glorified Eye shall be so ••rengthened, as to fix upon that most glorious Object, Psalm 17. • shall behold thy face in righteousness ;",5347,Psalm 17. •,Psalms 17.•
"The good man tells us, Psalm 84. 1•• That He had rather be a door-keeper, (or as the Margin hath it, chu•• rather to sit at the threshold) in the house of his God, than to dwell in the tents of wickedness ;",5348,Psalm 84. 1••,Psalms 84.1••
"and he coul• not chuse but in a pang of desire call and cry out for deliverance, 〈 ◊ 〉 a poor Gally-Slave would from his Chain and Oar, Romans 7. 〈 ◊ 〉 O wretched man that I am, who shall deliver me from the body of th• death !",5349,Romans 7. ◊,Romans 7.◊
"〈 ◊ 〉 so his endeavour is to maintain, and to carry toward them with 〈 ◊ 〉 indifferency of Spirit, according to that Command, 1 Cor. 7. • 30. Let them that have wives, be as though they had none, and they 〈 ◊ 〉 weep, as though they wept not;",5350,1 Cor. 7. • 30.,1 Corinthians 7.• 30
Mat. 7. 1•,5351,Mat. 7. 1•,Matthew 7.1•
1 Cor. 3. •. Gal. 5. 20.,5352,1 Cor. 3. •.,1 Corinthians 3.•
,5352,Gal. 5. 20.,Galatians 5.20
"Mat. 5. 44, 4•.",5353,"Mat. 5. 44, 4•.",Matthew 5.4•
Mat. 5. •.,5354,Mat. 5. •.,Matthew 5.•
Mat. 10. 2•.,5355,Mat. 10. 2•.,Matthew 10.2•
"And as for the A•solute perfection of it in the Quality of a Rule directing, and a Law obliging, can that be more amply declared, and irrefragably proved than as it stands stated and represented to us, in the vast latitude of that Injunction, Deut. 6. •. and Levit. 19.18.",5356,Deut. 6. •.,Deuteronomy 6.•.
,5356,Levit. 19.18.,Leviticus 19.18
Jer. 49. 1•.,5357,Jer. 49. 1•.,Jeremiah 49.1•
"It was Davids Praise, Th• when God had set him over his People, He G•ded them by the Skilfulness of his Hands. Psal. 78. •. 2. They must be Just and Upright Men.",5358,Psal. 78. •. 2.,Psalms 78.•.2
"Psalm CVII. Verse 23, 24.",5359,"Psalm CVII. Verse 23, 24.",Psalms verse
"1 Sam. xix. xx, &c.",5360,"1 Sam. xix. xx, &c.",1 Samuel xx
"Exod. 13. 2, 1•.",5361,"Exod. 13. 2, 1•.",Exodus 13.1•
Eccl. 11. •,5362,Eccl. 11. •,Ecclesiastes 11.•
Mat. 20. •.,5363,Mat. 20. •.,Matthew 20.•
2 Sam. 16. 1•.,5364,2 Sam. 16. 1•.,2 Samuel 16.1•
Ps. 51. 1• ▪,5365,Ps. 51. 1•,Psalms 51.1•
2 Chron 34. 3•.,5366,2 Chron 34. 3•.,2 Chronicles 34.3•
"Act. xiv. 24 & xvi. •, 5.",5367,"Act. xiv. 24 & xvi. •, 5.",Acts •
"Act. xii. •, &c ▪",5368,"Act. xii. •, &c",Acts •
Matt. xiii. 4•.,5369,Matt. xiii. 4•.,Matthew 13 4•
Ezek. xxx ▪ 〈 ◊ 〉 Dan. xii.,5370,Ezek. xxx ◊,Ezekiel 30 ◊
,5370,Dan. xii.,Daniel 12
Ezek. xi. 1•.,5371,Ezek. xi. 1•.,Ezekiel 11 1•
Amos iii. •.,5372,Amos iii. •.,Amos 3 •
2 Pet. iii. 6•7•,5373,2 Pet. iii. 6•7•,2 Peter 3 6•7•
"which made the good Ezra ashamed, and blusht to lift up his Face to Heaven; Ezra, Cap. ix. Verse 8, 10. Happy We, if, as Pliny adviseth his Friend Maximus, Tales esse sani perseverimus, quales futuros profitemur infirmi;",5374,"Ezra, Cap. ix. Verse 8, 10.",Ezra verse
Or despisest thou the Riches of his Goodness and Forbearance; 2 Pet. iii. 〈 ◊ 〉.,5375,2 Pet. iii. ◊,2 Peter 3 ◊
"Great Plagues remain for the ungodly, saith the Psalmist. Vae unum abiit; Psal. xxxii. 〈 ◊ 〉.",5376,Psal. xxxii. ◊,Psalms 32 ◊
Lev. 4. 1•.,5377,Lev. 4. 1•.,Leviticus 4.1•
1 Pet 4 •.,5378,1 Pet 4 •.,1 Peter 4 •
1 Sam 4. 1•,5379,1 Sam 4. 1•,1 Samuel 4.1•
"Deut, 28. 2•.",5380,"Deut, 28. 2•.",Deuteronomy 28.2•
